time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,pcon_code,pcon_name,starts,starts_since_may_2010,starts_since_may_2015
201213,Academic year,Local authority,E92000001,England,z,Outside of England and unknown,z,z,Outside of England and unknown,,,6040,16670,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,,,2480,10930,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,,,8030,35070,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,,,2380,11140,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,,,5070,24170,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,,,5760,26940,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,,,6140,27790,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,,,2810,12010,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,,,7430,33510,z
201314,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,,,210,1030,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,,,1080,4310,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,,,3770,16030,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,,,1770,7610,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,,,10390,46520,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,,,6010,27130,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,,,1550,6320,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,,,6270,28280,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,,,1390,6530,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,,,1250,5190,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,,,5750,24620,z
201314,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,,,1190,5090,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,,,1640,6550,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,,,1130,5180,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,,,1640,7630,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,,,1340,6200,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,,,1560,7170,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,,,600,2790,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,,,30,100,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,,,2140,10080,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,,,1590,7040,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,,,1620,7000,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,,,1650,7840,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,,,1090,4850,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,,,510,2540,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,,,1080,4980,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,,,830,4090,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,,,1820,7140,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,,,1660,7750,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,,,1350,6010,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,,,790,3540,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,,,270,1220,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,,,540,2380,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,,,1310,6140,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,,,1810,7650,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,,,780,3790,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,,,2130,8620,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,,,1320,5350,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,,,460,2030,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,,,1530,6850,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,,,1060,4970,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,,,1660,6710,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,,,1670,6900,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,,,810,3890,z
201314,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,,,620,3070,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,,,6110,29060,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,,,1230,6210,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,,,2230,10570,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,,,1260,5090,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,,,1480,7240,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,,,2520,12120,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,,,2370,11710,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,,,3860,17180,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,,,1690,7960,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,,,1890,9210,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,,,2340,10320,z
201314,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,,,3520,17130,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,,,1720,7290,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,,,1570,7580,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,,,2710,12400,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,,,1730,7870,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,,,3080,13900,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,,,3080,14130,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,,,5550,22970,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,,,1420,7140,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,,,2010,10450,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,,,11100,51610,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,,,4600,25460,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,,,4300,19750,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,,,2370,10570,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,,,2180,9990,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,,,2640,11810,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,,,2890,14490,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,,,2080,9640,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,,,2810,12790,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,,,2720,12060,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,,,1940,8160,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,,,2090,10260,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,,,3570,17130,z
201314,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,,,3530,17570,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,,,800,3560,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,,,1370,6500,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,,,2780,11800,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,,,3370,15560,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,,,12750,52160,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,,,1430,6730,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,,,9680,42710,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,,,2580,10940,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,,,1810,8630,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,,,3740,16830,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,,,1640,7280,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,,,1130,5270,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,,,930,3910,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,,,1810,7980,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,,,5720,23950,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,,,1060,4620,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,,,4800,21450,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,,,690,3060,z
201314,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,,,2110,10390,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,,,990,4480,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000028,837,Bournemouth,,,1630,7040,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",,,3010,14290,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,,,4810,22220,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,,,6350,29400,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E10000009,835,Dorset,,,5170,22970,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,,,4350,19210,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,,,1770,7980,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,,,2830,13850,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000029,836,Poole,,,1190,5210,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,,,4190,19880,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,,,2350,10660,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,,,1560,7290,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,,,1300,6290,z
201314,Academic year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,,,4470,20710,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,,,9310,41890,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,,,2940,13980,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,,,2990,13760,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",,,1670,7400,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,,,3250,15130,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,,,3340,15160,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,,,1760,7880,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,,,8340,36890,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,,,2990,13430,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,,,1830,8090,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,,,2480,12000,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,,,4220,18890,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,,,2460,11030,z
201314,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,,,4820,21700,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,,,2850,12790,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,,,4240,19120,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,,,2030,9110,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,,,3350,15790,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,,,4830,22650,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",,,2570,12900,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,,,3800,17660,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,,,6010,28070,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,,,1340,6130,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,,,1520,6770,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,,,8470,35240,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,,,2880,12800,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,,,4650,21370,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,,,3310,14760,z
201314,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,,,1300,6270,z
201314,Academic year,Local authority,E92000001,England,z,Outside of England and unknown,z,z,Outside of England and unknown,,,5820,22490,z
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,,,2820,13750,710
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,,,9490,44550,2240
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,,,3120,14260,770
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,,,6360,30530,1380
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,,,6480,33420,1470
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000021,928,Northamptonshire,,,7280,35070,1660
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,,,3350,15360,850
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,,,8870,42380,2030
201415,Academic year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,,,300,1330,90
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,,,1200,5510,250
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,,,4200,20230,990
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,,,2070,9680,470
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,,,11710,58230,2540
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,,,6560,33690,1540
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,,,1670,7990,360
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,,,7290,35570,1650
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,,,1670,8200,400
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,,,1390,6580,310
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,,,6570,31190,1410
201415,Academic year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,,,1480,6560,300
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,,,1810,8360,440
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,,,1430,6600,380
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,,,1790,9420,400
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,,,1890,8090,510
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,,,1670,8840,370
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,,,700,3480,170
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,,,20,120,10
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,,,2440,12520,600
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,,,1760,8800,470
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,,,2000,9000,490
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,,,1770,9610,400
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,,,1280,6130,360
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,,,610,3150,160
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,,,1380,6370,370
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,,,1110,5200,270
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,,,2020,9160,460
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,,,1890,9640,400
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,,,1600,7600,390
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,,,820,4360,220
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,,,280,1500,70
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,,,560,2940,130
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,,,1580,7730,420
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,,,1810,9460,500
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,,,950,4740,220
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,,,2390,11000,650
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,,,1550,6900,380
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,,,470,2510,120
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,,,1630,8480,430
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,,,1180,6150,230
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,,,1670,8390,450
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,,,1870,8770,460
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,,,930,4820,250
201415,Academic year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,,,720,3790,140
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,,,7510,36570,1620
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,,,1340,7550,310
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,,,2590,13160,610
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,,,1370,6460,310
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,,,1710,8950,430
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,,,2790,14910,700
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,,,2700,14410,620
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,,,3850,21030,830
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,,,1930,9890,450
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,,,2330,11530,480
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,,,2500,12820,590
201415,Academic year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,,,4590,21720,980
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,,,1670,8960,360
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,,,1940,9520,500
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,,,3150,15550,790
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,,,1980,9850,530
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,,,3360,17260,800
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,,,3300,17430,920
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,,,5890,28860,1060
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,,,1420,8550,300
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,,,2180,12630,530
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,,,12810,64410,2820
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,,,5080,30540,1140
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,,,4830,24580,1220
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,,,2760,13320,600
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,,,2630,12620,620
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,,,2870,14680,750
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,,,3100,17590,700
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,,,2260,11900,550
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,,,2970,15760,710
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,,,2720,14790,620
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,,,2100,10260,590
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,,,2220,12490,560
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,,,4240,21370,1020
201415,Academic year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,,,3850,21410,930
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,,,890,4450,210
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,,,1310,7810,300
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000002,825,Buckinghamshire,,,2760,14550,570
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,,,3590,19150,910
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,,,13870,66030,3090
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,,,1580,8310,400
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,,,11020,53730,2710
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,,,2740,13680,680
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,,,1840,10460,410
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,,,4360,21200,910
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,,,1970,9250,470
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,,,1190,6460,290
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,,,980,4900,230
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,,,2000,9970,420
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,,,5710,29660,1230
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,,,1240,5870,220
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,,,5400,26850,1360
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,,,660,3720,140
201415,Academic year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,,,1920,12310,400
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,,,1080,5550,280
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E06000028,837,Bournemouth,,,1830,8870,410
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",,,3180,17470,780
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,,,5400,27620,1110
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,,,6850,36260,1360
201415,Academic year,Local authority,E92000001,England,E12000009,South West,E10000009,835,Dorset,,,5680,28650,1240
