abbrv,discipline,event,event_id,year,competitor,medal,noc,position
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Bertram Allen,,IRL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Darragh Kenny,,IRL,
HOK,Hockey,"Hockey, Women",manual_51,2020,Ireland,,IRL,
ATH,athletics,"Marathon, men",manual_9,2020,Marhu Teferi,,ISR,
ATH,athletics,"Marathon, men",manual_9,2020,Girmaw Amare,,ISR,
ATH,athletics,"Marathon, men",manual_9,2020,Haimro Alame,,ISR,
ATH,athletics,"10,000 metres, women",manual_18,2020,Selamawit Teferi,,ISR,
ATH,athletics,"Marathon, women",manual_21,2020,Maor Tiyouri,,ISR,
ATH,athletics,"Marathon, women",manual_21,2020,Lonah Chemtai Salpeter,,ISR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Ashlee Bond,,ISR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Teddy Vlock,,ISR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Alberto Michán,,ISR,
BSB,Baseball,"Baseball, Men",manual_61,2020,Israel,,ISR,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Nicolai – Lupo (ITA),,ITA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Carambula – Rossi (ITA),,ITA,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Menegatti – Orsi Toth (ITA),,ITA,
ATH,athletics,"200 metres, men",manual_2,2020,Eseosa Fostine Desalu,,ITA,
ATH,athletics,"200 metres, men",manual_2,2020,Antonio Infantino,,ITA,
ATH,athletics,"400 metres, men",manual_3,2020,Davide Re,,ITA,
ATH,athletics,"400 metres, men",manual_3,2020,Edoardo Scotti,,ITA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Yemaneberhan Crippa,,ITA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Paolo Dal Molin,,ITA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Hassane Fofana,,ITA,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Davide Re, Vladimir Aceti, Edoardo Scotti, Alessandro Sibilio",,ITA,
ATH,athletics,"Marathon, men",manual_9,2020,Eyob Faniel,,ITA,
ATH,athletics,"Marathon, men",manual_9,2020,Yassine El Fathaoui,,ITA,
ATH,athletics,"Marathon, men",manual_9,2020,Yassine Rachik,,ITA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Francesco Fortunato,,ITA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Federico Tontodonati,,ITA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Andrea Agrusti,,ITA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Teodorico Caporaso,,ITA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Marco De Luca,,ITA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Andrea Dallavalle,,ITA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Emmanuel Ihemeje,,ITA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Tobia Bocchi,,ITA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Zane Weir,,ITA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Leonardo Fabbri,,ITA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Nick Ponzio,,ITA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Gaia Sabbatini,,ITA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Federica Del Buono,,ITA,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Irene Siragusa, Gloria Hooper, Anna Bongiorni, Vittoria Fontana",,ITA,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Benedicta Chigbolu, Alice Mangione, Petra Nardelli, Rebecca Borga",,ITA,
ATH,athletics,"Marathon, women",manual_21,2020,Giovanna Epis,,ITA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Valentina Trapletti,,ITA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Eleonora Giorgi,,ITA,
ATH,athletics,"High Jump, women",manual_23,2020,Elena Vallortigara,,ITA,
ATH,athletics,"High Jump, women",manual_23,2020,Alessia Trost,,ITA,
ATH,athletics,"Pole Vault, women",manual_24,2020,Elisa Molinarolo,,ITA,
ATH,athletics,"Pole Vault, women",manual_24,2020,Roberta Bruni,,ITA,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Simone Consonni
Elia Viviani",,ITA,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Elisa Balsamo
Letizia Paternoster",,ITA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Emanuele Gaudiano,,ITA,
BAS,Basketball,"Basketball, Men",manual_62,2020,Italy,,ITA,
ATH,athletics,"200 metres, men",manual_2,2020,Rasheed Dwyer,,JAM,
ATH,athletics,"200 metres, men",manual_2,2020,Julian Forte,,JAM,
ATH,athletics,"400 metres, men",manual_3,2020,Christopher Taylor,,JAM,
ATH,athletics,"400 metres, men",manual_3,2020,Demish Gaye,,JAM,
ATH,athletics,"400 metres, men",manual_3,2020,Nathon Allen,,JAM,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Damion Thomas,,JAM,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Jevaughn Minzie, Julian Forte, Yohan Blake, Oblique Seville",,JAM,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Demish Gaye, Christopher Taylor, Jaheel Hyde, Nathon Allen",,JAM,
ATH,athletics,"Triple Jump, men",manual_12,2020,Carey McLeod,,JAM,
ATH,athletics,"400 metres, women",manual_16,2020,Stephenie Ann McPherson,,JAM,
ATH,athletics,"400 metres, women",manual_16,2020,Candice McLeod,,JAM,
ATH,athletics,"400 metres, women",manual_16,2020,Roneisha McGregor,,JAM,
ATH,athletics,"1,500 metres, women",manual_17,2020,Aisha Praught-Leer,,JAM,
ATH,athletics,"Shot Put, women",manual_25,2020,Danniel Thomas-Dodd,,JAM,
ATH,athletics,"Shot Put, women",manual_25,2020,Lloydricia Cameron,,JAM,
ATH,athletics,"200 metres, men",manual_2,2020,Jun Yamashita,,JPN,
ATH,athletics,"200 metres, men",manual_2,2020,Abdul Hakim Sani Brown,,JPN,
ATH,athletics,"200 metres, men",manual_2,2020,Shota Iizuka,,JPN,
ATH,athletics,"400 metres, men",manual_3,2020,Julian Walsh,,JPN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Hiroki Matsueda,,JPN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Yuta Bando,,JPN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Shunsuke Izumiya,,JPN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Taio Kanai,,JPN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Shunya Takayama,,JPN,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Shuhei Tada, Ryota Yamagata, Yoshihide Kiryū, Yuki Koike",,JPN,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Rikuya Itō, Kaito Kawabata, Kentarō Satō, Aoto Suzuki",,JPN,
ATH,athletics,"Marathon, men",manual_9,2020,Suguru Osako,,JPN,
ATH,athletics,"Marathon, men",manual_9,2020,Shogo Nakamura,,JPN,
ATH,athletics,"Marathon, men",manual_9,2020,Yuma Hattori,,JPN,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Eiki Takahashi,,JPN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Masatora Kawano,,JPN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Hayato Katsuki,,JPN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Satoshi Maruo,,JPN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Takuto Kominami,,JPN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Nozomi Tanaka,,JPN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Ran Urabe,,JPN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Ririka Hironaka,,JPN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Hitomi Niiya,,JPN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Yuka Ando,,JPN,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Hanae Aoyama, Mei Kodama, Ami Saito, Remi Tsuruta",,JPN,
ATH,athletics,"Marathon, women",manual_21,2020,Mao Ichiyama,,JPN,
ATH,athletics,"Marathon, women",manual_21,2020,Ayuko Suzuki,,JPN,
ATH,athletics,"Marathon, women",manual_21,2020,Honami Maeda,,JPN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Nanako Fujii,,JPN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Kumiko Okada,,JPN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Kaori Kawazoe,,JPN,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Haruka Kitaguchi,,JPN,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Yumi Kajihara
Kisato Nakamura",,JPN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Daisuke Fukushima,,JPN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Koki Saito,,JPN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Eiken Sato,,JPN,
BAS,Basketball,"Basketball, Men",manual_62,2020,Japan,,JPN,
HOK,Hockey,"Hockey, Women",manual_51,2020,Japan (H),,JPN,
ATH,athletics,"400 metres, women",manual_16,2020,Aliya Boshnak,,JOR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Ibrahim Bisharat,,JOR,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Ishijima – Shiratori (JPN),,JPN,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Ishii – Murakami (JPN),,JPN,
ATH,athletics,"400 metres, men",manual_3,2020,Mikhail Litvin,,KAZ,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Georgiy Sheiko,,KAZ,
ATH,athletics,"Marathon, women",manual_21,2020,Zhanna Mamazhanova,,KAZ,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ayman Ratova,,KAZ,
ATH,athletics,"High Jump, women",manual_23,2020,Nadezhda Dubovitskaya,,KAZ,
ATH,athletics,"High Jump, women",manual_23,2020,Kristina Ovchinnikova,,KAZ,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Makokha – Khadambi (KEN),,KEN,
ATH,athletics,"400 metres, men",manual_3,2020,Emmanuel Korir,,KEN,
ATH,athletics,"1,500 metres, men",manual_4,2020,Abel Kipsang,,KEN,
ATH,athletics,"1,500 metres, men",manual_4,2020,Charles Simotwo,,KEN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Nicholas Kipkorir Kimeli,,KEN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Samwel Masai,,KEN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Daniel Ebenyo,,KEN,
ATH,athletics,"Marathon, men",manual_9,2020,Lawrence Cherono,,KEN,
ATH,athletics,"Marathon, men",manual_9,2020,Amos Kipruto,,KEN,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Julius Yego,,KEN,
ATH,athletics,"400 metres, women",manual_16,2020,Hellen Syombua Kalii,,KEN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Edinah Jebitok,,KEN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Winny Chebet,,KEN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Hellen Obiri,,KEN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Irene Cheptai,,KEN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Sheila Chelangat,,KEN,
ATH,athletics,"Marathon, women",manual_21,2020,Ruth Chepng'etich,,KEN,
TTN,Table Tennis,"Team, Men",manual_54,2020,South Korea (KOR),,KOR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Yaqoub Al-Youha,,KUW,
ATH,athletics,"5,000 metres, men",manual_5,2020,Nursultan Keneshbekov,,KGZ,
ATH,athletics,"Marathon, women",manual_21,2020,Darya Maslova,,KGZ,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Pļaviņš – Točs (LAT),,LAT,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Kravčenoka – Graudiņa (LAT),,LAT,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Arnis Rumbenieks,,LAT,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Ruslans Smolonskis,,LAT,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Gatis Čakšs,,LAT,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Madara Palameika,,LAT,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Anete Kociņa,,LAT,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Līna Mūze,,LAT,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Kristaps Neretnieks,,LAT,
ATH,athletics,"200 metres, men",manual_2,2020,Noureddine Hadid,,LBN,
ATH,athletics,"Marathon, men",manual_9,2020,Khoarahlane Seutloali,,LES,
ATH,athletics,"Marathon, women",manual_21,2020,Neheng Khatala,,LES,
ATH,athletics,"200 metres, men",manual_2,2020,Joseph Fahnbulleh,,LBR,
ATH,athletics,"200 metres, men",manual_2,2020,Emmanuel Matadi,,LBR,
ATH,athletics,"200 metres, men",manual_2,2020,Gediminas Truskauskas,,LTU,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Marius Žiūkas,,LTU,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Arturas Mastianica,,LTU,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Edis Matusevičius,,LTU,
ATH,athletics,"400 metres, women",manual_16,2020,Agnė Šerkšnienė,,LTU,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Brigita Virbalytė,,LTU,
ATH,athletics,"High Jump, women",manual_23,2020,Airinė Palšytė,,LTU,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Liveta Jasiūnaitė,,LTU,
ATH,athletics,"1,500 metres, men",manual_4,2020,Charles Grethen,,LUX,
ATH,athletics,"Shot Put, Men",manual_13,2020,Bob Bertemes,,LUX,
ATH,athletics,"400 metres, men",manual_3,2020,Todisoa Rabearison,,MAD,
ATH,athletics,"200 metres, men",manual_2,2020,Fodé Sissoko,,MLI,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,El Graoui – Abicha (MAR),,MAR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Abidine Abidine,,MTN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Jérémie Lararaudeuse [de],,MRI,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Gaxiola – Rubio (MEX),,MEX,
ATH,athletics,"Marathon, men",manual_9,2020,José Luis Santana,,MEX,
ATH,athletics,"Marathon, men",manual_9,2020,Juan Pacheco,,MEX,
ATH,athletics,"Marathon, men",manual_9,2020,Jesús Arturo Esparza,,MEX,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Andrés Olivas,,MEX,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Noel Alí Chama,,MEX,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Jesús Tadeo Vega,,MEX,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,José Leyver,,MEX,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Horacio Nava,,MEX,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Isaac Palma,,MEX,
ATH,athletics,"400 metres, women",manual_16,2020,Paola Morán,,MEX,
ATH,athletics,"1,500 metres, women",manual_17,2020,Laura Galvan,,MEX,
ATH,athletics,"Marathon, women",manual_21,2020,Úrsula Sánchez,,MEX,
ATH,athletics,"Marathon, women",manual_21,2020,Daniela Torres Huerta,,MEX,
ATH,athletics,"Marathon, women",manual_21,2020,Andrea Ramírez Limón,,MEX,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Alegna González,,MEX,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Valeria Ortuño,,MEX,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ilse Guerrero,,MEX,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Enrique González,,MEX,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Eugenio Garza,,MEX,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Manuel González,,MEX,
BSB,Baseball,"Baseball, Men",manual_61,2020,Mexico,,MEX,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Andrian Mardare,,MDA,
ATH,athletics,"Marathon, women",manual_21,2020,Lilia Fisikovici,,MDA,
ATH,athletics,"Shot Put, women",manual_25,2020,Dimitriana Surdu,,MDA,
ATH,athletics,"Marathon, men",manual_9,2020,Tseveenravdangiin Byambajav,,MGL,
ATH,athletics,"Marathon, men",manual_9,2020,Bat-Ochiryn Ser-Od,,MGL,
ATH,athletics,"Marathon, women",manual_21,2020,Munkhzaya Bayartsogt,,MGL,
ATH,athletics,"High Jump, women",manual_23,2020,Marija Vuković,,MNE,
ATH,athletics,"1,500 metres, men",manual_4,2020,Abdelatif Sadiki,,MAR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Soufiane El Bakkali,,MAR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Anass Essayi,,MAR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Soufiyan Bouqantar,,MAR,
ATH,athletics,"Marathon, men",manual_9,2020,Othmane El Goumri,,MAR,
ATH,athletics,"Marathon, men",manual_9,2020,Mohamed Reda El Aaraby,,MAR,
ATH,athletics,"Marathon, men",manual_9,2020,Hamza Sahli,,MAR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Rababe Arafi,,MAR,
ATH,athletics,"Marathon, women",manual_21,2020,Rkia El Moukim,,MAR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,El Ghali Boukaa,,MAR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Abdelkebir Ouaddar,,MAR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Ali Al-Ahrach,,MAR,
ATH,athletics,"Marathon, men",manual_9,2020,Tomas Hilifa Rainhold,,NAM,
ATH,athletics,"Marathon, women",manual_21,2020,Helalia Johannes,,NAM,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Brouwer – Meeuwsen (NED),,NED,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Stam – Schoon (NED),,NED,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Keizer – Meppelink (NED),,NED,
ATH,athletics,"200 metres, men",manual_2,2020,Taymir Burnet,,NED,
ATH,athletics,"400 metres, men",manual_3,2020,Liemarvin Bonevacia,,NED,
ATH,athletics,"400 metres, men",manual_3,2020,Jochem Dobber,,NED,
ATH,athletics,"5,000 metres, men",manual_5,2020,Mike Foppen,,NED,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Joris van Gool, Taymir Burnet, Chris Garia, Churandy Martina",,NED,
ATH,athletics,"Marathon, men",manual_9,2020,Bart van Nunen,,NED,
ATH,athletics,"Marathon, men",manual_9,2020,Khalid Choukoud,,NED,
ATH,athletics,"400 metres, women",manual_16,2020,Lisanne de Witte,,NED,
ATH,athletics,"400 metres, women",manual_16,2020,Lieke Klaver,,NED,
ATH,athletics,"10,000 metres, women",manual_18,2020,Susan Krumins,,NED,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Nadine Visser, Dafne Schippers, Marije van Hunenstijn, Naomi Sedney",,NED,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Lieke Klaver, Lisanne de Witte, Laura de Witte, Femke Bol",,NED,
ATH,athletics,"Marathon, women",manual_21,2020,Andrea Deelstra,,NED,
ATH,athletics,"Marathon, women",manual_21,2020,Jill Holterman,,NED,
ATH,athletics,"Shot Put, women",manual_25,2020,Jessica Schilder,,NED,
ATH,athletics,"Heptathlon, women",manual_27,2020,Nadine Broersen,,NED,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Yoeri Havik
Jan-Willem van Schip",,NED,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Amy Pieters
Kirsten Wild",,NED,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Marc Houtzager,,NED,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Willem Greve,,NED,
ATH,athletics,"1,500 metres, men",manual_4,2020,Nick Willis,,NZL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Sam Tanner,,NZL,
ATH,athletics,"Marathon, men",manual_9,2020,Zane Robertson,,NZL,
ATH,athletics,"Marathon, men",manual_9,2020,Malcolm Hicks,,NZL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Quentin Rew,,NZL,
ATH,athletics,"Shot Put, Men",manual_13,2020,Jacko Gill,,NZL,
ATH,athletics,"10,000 metres, women",manual_18,2020,Camille Buscomb,,NZL,
ATH,athletics,"Shot Put, women",manual_25,2020,Maddi Wesche,,NZL,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Campbell Stewart
Corbin Strong",,NZL,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Jessie Hodges
Rushlee Buchanan",,NZL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Daniel Meech,,NZL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Bruce Goodin,,NZL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Uma O'Neill,,NZL,
HOK,Hockey,"Hockey, Women",manual_51,2020,New Zealand,,NZL,
ATH,athletics,"200 metres, men",manual_2,2020,Divine Oduduru,,NGR,
ATH,athletics,"Shot Put, Men",manual_13,2020,Chukwuebuka Enekwechi,,NGR,
ATH,athletics,"400 metres, women",manual_16,2020,Patience Okon George,,NGR,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Oluwatobiloba Amusan, Nzubechi Grace Nwokocha, Patience Okon George, Ese Brume",,NGR,
BAS,Basketball,"Basketball, Men",manual_62,2020,Nigeria,,NGR,
ATH,athletics,"400 metres, men",manual_3,2020,Jovan Stojoski,,MKD,
ATH,athletics,"1,500 metres, men",manual_4,2020,Filip Ingebrigtsen,,NOR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Narve Gilje Nordås,,NOR,
ATH,athletics,"Marathon, men",manual_9,2020,Sondre Nordstad Moen,,NOR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Håvard Haukenes,,NOR,
ATH,athletics,"Decathlon, men",manual_15,2020,Martin Roe,,NOR,
ATH,athletics,"10,000 metres, women",manual_18,2020,Karoline Bjerkeli Grøvdal,,NOR,
ATH,athletics,"Pole Vault, women",manual_24,2020,Lene Retzius,,NOR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Geir Gulliksen,,NOR,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Arshad Nadeem,,PAK,
ATH,athletics,"200 metres, men",manual_2,2020,Alonso Edward,,PAN,
ATH,athletics,"Marathon, men",manual_9,2020,Jorge Castelblanco,,PAN,
ATH,athletics,"Marathon, men",manual_9,2020,Derlis Ayala,,PAR,
ATH,athletics,"Marathon, men",manual_9,2020,Cristhian Pacheco,,PER,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,César Rodríguez,,PER,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Luis Henry Campos,,PER,
ATH,athletics,"Marathon, women",manual_21,2020,Gladys Tejeda,,PER,
ATH,athletics,"Marathon, women",manual_21,2020,Jovana de la Cruz,,PER,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Mary Luz Andía,,PER,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Leydi Guerra,,PER,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Kimberly García,,PER,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Fijałek – Bryl (POL),,POL,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Kantor – Łosiak (POL),,POL,
ATH,athletics,"400 metres, men",manual_3,2020,Karol Zalewski,,POL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Michał Rozmys,,POL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Marcin Lewandowski,,POL,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Damian Czykier,,POL,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Dariusz Kowaluk, Karol Zalewski, Mateusz Rzeźniczak, Kajetan Duszyński",,POL,
ATH,athletics,"Marathon, men",manual_9,2020,Adam Nowicki,,POL,
ATH,athletics,"Marathon, men",manual_9,2020,Arkadiusz Gardzielewski,,POL,
ATH,athletics,"Marathon, men",manual_9,2020,Marcin Chabowski,,POL,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Łukasz Niedziałek,,POL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Artur Brzozowski,,POL,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Rafał Augustyn,,POL,
ATH,athletics,"Shot Put, Men",manual_13,2020,Michał Haratyk,,POL,
ATH,athletics,"Shot Put, Men",manual_13,2020,Konrad Bukowiecki,,POL,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Cyprian Mrzygłód,,POL,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Marcin Krukowski,,POL,
ATH,athletics,"Decathlon, men",manual_15,2020,Paweł Wiesiołek,,POL,
ATH,athletics,"400 metres, women",manual_16,2020,Natalia Kaczmarek,,POL,
ATH,athletics,"1,500 metres, women",manual_17,2020,Martyna Galant,,POL,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Marika Popowicz-Drapała, Klaudia Adamek, Paulina Paluch, Pia Skrzyszowska",,POL,
ATH,athletics,"Marathon, women",manual_21,2020,Karolina Nadolska,,POL,
ATH,athletics,"Marathon, women",manual_21,2020,Aleksandra Lisowska,,POL,
ATH,athletics,"Marathon, women",manual_21,2020,Angelika Mach,,POL,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Katarzyna Zdziebło,,POL,
ATH,athletics,"High Jump, women",manual_23,2020,Kamila Lićwinko,,POL,
ATH,athletics,"Shot Put, women",manual_25,2020,Klaudia Kardasz,,POL,
ATH,athletics,"Shot Put, women",manual_25,2020,Paulina Guba,,POL,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Maria Andrejczyk,,POL,
ATH,athletics,"Heptathlon, women",manual_27,2020,Adrianna Sulek,,POL,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Szymon Sajnok
Daniel Staniszewski",,POL,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Daria Pikulik
Wiktoria Pikulik",,POL,
TTN,Table Tennis,"Team, Men",manual_54,2020,Portugal (POR),,POR,
ATH,athletics,"400 metres, men",manual_3,2020,Ricardo dos Santos,,POR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,João Vieira,,POR,
ATH,athletics,"Triple Jump, men",manual_12,2020,Tiago Pereira,,POR,
ATH,athletics,"Triple Jump, men",manual_12,2020,Nelson Évora,,POR,
ATH,athletics,"Shot Put, Men",manual_13,2020,Francisco Belo,,POR,
ATH,athletics,"400 metres, women",manual_16,2020,Cátia Azevedo,,POR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Marta Pen,,POR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Salomé Afonso,,POR,
ATH,athletics,"Marathon, women",manual_21,2020,Carla Salomé Rocha,,POR,
ATH,athletics,"Marathon, women",manual_21,2020,Catarina Ribeiro,,POR,
ATH,athletics,"Marathon, women",manual_21,2020,Sara Moreira,,POR,
