ITL125CD,ITL125NM,ITL225CD,ITL225NM,ITL325CD,ITL325NM,LAU125CD,LAU125NM,LAD24CD,LAD24NM,ObjectId
TLH,East (England),TLH5,Norfolk,TLH51,Norwich and East Norfolk,E07000144,Broadland,E07000144,Broadland,213
TLH,East (England),TLH5,Norfolk,TLH51,Norwich and East Norfolk,E07000145,Great Yarmouth,E07000145,Great Yarmouth,214
TLH,East (England),TLH5,Norfolk,TLH51,Norwich and East Norfolk,E07000148,Norwich,E07000148,Norwich,215
TLH,East (England),TLH5,Norfolk,TLH52,North and West Norfolk,E07000146,King's Lynn and West Norfolk,E07000146,King's Lynn and West Norfolk,216
TLH,East (England),TLH5,Norfolk,TLH52,North and West Norfolk,E07000147,North Norfolk,E07000147,North Norfolk,217
TLH,East (England),TLH5,Norfolk,TLH53,Breckland and South Norfolk,E07000143,Breckland,E07000143,Breckland,218
TLH,East (England),TLH5,Norfolk,TLH53,Breckland and South Norfolk,E07000149,South Norfolk,E07000149,South Norfolk,219
TLH,East (England),TLH6,Suffolk,TLH61,Babergh and Mid Suffolk,E07000200,Babergh,E07000200,Babergh,220
TLH,East (England),TLH6,Suffolk,TLH61,Babergh and Mid Suffolk,E07000203,Mid Suffolk,E07000203,Mid Suffolk,221
TLH,East (England),TLH6,Suffolk,TLH62,Ipswich,E07000202,Ipswich,E07000202,Ipswich,222
TLH,East (England),TLH6,Suffolk,TLH63,East Suffolk,E07000244,East Suffolk,E07000244,East Suffolk,223
TLH,East (England),TLH6,Suffolk,TLH64,West Suffolk,E07000245,West Suffolk,E07000245,West Suffolk,224
TLI,London,TLI3,Inner London - West,TLI33,Kensington & Chelsea and Hammersmith & Fulham,E09000013,Hammersmith and Fulham,E09000013,Hammersmith and Fulham,225
TLI,London,TLI3,Inner London - West,TLI33,Kensington & Chelsea and Hammersmith & Fulham,E09000020,Kensington and Chelsea,E09000020,Kensington and Chelsea,226
TLI,London,TLI3,Inner London - West,TLI34,Wandsworth,E09000032,Wandsworth,E09000032,Wandsworth,227
TLI,London,TLI3,Inner London - West,TLI35,Westminster and City of London,E09000001,City of London,E09000001,City of London,228
TLI,London,TLI3,Inner London - West,TLI35,Westminster and City of London,E09000033,Westminster,E09000033,Westminster,229
TLI,London,TLI3,Inner London - West,TLI36,Camden,E09000007,Camden,E09000007,Camden,230
TLI,London,TLI4,Inner London - East,TLI41,Hackney and Newham,E09000012,Hackney,E09000012,Hackney,231
TLI,London,TLI4,Inner London - East,TLI41,Hackney and Newham,E09000025,Newham,E09000025,Newham,232
TLI,London,TLI4,Inner London - East,TLI42,Tower Hamlets,E09000030,Tower Hamlets,E09000030,Tower Hamlets,233
TLI,London,TLI4,Inner London - East,TLI43,Haringey and Islington,E09000014,Haringey,E09000014,Haringey,234
TLI,London,TLI4,Inner London - East,TLI43,Haringey and Islington,E09000019,Islington,E09000019,Islington,235
TLI,London,TLI4,Inner London - East,TLI44,Lewisham and Southwark,E09000023,Lewisham,E09000023,Lewisham,236
TLI,London,TLI4,Inner London - East,TLI44,Lewisham and Southwark,E09000028,Southwark,E09000028,Southwark,237
TLI,London,TLI4,Inner London - East,TLI45,Lambeth,E09000022,Lambeth,E09000022,Lambeth,238
TLI,London,TLI5,Outer London - East and North East,TLI51,Bexley and Greenwich,E09000004,Bexley,E09000004,Bexley,239
TLI,London,TLI5,Outer London - East and North East,TLI51,Bexley and Greenwich,E09000011,Greenwich,E09000011,Greenwich,240
TLI,London,TLI5,Outer London - East and North East,TLI52,Barking & Dagenham and Havering,E09000002,Barking and Dagenham,E09000002,Barking and Dagenham,241
TLI,London,TLI5,Outer London - East and North East,TLI52,Barking & Dagenham and Havering,E09000016,Havering,E09000016,Havering,242
TLI,London,TLI5,Outer London - East and North East,TLI53,Redbridge and Waltham Forest,E09000026,Redbridge,E09000026,Redbridge,243
TLI,London,TLI5,Outer London - East and North East,TLI53,Redbridge and Waltham Forest,E09000031,Waltham Forest,E09000031,Waltham Forest,244
TLI,London,TLI5,Outer London - East and North East,TLI54,Enfield,E09000010,Enfield,E09000010,Enfield,245
TLI,London,TLI6,Outer London - South,TLI61,Bromley,E09000006,Bromley,E09000006,Bromley,246
TLI,London,TLI6,Outer London - South,TLI62,Croydon,E09000008,Croydon,E09000008,Croydon,247
TLI,London,TLI6,Outer London - South,TLI63,"Merton, Kingston upon Thames and Sutton",E09000021,Kingston upon Thames,E09000021,Kingston upon Thames,248
TLI,London,TLI6,Outer London - South,TLI63,"Merton, Kingston upon Thames and Sutton",E09000024,Merton,E09000024,Merton,249
TLI,London,TLI6,Outer London - South,TLI63,"Merton, Kingston upon Thames and Sutton",E09000029,Sutton,E09000029,Sutton,250
TLI,London,TLI7,Outer London - West and North West,TLI71,Barnet,E09000003,Barnet,E09000003,Barnet,251
TLI,London,TLI7,Outer London - West and North West,TLI72,Brent,E09000005,Brent,E09000005,Brent,252
TLI,London,TLI7,Outer London - West and North West,TLI73,Ealing,E09000009,Ealing,E09000009,Ealing,253
TLI,London,TLI7,Outer London - West and North West,TLI74,Harrow and Hillingdon,E09000015,Harrow,E09000015,Harrow,254
TLI,London,TLI7,Outer London - West and North West,TLI74,Harrow and Hillingdon,E09000017,Hillingdon,E09000017,Hillingdon,255
TLI,London,TLI7,Outer London - West and North West,TLI75,Hounslow and Richmond upon Thames,E09000018,Hounslow,E09000018,Hounslow,256
TLI,London,TLI7,Outer London - West and North West,TLI75,Hounslow and Richmond upon Thames,E09000027,Richmond upon Thames,E09000027,Richmond upon Thames,257
TLJ,South East (England),TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ12,Milton Keynes,E06000042,Milton Keynes,E06000042,Milton Keynes,258
TLJ,South East (England),TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ13,Buckinghamshire,E06000060,Buckinghamshire,E06000060,Buckinghamshire,259
TLJ,South East (England),TLJ1,"Berkshire, Buckinghamshire and Oxfordshire",TLJ14,Oxfordshire CC,E07000177,Cherwell,E07000177,Cherwell,260
TLE,Yorkshire and The Humber,TLE2,North Yorkshire,TLE22,North Yorkshire,E06000065,North Yorkshire,E06000065,North Yorkshire,261
TLE,Yorkshire and The Humber,TLE3,South Yorkshire,TLE32,Sheffield,E08000019,Sheffield,E08000019,Sheffield,262
TLE,Yorkshire and The Humber,TLE3,South Yorkshire,TLE33,Barnsley,E08000016,Barnsley,E08000016,Barnsley,263
TLE,Yorkshire and The Humber,TLE3,South Yorkshire,TLE34,Rotherham,E08000018,Rotherham,E08000018,Rotherham,264
TLE,Yorkshire and The Humber,TLE3,South Yorkshire,TLE35,Doncaster,E08000017,Doncaster,E08000017,Doncaster,265
TLE,Yorkshire and The Humber,TLE4,West Yorkshire,TLE41,Bradford,E08000032,Bradford,E08000032,Bradford,266
TLE,Yorkshire and The Humber,TLE4,West Yorkshire,TLE42,Leeds,E08000035,Leeds,E08000035,Leeds,267
TLE,Yorkshire and The Humber,TLE4,West Yorkshire,TLE44,Calderdale and Kirklees,E08000033,Calderdale,E08000033,Calderdale,268
TLE,Yorkshire and The Humber,TLE4,West Yorkshire,TLE44,Calderdale and Kirklees,E08000034,Kirklees,E08000034,Kirklees,269
TLE,Yorkshire and The Humber,TLE4,West Yorkshire,TLE45,Wakefield,E08000036,Wakefield,E08000036,Wakefield,270
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF11,Derby,E06000015,Derby,E06000015,Derby,271
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF12,East Derbyshire,E07000033,Bolsover,E07000033,Bolsover,272
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF12,East Derbyshire,E07000034,Chesterfield,E07000034,Chesterfield,273
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF12,East Derbyshire,E07000038,North East Derbyshire,E07000038,North East Derbyshire,274
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF13,South and West Derbyshire,E07000032,Amber Valley,E07000032,Amber Valley,275
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF13,South and West Derbyshire,E07000035,Derbyshire Dales,E07000035,Derbyshire Dales,276
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF13,South and West Derbyshire,E07000036,Erewash,E07000036,Erewash,277
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF13,South and West Derbyshire,E07000037,High Peak,E07000037,High Peak,278
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF13,South and West Derbyshire,E07000039,South Derbyshire,E07000039,South Derbyshire,279
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF14,Nottingham,E06000018,Nottingham,E06000018,Nottingham,280
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF15,North Nottinghamshire,E07000170,Ashfield,E07000170,Ashfield,281
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF15,North Nottinghamshire,E07000171,Bassetlaw,E07000171,Bassetlaw,282
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF15,North Nottinghamshire,E07000174,Mansfield,E07000174,Mansfield,283
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF15,North Nottinghamshire,E07000175,Newark and Sherwood,E07000175,Newark and Sherwood,284
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF16,South Nottinghamshire,E07000172,Broxtowe,E07000172,Broxtowe,285
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF16,South Nottinghamshire,E07000173,Gedling,E07000173,Gedling,286
TLF,East Midlands (England),TLF1,Derbyshire and Nottinghamshire,TLF16,South Nottinghamshire,E07000176,Rushcliffe,E07000176,Rushcliffe,287
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF21,Leicester,E06000016,Leicester,E06000016,Leicester,288
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E06000017,Rutland,E06000017,Rutland,289
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000129,Blaby,E07000129,Blaby,290
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000130,Charnwood,E07000130,Charnwood,291
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000131,Harborough,E07000131,Harborough,292
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000132,Hinckley and Bosworth,E07000132,Hinckley and Bosworth,293
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000133,Melton,E07000133,Melton,294
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000134,North West Leicestershire,E07000134,North West Leicestershire,295
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF22,Leicestershire CC and Rutland,E07000135,Oadby and Wigston,E07000135,Oadby and Wigston,296
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF24,West Northamptonshire,E06000062,West Northamptonshire,E06000062,West Northamptonshire,297
TLF,East Midlands (England),TLF2,"Leicestershire, Rutland and Northamptonshire",TLF25,North Northamptonshire,E06000061,North Northamptonshire,E06000061,North Northamptonshire,298
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000136,Boston,E07000136,Boston,299
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000137,East Lindsey,E07000137,East Lindsey,300
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000138,Lincoln,E07000138,Lincoln,301
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000139,North Kesteven,E07000139,North Kesteven,302
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000140,South Holland,E07000140,South Holland,303
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000141,South Kesteven,E07000141,South Kesteven,304
TLF,East Midlands (England),TLF3,Lincolnshire,TLF30,Lincolnshire CC,E07000142,West Lindsey,E07000142,West Lindsey,305
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG11,"Herefordshire, County of",E06000019,"Herefordshire, County of",E06000019,"Herefordshire, County of",306
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000234,Bromsgrove,E07000234,Bromsgrove,307
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000235,Malvern Hills,E07000235,Malvern Hills,308
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000236,Redditch,E07000236,Redditch,309
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000237,Worcester,E07000237,Worcester,310
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000238,Wychavon,E07000238,Wychavon,311
TLG,West Midlands (England),TLG1,"Herefordshire, Worcestershire and Warwickshire",TLG12,Worcestershire CC,E07000239,Wyre Forest,E07000239,Wyre Forest,312
TLL,Wales,TLL5,South East Wales,TLL52,Cardiff and Vale of Glamorgan,W06000015,Cardiff,W06000015,Cardiff,313
TLL,Wales,TLL5,South East Wales,TLL53,Gwent Valleys,W06000018,Caerphilly,W06000018,Caerphilly,314
TLL,Wales,TLL5,South East Wales,TLL53,Gwent Valleys,W06000019,Blaenau Gwent,W06000019,Blaenau Gwent,315
TLL,Wales,TLL5,South East Wales,TLL53,Gwent Valleys,W06000020,Torfaen,W06000020,Torfaen,316
TLL,Wales,TLL5,South East Wales,TLL54,Monmouthshire and Newport,W06000021,Monmouthshire,W06000021,Monmouthshire,317
TLL,Wales,TLL5,South East Wales,TLL54,Monmouthshire and Newport,W06000022,Newport,W06000022,Newport,318
TLM,Scotland,TLM0,Eastern Scotland,TLM01,Clackmannanshire and Fife,S30000003,Clackmannanshire,S12000005,Clackmannanshire,319
TLM,Scotland,TLM0,Eastern Scotland,TLM01,Clackmannanshire and Fife,S30000042,Fife,S12000047,Fife,320
TLM,Scotland,TLM0,Eastern Scotland,TLM02,"Perth and Kinross, and Stirling",S30000011,Stirling,S12000030,Stirling,321
TLM,Scotland,TLM0,Eastern Scotland,TLM02,"Perth and Kinross, and Stirling",S30000043,Perth and Kinross,S12000048,Perth and Kinross,322
TLM,Scotland,TLM0,Eastern Scotland,TLM03,Angus and Dundee City,S30000048,Angus,S12000041,Angus,323
TLM,Scotland,TLM0,Eastern Scotland,TLM03,Angus and Dundee City,S30000049,Dundee City,S12000042,Dundee City,324
TLM,Scotland,TLM1,East Central Scotland,TLM11,East Lothian and Midlothian,S30000005,East Lothian,S12000010,East Lothian,325
TLM,Scotland,TLM1,East Central Scotland,TLM11,East Lothian and Midlothian,S30000006,Midlothian,S12000019,Midlothian,326
TLM,Scotland,TLM1,East Central Scotland,TLM12,Falkirk,S30000009,Falkirk,S12000014,Falkirk,327
TLM,Scotland,TLM1,East Central Scotland,TLM13,City of Edinburgh,S30000008,City of Edinburgh,S12000036,City of Edinburgh,328
TLM,Scotland,TLM1,East Central Scotland,TLM14,West Lothian,S30000012,West Lothian,S12000040,West Lothian,329
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000034,Arran and Cumbrae,S12000021,North Ayrshire,330
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000039,Na h-Eileanan Siar,S12000013,Na h-Eileanan Siar,331
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000040,Orkney Islands,S12000023,Orkney Islands,332
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000041,Shetland Islands,S12000027,Shetland Islands,333
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000054,Argyll and Bute,S12000035,Argyll and Bute,334
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000055,Highland,S12000017,Highland,335
TLM,Scotland,TLM2,Highlands and Islands,TLM20,Highlands and Islands,S30000056,Moray,S12000020,Moray,336
TLM,Scotland,TLM3,West Central Scotland,TLM31,East Dunbartonshire and West Dunbartonshire,S30000014,West Dunbartonshire,S12000039,West Dunbartonshire,337
TLM,Scotland,TLM3,West Central Scotland,TLM31,East Dunbartonshire and West Dunbartonshire,S30000050,East Dunbartonshire,S12000045,East Dunbartonshire,338
TLM,Scotland,TLM3,West Central Scotland,TLM32,Glasgow City,S30000052,Glasgow City,S12000049,Glasgow City,339
TLM,Scotland,TLM3,West Central Scotland,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",S30000020,East Renfrewshire,S12000011,East Renfrewshire,340
TLM,Scotland,TLM3,West Central Scotland,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",S30000021,Renfrewshire,S12000038,Renfrewshire,341
TLM,Scotland,TLM3,West Central Scotland,TLM33,"Inverclyde, East Renfrewshire, and Renfrewshire",S30000022,Inverclyde,S12000018,Inverclyde,342
TLM,Scotland,TLM3,West Central Scotland,TLM34,North Lanarkshire,S30000053,North Lanarkshire,S12000050,North Lanarkshire,343
TLM,Scotland,TLM5,North Eastern Scotland,TLM50,Aberdeen City and Aberdeenshire,S30000026,Aberdeen City,S12000033,Aberdeen City,344
TLM,Scotland,TLM5,North Eastern Scotland,TLM50,Aberdeen City and Aberdeenshire,S30000027,Aberdeenshire,S12000034,Aberdeenshire,345
TLM,Scotland,TLM9,Southern Scotland,TLM91,Scottish Borders,S30000007,Scottish Borders,S12000026,Scottish Borders,346
TLM,Scotland,TLM9,Southern Scotland,TLM92,Dumfries and Galloway,S30000016,Dumfries and Galloway,S12000006,Dumfries and Galloway,347
TLM,Scotland,TLM9,Southern Scotland,TLM93,North Ayrshire and East Ayrshire,S30000017,East Ayrshire,S12000008,East Ayrshire,348
TLM,Scotland,TLM9,Southern Scotland,TLM93,North Ayrshire and East Ayrshire,S30000018,North Ayrshire mainland,S12000021,North Ayrshire,349
TLM,Scotland,TLM9,Southern Scotland,TLM94,South Ayrshire,S30000024,South Ayrshire,S12000028,South Ayrshire,350
TLM,Scotland,TLM9,Southern Scotland,TLM95,South Lanarkshire,S30000025,South Lanarkshire,S12000029,South Lanarkshire,351
TLN,Northern Ireland,TLN0,Northern Ireland,TLN06,Belfast,N09000003,Belfast,N09000003,Belfast,352
TLN,Northern Ireland,TLN0,Northern Ireland,TLN07,"Armagh City, Banbridge and Craigavon",N09000002,"Armagh City, Banbridge and Craigavon",N09000002,"Armagh City, Banbridge and Craigavon",353
TLN,Northern Ireland,TLN0,Northern Ireland,TLN08,"Newry, Mourne and Down",N09000010,"Newry, Mourne and Down",N09000010,"Newry, Mourne and Down",354
TLN,Northern Ireland,TLN0,Northern Ireland,TLN09,Ards and North Down,N09000011,Ards and North Down,N09000011,Ards and North Down,355
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0A,Derry City and Strabane,N09000005,Derry City and Strabane,N09000005,Derry City and Strabane,356
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0B,Mid Ulster,N09000009,Mid Ulster,N09000009,Mid Ulster,357
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0C,Causeway Coast and Glens,N09000004,Causeway Coast and Glens,N09000004,Causeway Coast and Glens,358
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0D,Antrim and Newtownabbey,N09000001,Antrim and Newtownabbey,N09000001,Antrim and Newtownabbey,359
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0E,Lisburn and Castlereagh,N09000007,Lisburn and Castlereagh,N09000007,Lisburn and Castlereagh,360
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0F,Mid and East Antrim,N09000008,Mid and East Antrim,N09000008,Mid and East Antrim,361
TLN,Northern Ireland,TLN0,Northern Ireland,TLN0G,Fermanagh and Omagh,N09000006,Fermanagh and Omagh,N09000006,Fermanagh and Omagh,362
