date,share.index,rebased_share_index,party,group
01/02/1969,171.28,110.2608636,Labour,8
01/03/1969,163.53,109.2682266,Labour,8
01/04/1969,161.16,108.955261,Labour,8
01/05/1969,152.15,107.7219294,Labour,8
01/06/1969,141.21,106.1222703,Labour,8
01/07/1969,136.49,105.393455,Labour,8
01/08/1969,136.31,105.3651647,Labour,8
01/09/1969,139.17,105.8103093,Labour,8
01/10/1969,136.91,105.4593209,Labour,8
01/11/1969,138.21,105.6619183,Labour,8
01/12/1969,142.31,106.2886195,Labour,8
01/01/1970,150.25,107.4525359,Labour,8
01/02/1970,146.31,106.8828719,Labour,8
01/03/1970,142.84,106.3683111,Labour,8
01/04/1970,139.58,105.8733729,Labour,8
01/05/1970,124.49,103.4206238,Labour,8
01/06/1970,121.86,100,Conservative,9
01/07/1970,125.78,100.6592201,Conservative,9
01/08/1970,129.44,101.2564274,Conservative,9
01/09/1970,132.33,101.7161803,Conservative,9
01/10/1970,140.99,103.0360188,Conservative,9
01/11/1970,132.71,101.775884,Conservative,9
01/12/1970,133.61,101.9166084,Conservative,9
01/01/1971,136.7,102.3926492,Conservative,9
01/02/1971,135.52,102.2121424,Conservative,9
01/03/1971,135.13,102.1521376,Conservative,9
01/04/1971,146.7,103.8626224,Conservative,9
01/05/1971,163.54,106.1251833,Conservative,9
01/06/1971,164.36,106.2293196,Conservative,9
01/07/1971,176.04,107.6587161,Conservative,9
01/08/1971,179.33,108.0442446,Conservative,9
01/09/1971,184.92,108.6833541,Conservative,9
01/10/1971,180.73,108.2061585,Conservative,9
01/11/1971,176.56,107.7201277,Conservative,9
01/12/1971,187.66,108.9895982,Conservative,9
01/01/1972,198.28,110.135753,Conservative,9
01/02/1972,205,110.8297086,Conservative,9
01/03/1972,214.39,111.762209,Conservative,9
01/04/1972,222.68,112.5521316,Conservative,9
01/05/1972,224.15,112.6891268,Conservative,9
01/06/1972,211.61,111.4904585,Conservative,9
01/07/1972,216.05,111.922802,Conservative,9
01/08/1972,223.73,112.6500772,Conservative,9
01/09/1972,209.48,111.2798203,Conservative,9
01/10/1972,206.16,110.9471922,Conservative,9
01/11/1972,214.22,111.7456926,Conservative,9
01/12/1972,221.39,112.4311642,Conservative,9
01/01/1973,210.48,111.3789769,Conservative,9
01/02/1973,192.88,109.5608483,Conservative,9
01/03/1973,187.48,108.9696176,Conservative,9
01/04/1973,190.98,109.3547316,Conservative,9
01/05/1973,188.89,109.1256214,Conservative,9
01/06/1973,195.23,109.8129915,Conservative,9
01/07/1973,184.24,108.6066491,Conservative,9
01/08/1973,178.68,107.9686401,Conservative,9
01/09/1973,176.49,107.7118713,Conservative,9
01/10/1973,184.09,108.5896907,Conservative,9
01/11/1973,175.09,107.546052,Conservative,9
01/12/1973,144.97,103.6156273,Conservative,9
01/01/1974,145.1,103.6342897,Conservative,9
01/02/1974,142.24,100,Labour,10
01/03/1974,130.57,98.27320186,Labour,10
01/04/1974,126,97.55454404,Labour,10
01/05/1974,126.65,97.65833533,Labour,10
01/06/1974,111.72,95.12820449,Labour,10
01/07/1974,105.86,94.04140463,Labour,10
01/08/1974,92.52,91.32446664,Labour,10
01/09/1974,83.73,89.31080686,Labour,10
01/10/1974,78.97,100,Labour,10
01/11/1974,72.36,97.99924441,Labour,10
01/12/1974,65.26,95.63548242,Labour,10
01/01/1975,77.72,99.63480978,Labour,10
01/02/1975,112.36,108.0712858,Labour,10
01/03/1975,124.48,110.4158833,Labour,10
01/04/1975,131.13,111.6070787,Labour,10
01/05/1975,143.85,113.7261094,Labour,10
01/06/1975,143.76,113.7117849,Labour,10
01/07/1975,133.55,112.0256289,Labour,10
01/08/1975,129.09,111.2482067,Labour,10
01/09/1975,142.91,113.5760538,Labour,10
01/10/1975,147.61,114.3166832,Labour,10
01/11/1975,156.59,115.6683962,Labour,10
01/12/1975,154.28,115.3282369,Labour,10
01/01/1976,166.68,117.0976457,Labour,10
01/02/1976,167.79,117.2495635,Labour,10
01/03/1976,165.73,116.9668204,Labour,10
01/04/1976,166.44,117.0646656,Labour,10
01/05/1976,167.72,117.2400128,Labour,10
01/06/1976,156.16,115.6054583,Labour,10
01/07/1976,157.7,115.8300685,Labour,10
01/08/1976,150.86,114.8151555,Labour,10
01/09/1976,142.08,113.4427352,Labour,10
01/10/1976,124.56,110.4305882,Labour,10
01/11/1976,129.19,111.2659302,Labour,10
01/12/1976,141.53,113.3539618,Labour,10
01/01/1977,160.39,116.2171958,Labour,10
01/02/1977,166.9,117.1278358,Labour,10
01/03/1977,175.16,118.2334494,Labour,10
01/04/1977,174.52,118.1496674,Labour,10
01/05/1977,190.07,120.1032436,Labour,10
01/06/1977,187.14,119.7476661,Labour,10
01/07/1977,186.86,119.713395,Labour,10
01/08/1977,199.78,121.2436318,Labour,10
01/09/1977,219.01,123.3470697,Labour,10
01/10/1977,223.09,123.769537,Labour,10
01/11/1977,208.9,122.265335,Labour,10
01/12/1977,211.56,122.5549386,Labour,10
01/01/1978,211.89,122.5906127,Labour,10
01/02/1978,199.78,121.2436318,Labour,10
01/03/1978,200.25,121.297415,Labour,10
01/04/1978,204.3,121.7557031,Labour,10
01/05/1978,215.28,122.9538992,Labour,10
01/06/1978,213.22,122.7338292,Labour,10
01/07/1978,216.64,123.0980371,Labour,10
01/08/1978,233.33,124.7967237,Labour,10
01/09/1978,234.73,124.9336443,Labour,10
01/10/1978,227.82,124.2497439,Labour,10
01/11/1978,218.53,123.296851,Labour,10
01/12/1978,224.4,123.9035449,Labour,10
01/01/1979,223.62,123.8238485,Labour,10
01/02/1979,225.09,123.973815,Labour,10
01/03/1979,255,126.8294177,Labour,10
01/04/1979,269.95,128.1334306,Labour,10
01/05/1979,269.52,100,Conservative,11
01/06/1979,253.54,98.90789886,Conservative,11
01/07/1979,244.78,98.27963374,Conservative,11
01/08/1979,246.09,98.37500296,Conservative,11
01/09/1979,249.93,98.6516609,Conservative,11
01/10/1979,251.71,98.77846465,Conservative,11
01/11/1979,226,96.85333489,Conservative,11
01/12/1979,230.77,97.22653264,Conservative,11
01/01/1980,240.85,97.9904333,Conservative,11
01/02/1980,257.99,99.21878566,Conservative,11
01/03/1980,248.54,98.55201044,Conservative,11
01/04/1980,246.1,98.37572902,Conservative,11
01/05/1980,249.3,98.60656443,Conservative,11
01/06/1980,261.2,99.43973193,Conservative,11
01/07/1980,280.9,100.7389454,Conservative,11
01/08/1980,282.58,100.8454908,Conservative,11
01/09/1980,292.27,101.4479294,Conservative,11
01/10/1980,298.43,101.8206058,Conservative,11
01/11/1980,305.05,102.2126319,Conservative,11
01/12/1980,292.72,101.4754189,Conservative,11
01/01/1981,284.73,100.9809232,Conservative,11
01/02/1981,295.2,101.6261623,Conservative,11
01/03/1981,301.24,101.9880614,Conservative,11
01/04/1981,320.72,103.1076823,Conservative,11
01/05/1981,321.52,103.1521961,Conservative,11
01/06/1981,316.97,102.8975324,Conservative,11
01/07/1981,315.44,102.8110762,Conservative,11
01/08/1981,329.62,103.5967613,Conservative,11
01/09/1981,308.65,102.422262,Conservative,11
01/10/1981,286.5,101.0916534,Conservative,11
01/11/1981,304.88,102.2026716,Conservative,11
01/12/1981,310.04,102.502549,Conservative,11
01/01/1982,314.64,102.7657033,Conservative,11
01/02/1982,325.61,103.3780565,Conservative,11
01/03/1982,322.41,103.2015878,Conservative,11
01/04/1982,323.05,103.2370213,Conservative,11
01/05/1982,332.57,103.7559619,Conservative,11
01/06/1982,330.27,103.6319615,Conservative,11
01/07/1982,329.5,103.5902553,Conservative,11
01/08/1982,336.1,103.9446174,Conservative,11
01/09/1982,356.9,105.0175266,Conservative,11
01/10/1982,373.12,105.8116537,Conservative,11
01/11/1982,383.35,106.2949492,Conservative,11
01/12/1982,379.4,106.1098856,Conservative,11
01/01/1983,391.38,106.6653596,Conservative,11
01/02/1983,404.79,107.267318,Conservative,11
01/03/1983,412.48,107.6035786,Conservative,11
01/04/1983,433.22,108.4801392,Conservative,11
01/05/1983,426.87,108.2162995,Conservative,11
01/06/1983,448.23,109.0887329,Conservative,11
01/07/1983,443.47,108.8979696,Conservative,11
01/08/1983,455.83,109.389153,Conservative,11
01/09/1983,448.56,109.1018828,Conservative,11
01/10/1983,435.02,108.5542251,Conservative,11
01/11/1983,451.84,109.2320624,Conservative,11
01/12/1983,464.97,109.7438827,Conservative,11
01/01/1984,491.58,110.7382611,Conservative,11
01/02/1984,490.55,110.7007836,Conservative,11
01/03/1984,515.64,111.5920614,Conservative,11
01/04/1984,524.38,111.8923801,Conservative,11
01/05/1984,514.08,111.5379227,Conservative,11
01/06/1984,492.26,110.7629605,Conservative,11
01/07/1984,475.6,110.1477726,Conservative,11
01/08/1984,507.28,111.2999983,Conservative,11
01/09/1984,524.33,111.8906764,Conservative,11
01/10/1984,532.49,112.1666072,Conservative,11
01/11/1984,553.29,112.8512705,Conservative,11
01/12/1984,577.75,113.6242155,Conservative,11
01/01/1985,604.8,114.4417874,Conservative,11
01/02/1985,614.38,114.7225951,Conservative,11
01/03/1985,622.08,114.9451406,Conservative,11
01/04/1985,620.17,114.8901957,Conservative,11
01/05/1985,635.42,115.3242517,Conservative,11
01/06/1985,621.06,114.9158193,Conservative,11
01/07/1985,599.86,114.2952436,Conservative,11
01/08/1985,626.83,115.0810554,Conservative,11
01/09/1985,633.18,115.2611522,Conservative,11
01/10/1985,647.36,115.6568861,Conservative,11
01/11/1985,684.04,116.6416522,Conservative,11
01/12/1985,674.53,116.3914979,Conservative,11
01/01/1986,679.26,116.5163552,Conservative,11
01/02/1986,720.86,117.5784379,Conservative,11
01/03/1986,787.15,119.1503425,Conservative,11
01/04/1986,816.1,119.795695,Conservative,11
01/05/1986,790.94,119.2361669,Conservative,11
01/06/1986,795.16,119.3312461,Conservative,11
01/07/1986,792.74,119.2767839,Conservative,11
01/08/1986,783.83,119.0748211,Conservative,11
01/09/1986,802.27,119.4903032,Conservative,11
01/10/1986,788.06,119.1709871,Conservative,11
01/11/1986,812.49,119.7164816,Conservative,11
01/12/1986,817.98,119.8368087,Conservative,11
01/01/1987,879.44,121.1312894,Conservative,11
01/02/1987,951.02,122.5294446,Conservative,11
01/03/1987,1001,123.4446305,Conservative,11
01/04/1987,988.88,123.2269681,Conservative,11
01/05/1987,1069.71,124.6308432,Conservative,11
01/06/1987,1132.35,125.6476588,Conservative,11
01/07/1987,1200.09,126.6858068,Conservative,11
01/08/1987,1149.18,125.9112727,Conservative,11
01/09/1987,1174.25,126.2968789,Conservative,11
01/10/1987,1077.13,124.754355,Conservative,11
01/11/1987,827.92,120.0526282,Conservative,11
01/12/1987,844.74,120.4119929,Conservative,11
01/01/1988,901.6,121.575942,Conservative,11
01/02/1988,896.46,121.4737864,Conservative,11
01/03/1988,927.96,122.0908519,Conservative,11
01/04/1988,918.65,121.9106827,Conservative,11
01/05/1988,920.66,121.9497347,Conservative,11
01/06/1988,954.74,122.5992,Conservative,11
01/07/1988,965.18,122.7935229,Conservative,11
01/08/1988,954.36,122.5920869,Conservative,11
01/09/1988,919.36,121.924487,Conservative,11
01/10/1988,957.55,122.6517116,Conservative,11
01/11/1988,948.92,122.489946,Conservative,11
01/12/1988,914.63,121.8323216,Conservative,11
01/01/1989,976.16,122.9956422,Conservative,11
01/02/1989,1059.28,124.4557713,Conservative,11
01/03/1989,1076.81,124.7490459,Conservative,11
01/04/1989,1066.84,124.5828399,Conservative,11
01/05/1989,1099.89,125.1279732,Conservative,11
01/06/1989,1101.7,125.1573528,Conservative,11
01/07/1989,1148.56,125.9016301,Conservative,11
01/08/1989,1195.36,126.6152438,Conservative,11
01/09/1989,1204.37,126.7494174,Conservative,11
01/10/1989,1110.88,125.3056212,Conservative,11
01/11/1989,1108.38,125.2653648,Conservative,11
01/12/1989,1175.26,126.3122408,Conservative,11
01/01/1990,1184.51,126.452321,Conservative,11
01/02/1990,1146.53,125.870022,Conservative,11
01/03/1990,1115.82,125.384902,Conservative,11
01/04/1990,1087.87,124.931632,Conservative,11
01/05/1990,1100.35,125.1354444,Conservative,11
01/06/1990,1170.76,126.2436946,Conservative,11
01/07/1990,1162.07,126.1105753,Conservative,11
01/08/1990,1075.21,124.7224769,Conservative,11
01/09/1990,1008.65,123.5806639,Conservative,11
01/10/1990,1009.41,123.594122,Conservative,11
01/11/1990,1007,123.5514109,Conservative,11
01/12/1990,1040.25,124.1318563,Conservative,11
01/01/1991,1010.79,123.6185331,Conservative,11
01/02/1991,1095.3,125.0532521,Conservative,11
01/03/1991,1190.9,126.5484525,Conservative,11
01/04/1991,1217.27,126.9397822,Conservative,11
01/05/1991,1203.75,126.7402168,Conservative,11
01/06/1991,1198.76,126.6659938,Conservative,11
01/07/1991,1208.52,126.8108803,Conservative,11
01/08/1991,1244.49,127.3349327,Conservative,11
01/09/1991,1265.42,127.6329377,Conservative,11
01/10/1991,1245.25,127.3458411,Conservative,11
01/11/1991,1210.28,126.8368828,Conservative,11
01/12/1991,1156.9,126.0309046,Conservative,11
01/01/1992,1203.08,126.7302689,Conservative,11
01/02/1992,1218.7,126.9607603,Conservative,11
01/03/1992,1199.04,126.6701668,Conservative,11
01/04/1992,1225.16,127.0552229,Conservative,11
01/05/1992,1310.73,128.2615315,Conservative,11
01/06/1992,1260.28,127.5602126,Conservative,11
01/07/1992,1171.62,126.2568149,Conservative,11
01/08/1992,1114.82,125.3688816,Conservative,11
01/09/1992,1156.91,126.031059,Conservative,11
01/10/1992,1221.44,127.0008875,Conservative,11
01/11/1992,1284.96,127.9067359,Conservative,11
01/12/1992,1324.08,128.442598,Conservative,11
01/01/1993,1351.6,128.8101612,Conservative,11
01/02/1993,1384.99,129.2462056,Conservative,11
01/03/1993,1415.4,129.6342821,Conservative,11
01/04/1993,1393.7,129.358222,Conservative,11
01/05/1993,1397.1,129.4017585,Conservative,11
01/06/1993,1419.94,129.6915029,Conservative,11
01/07/1993,1413.38,129.6087636,Conservative,11
01/08/1993,1498.55,130.6542829,Conservative,11
01/09/1993,1505.06,130.7317363,Conservative,11
01/10/1993,1544.8,131.1974027,Conservative,11
01/11/1993,1535.11,131.0849708,Conservative,11
01/12/1993,1628.88,132.1443671,Conservative,11
01/01/1994,1710.35,133.0164143,Conservative,11
01/02/1994,1709.09,133.0032464,Conservative,11
01/03/1994,1619.8,132.0444862,Conservative,11
01/04/1994,1582.06,131.6232535,Conservative,11
01/05/1994,1559.27,131.3639903,Conservative,11
01/06/1994,1497.44,130.641043,Conservative,11
01/07/1994,1517.7,130.8811699,Conservative,11
01/08/1994,1591.47,131.7292156,Conservative,11
01/09/1994,1554.01,131.3036135,Conservative,11
01/10/1994,1516.65,130.868804,Conservative,11
01/11/1994,1533.46,131.0657554,Conservative,11
01/12/1994,1502.42,130.7003671,Conservative,11
01/01/1995,1501.87,130.6938249,Conservative,11
01/02/1995,1506.17,130.7449092,Conservative,11
01/03/1995,1511.04,130.8025893,Conservative,11
01/04/1995,1566.98,131.4521224,Conservative,11
01/05/1995,1614.69,131.9880292,Conservative,11
01/06/1995,1643.59,132.3050029,Conservative,11
01/07/1995,1680.8,132.7050105,Conservative,11
01/08/1995,1718.13,133.0975069,Conservative,11
01/09/1995,1743.26,133.3569559,Conservative,11
01/10/1995,1739.84,133.3218676,Conservative,11
01/11/1995,1755.17,133.4786145,Conservative,11
01/12/1995,1783.3,133.7627109,Conservative,11
01/01/1996,1818.72,134.1141247,Conservative,11
01/02/1996,1839.78,134.3198381,Conservative,11
01/03/1996,1836.04,134.2834784,Conservative,11
01/04/1996,1892.47,134.8243701,Conservative,11
01/05/1996,1889.96,134.8006561,Conservative,11
01/06/1996,1875.05,134.6591366,Conservative,11
01/07/1996,1844.67,134.3672665,Conservative,11
01/08/1996,1899.46,134.890245,Conservative,11
01/09/1996,1938.37,135.2525654,Conservative,11
01/10/1996,1973.94,135.5774769,Conservative,11
01/11/1996,1951.91,135.376943,Conservative,11
01/12/1996,1976.41,135.599821,Conservative,11
01/01/1997,2041.99,136.183077,Conservative,11
01/02/1997,2105.82,136.7330517,Conservative,11
01/03/1997,2121.89,136.8688878,Conservative,11
01/04/1997,2092.74,136.621722,Conservative,11
01/05/1997,2203.4,100,Labour,12
01/06/1997,2207.24,100.0226202,Labour,12
01/07/1997,2269.94,100.3864993,Labour,12
01/08/1997,2324.27,100.6937656,Labour,12
01/09/1997,2357.8,100.8798324,Labour,12
01/10/1997,2422.75,101.2328479,Labour,12
01/11/1997,2293.45,100.5203543,Labour,12
01/12/1997,2388.17,101.0460938,Labour,12
01/01/1998,2455.05,101.4048963,Labour,12
01/02/1998,2624.19,102.2704102,Labour,12
01/03/1998,2740.51,102.8338439,Labour,12
01/04/1998,2799.69,103.1113879,Labour,12
01/05/1998,2814.73,103.180988,Labour,12
01/06/1998,2775.66,102.9994054,Labour,12
01/07/1998,2804.19,103.1322515,Labour,12
01/08/1998,2597.71,102.1386576,Labour,12
01/09/1998,2397.79,101.0983181,Labour,12
01/10/1998,2338,100.7702795,Labour,12
01/11/1998,2571.19,102.0053531,Labour,12
01/12/1998,2595.88,102.1295028,Labour,12
01/01/1999,2715.41,102.7143145,Labour,12
01/02/1999,2757.57,102.9144625,Labour,12
01/03/1999,2841.78,103.3052355,Labour,12
01/04/1999,2976.58,103.9072859,Labour,12
01/05/1999,2935.82,103.7281663,Labour,12
01/06/1999,2982.44,103.9328358,Labour,12
01/07/1999,3000.9,104.0129953,Labour,12
01/08/1999,2920.81,103.6615777,Labour,12
01/09/1999,2880.46,103.4808631,Labour,12
01/10/1999,2835.95,103.2785571,Labour,12
01/11/1999,3024.26,104.1137284,Labour,12
01/12/1999,3146.68,104.6292227,Labour,12
01/01/2000,3072.11,104.3176604,Labour,12
01/02/2000,2947.1,103.7779839,Labour,12
01/03/2000,3126.1,104.5439808,Labour,12
01/04/2000,3000.08,104.0094451,Labour,12
01/05/2000,2959.31,103.8316943,Labour,12
01/06/2000,3076.22,104.3350284,Labour,12
01/07/2000,3085.7,104.3750006,Labour,12
01/08/2000,3114.63,104.4962285,Labour,12
01/09/2000,3112.47,104.4872163,Labour,12
01/10/2000,3015.93,104.0778973,Labour,12
01/11/2000,3050.28,104.22502,Labour,12
01/12/2000,2989.69,103.9643767,Labour,12
01/01/2001,2979.84,103.9215058,Labour,12
01/02/2001,2955.31,103.8141232,Labour,12
01/03/2001,2759.72,102.9245871,Labour,12
01/04/2001,2771.56,102.9802021,Labour,12
01/05/2001,2841.85,103.3055555,Labour,12
01/06/2001,2786.32,100,Labour,12
01/07/2001,2640.55,99.32260125,Labour,12
01/08/2001,2633.13,99.28712713,Labour,12
01/09/2001,2356.57,97.88824403,Labour,12
01/10/2001,2418.85,98.21708266,Labour,12
01/11/2001,2522.94,98.74822403,Labour,12
01/12/2001,2507.59,98.67129024,Labour,12
01/01/2002,2513.48,98.7008663,Labour,12
01/02/2002,2476.01,98.51151998,Labour,12
01/03/2002,2543.59,98.85098615,Labour,12
01/04/2002,2531.1,98.7889314,Labour,12
01/05/2002,2514.06,98.70377497,Labour,12
01/06/2002,2309.21,97.63231266,Labour,12
01/07/2002,2060.92,96.19829666,Labour,12
01/08/2002,2055.28,96.16375015,Labour,12
01/09/2002,1917.23,95.2872187,Labour,12
01/10/2002,1902.65,95.19098414,Labour,12
01/11/2002,1969.92,95.62899715,Labour,12
01/12/2002,1900.53,95.17692981,Labour,12
01/01/2003,1827.42,94.68241014,Labour,12
01/02/2003,1755.44,94.17581431,Labour,12
01/03/2003,1747.64,94.11967508,Labour,12
01/04/2003,1853.45,94.86071045,Labour,12
01/05/2003,1932.87,95.38963954,Labour,12
01/06/2003,2009.1,95.87726674,Labour,12
01/07/2003,2002.8,95.83767432,Labour,12
01/08/2003,2063.75,96.21559555,Labour,12
01/09/2003,2098.54,96.42633866,Labour,12
01/10/2003,2125.031483,96.58448287,Labour,12
01/11/2003,2150.809261,96.73648525,Labour,12
01/12/2003,2168.867574,96.84188744,Labour,12
01/01/2004,2217.149076,97.11944254,Labour,12
01/02/2004,2217.574862,97.12186327,Labour,12
01/03/2004,2222.627283,97.15055245,Labour,12
01/04/2004,2253.520917,97.32456982,Labour,12
01/05/2004,2210.477562,97.08145205,Labour,12
01/06/2004,2227.312923,97.17710071,Labour,12
01/07/2004,2174.716025,96.87583543,Labour,12
01/08/2004,2175.482822,96.88027962,Labour,12
01/09/2004,2265.366162,97.39065967,Labour,12
01/10/2004,2305.579686,97.61247851,Labour,12
01/11/2004,2359.539941,97.90412164,Labour,12
01/12/2004,2372.413597,97.97271525,Labour,12
01/01/2005,2422.626673,98.23675032,Labour,12
01/02/2005,2509.710305,98.68194514,Labour,12
01/03/2005,2491.399016,98.58962941,Labour,12
01/04/2005,2451.259431,98.38487042,Labour,12
01/05/2005,2456.728225,100,Labour,12
01/06/2005,2529.124744,100.3720297,Labour,12
01/07/2005,2615.173489,100.8006056,Labour,12
01/08/2005,2661.663127,101.0263218,Labour,12
01/09/2005,2705.650011,101.2362858,Labour,12
01/10/2005,2652.683546,100.983033,Labour,12
01/11/2005,2744.601889,101.4193857,Labour,12
01/12/2005,2805.810254,101.7019205,Labour,12
01/01/2006,2896.557725,102.1096619,Labour,12
01/02/2006,2958.066485,102.3788295,Labour,12
01/03/2006,3029.005462,102.6824001,Labour,12
01/04/2006,3088.096904,102.9298921,Labour,12
01/05/2006,2983.542619,102.4886797,Labour,12
01/06/2006,2883.70619,102.052701,Labour,12
01/07/2006,2961.233537,102.3925369,Labour,12
01/08/2006,2985.380436,102.4965679,Labour,12
01/09/2006,3010.917422,102.6056762,Labour,12
01/10/2006,3123.594736,103.0763003,Labour,12
01/11/2006,3168.895259,103.2607411,Labour,12
01/12/2006,3189.64431,103.3443421,Labour,12
01/01/2007,3228.903077,103.501044,Labour,12
01/02/2007,3297.882,103.771815,Labour,12
01/03/2007,3224.769435,103.4846345,Labour,12
01/04/2007,3347.367707,103.9626005,Labour,12
01/05/2007,3414.783749,104.2180244,Labour,12
01/06/2007,3410.396599,104.2015565,Labour,12
01/07/2007,3389.278321,104.1219881,Labour,12
01/08/2007,3193.047114,103.3580006,Labour,12
01/09/2007,3268.337955,103.6565423,Labour,12
01/10/2007,3390.357314,104.1260655,Labour,12
01/11/2007,3241.771279,103.5519932,Labour,12
01/12/2007,3267.132322,103.6518162,Labour,12
01/01/2008,3067.703742,102.8450189,Labour,12
01/02/2008,3023.099346,102.6573986,Labour,12
01/03/2008,2909.31599,102.16596,Labour,12
01/04/2008,3057.157817,102.8009068,Labour,12
01/05/2008,3150.166776,103.18481,Labour,12
01/06/2008,2940.68684,102.3033462,Labour,12
01/07/2008,2726.498482,101.3346129,Labour,12
01/08/2008,2783.14522,101.5980249,Labour,12
01/09/2008,2666.035406,101.0473468,Labour,12
01/10/2008,2162.572409,98.36635329,Labour,12
01/11/2008,2110.7337,98.05555377,Labour,12
01/12/2008,2128.799894,98.16472798,Labour,12
01/01/2009,2144.350394,98.2579604,Labour,12
01/02/2009,2046.216102,97.65789813,Labour,12
01/03/2009,1902.034702,96.72191821,Labour,12
01/04/2009,2066.416633,97.78373711,Labour,12
01/05/2009,2243.294454,98.83579129,Labour,12
01/06/2009,2220.394276,98.70435429,Labour,12
01/07/2009,2233.326864,98.77874737,Labour,12
01/08/2009,2438.940198,99.90691353,Labour,12
01/09/2009,2586.284376,100.658313,Labour,12
01/10/2009,2650.724019,100.973567,Labour,12
01/11/2009,2680.734065,101.1177766,Labour,12
01/12/2009,2708.093154,101.2478474,Labour,12
01/01/2010,2767.625696,101.5263949,Labour,12
01/02/2010,2679.391563,101.1113599,Labour,12
01/03/2010,2875.718708,102.0171706,Labour,12
01/04/2010,2939.476457,102.2980727,Labour,12
01/05/2010,2694.795665,100,Coalition,13
01/06/2010,2653.190841,99.80302289,Coalition,13
01/07/2010,2664.563131,99.85716984,Coalition,13
01/08/2010,2723.351272,100.1334438,Coalition,13
01/09/2010,2846.49068,100.6933026,Coalition,13
01/10/2010,2939.959696,101.1023248,Coalition,13
01/11/2010,2961.796309,101.1960075,Coalition,13
01/12/2010,3039.818419,101.5251832,Coalition,13
01/01/2011,3098.658198,101.7678874,Coalition,13
01/02/2011,3121.948234,101.862684,Coalition,13
01/03/2011,3042.255482,101.5353285,Coalition,13
01/04/2011,3116.624725,101.8410784,Coalition,13
01/05/2011,3093.18069,101.745489,Coalition,13
01/06/2011,3023.400039,101.4566214,Coalition,13
01/07/2011,3077.657047,101.6817942,Coalition,13
01/08/2011,2737.669151,100.1998272,Coalition,13
01/09/2011,2711.428657,100.0778989,Coalition,13
01/10/2011,2790.381374,100.4412654,Coalition,13
01/11/2011,2783.982857,100.4122026,Coalition,13
01/12/2011,2814.190267,100.548826,Coalition,13
01/01/2012,2929.718728,101.0581494,Coalition,13
01/02/2012,3047.492716,101.5571035,Coalition,13
01/03/2012,3050.798262,101.5708277,Coalition,13
01/04/2012,2977.599251,101.263375,Coalition,13
01/05/2012,2837.917485,100.655116,Coalition,13
01/06/2012,2842.794837,100.6768548,Coalition,13
01/07/2012,2924.912617,101.0373645,Coalition,13
01/08/2012,3010.363201,101.401915,Coalition,13
01/09/2012,3028.817592,101.4792857,Coalition,13
01/10/2012,3046.317228,101.5522194,Coalition,13
01/11/2012,3024.292767,101.4603589,Coalition,13
01/12/2012,3099.078383,101.7696039,Coalition,13
01/01/2013,3229.891715,102.2930048,Coalition,13
01/02/2013,3321.632536,102.647575,Coalition,13
01/03/2013,3392.141143,102.9134914,Coalition,13
01/04/2013,3352.752226,102.7656291,Coalition,13
01/05/2013,3503.287216,103.3216454,Coalition,13
01/06/2013,3328.044546,102.6719895,Coalition,13
01/07/2013,3453.322192,103.1397886,Coalition,13
01/08/2013,3468.474783,103.1952157,Coalition,13
01/09/2013,3488.818623,103.2692525,Coalition,13
01/10/2013,3502.993137,103.3205827,Coalition,13
01/11/2013,3563.542546,103.5375366,Coalition,13
01/12/2013,3514.579829,103.3623875,Coalition,13
01/01/2014,3598.080001,103.6596423,Coalition,13
01/02/2014,3594.50795,103.647068,Coalition,13
01/03/2014,3573.186846,103.5717523,Coalition,13
01/04/2014,3570.616414,103.5626421,Coalition,13
01/05/2014,3643.017524,103.8167741,Coalition,13
01/06/2014,3631.395982,103.7763239,Coalition,13
01/07/2014,3610.25243,103.7023983,Coalition,13
01/08/2014,3582.209931,103.6036806,Coalition,13
01/09/2014,3613.831843,103.7149436,Coalition,13
01/10/2014,3422.728233,103.0271329,Coalition,13
01/11/2014,3550.822384,103.4922666,Coalition,13
01/12/2014,3511.379133,103.3508532,Coalition,13
01/01/2015,3556.353487,103.5119713,Coalition,13
01/02/2015,3699.288109,104.0108229,Coalition,13
01/03/2015,3716.745635,104.0704255,Coalition,13
01/04/2015,3788.378244,104.3120939,Coalition,13
01/05/2015,3786.248899,100,Conservative,14
01/06/2015,3699.498336,99.71867705,Conservative,14
01/07/2015,3626.644194,99.47727454,Conservative,14
01/08/2015,3535.06836,99.16686414,Conservative,14
01/09/2015,3354.604632,98.5308903,Conservative,14
01/10/2015,3472.284356,98.94936616,Conservative,14
01/11/2015,3459.869055,98.90589131,Conservative,14
01/12/2015,3401.179443,98.69824226,Conservative,14
01/01/2016,3264.116949,98.19900273,Conservative,14
01/02/2016,3228.440609,98.06561452,Conservative,14
01/03/2016,3381.024174,98.62610368,Conservative,14
01/04/2016,3438.409499,98.83037687,Conservative,14
01/05/2016,3389.067639,98.65494382,Conservative,14
01/06/2016,3383.922858,98.63650492,Conservative,14
01/07/2016,3599.711172,99.38680208,Conservative,14
01/08/2016,3712.157901,99.76013926,Conservative,14
01/09/2016,3716.992908,99.77593743,Conservative,14
01/10/2016,3807.125296,100.0667376,Conservative,14
01/11/2016,3700.175156,99.72089733,Conservative,14
01/12/2016,3779.29673,99.97769364,Conservative,14
