"Constituency_Name","ID","Region","Country","ElectorateSize","Votes_CON","VoteShare_CON","Votes_GREEN","VoteShare_GREEN","Votes_LAB","VoteShare_LAB","Votes_LIBDEM","VoteShare_LIBDEM","Votes_REFORM","VoteShare_REFORM","Votes_IND","VoteShare_IND","Votes_OTH","VoteShare_OTH","Votes_UKIP","VoteShare_UKIP","Votes_SNP","VoteShare_SNP","Votes_PC","VoteShare_PC","Votes_APNI","VoteShare_APNI","Votes_DUP","VoteShare_DUP","Votes_SDLP","VoteShare_SDLP","Votes_SF","VoteShare_SF","Votes_UUP","VoteShare_UUP","Votes_TUV","VoteShare_TUV","GE_ElectionYear","TotalVotes","PartyNameWinner","PartyNameRunnerUp","WinMargin","Turnout","ShareMuslimReligion","Constituency","Region_or_Country","Cand_Conservative","Cand_Labour","Cand_LiberalDemocrats","Cand_ReformUK","Cand_Green","Cand_SNP","Cand_PlaidCymru","IncumbentLabour","IncumbentConservative","IncumbentLabourCand","IncumbentConservativeCand","VoteShare_Sans_C_L","gss_code","Leave.preds","Remain.preds","LeavePct","RemainPct"
"Southgate and Wood Green","E14001503","London","England",76034,8037,0.176,5607,0.1228,23337,0.511,3925,0.0859,3147,0.0689,0,0,1618,0.0354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45671,"LAB","CON",0.335,0.600665491753689,0.143837962386349,"SOUTHGATE AND WOOD GREEN","London","Eric Sukumaran","Bambos Charalambous","Lauren Fulbright","David Schofield","Charith Gunawardena",NA,NA,1,0,1,NA,0.0353999999999999,"E14001503",18187.6812441019,31655.4158310836,0.364898698342657,0.635101301657343
"Southport","E14001504","North West","England",74168,11463,0.2544,2159,0.0479,17252,0.3829,5868,0.1302,7395,0.1641,922,0.0205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45059,"LAB","CON",0.1285,0.607526156833136,0.0106207052394794,"SOUTHPORT","North West","Damien Moore","Patrick Hurley","Erin Harvey","Andrew Lynn","Edwin Black",NA,NA,0,1,NA,1,0.0205,"E14001504",23758.655427049,24849.9070181763,0.488775109402207,0.511224890597792
"Spelthorne","E14001505","South East","England",72897,14038,0.3041,2413,0.0523,12448,0.2696,8710,0.1887,8284,0.1794,0,0,273,0.0059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46166,"CON","LAB",0.0345,0.633304525563466,0.0403391048486555,"SPELTHORNE","South East","Lincoln Jopp","Claire Tighe","Harry Boparai","Rory O'Brien","Manu Singh",NA,NA,0,1,NA,0,0.00589999999999993,"E14001505",34135,22474,0.60299599003692,0.39700400996308
"Spen Valley","E14001506","Yorkshire and the Humber","England",72169,9859,0.2401,2284,0.0556,16076,0.3915,1425,0.0347,9888,0.2408,1526,0.0372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41058,"LAB","REFORM",0.1507,0.56891463093572,0.0737654093932929,"SPEN VALLEY","Yorkshire and The Humber","Laura Evans","Kim Leadbeater","Alison Brelsford","Sarah Wood","Martin Price",NA,NA,1,0,1,NA,0.0373000000000001,"E14001506",30979.8109550332,20676.0855182265,0.599734262110237,0.400265737889763
"St Albans","E14001507","Eastern","England",70881,9388,0.1819,3272,0.0634,5189,0.1005,29222,0.5662,4336,0.084,0,0,207,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,51614,"LIBDEM","CON",0.3843,0.72817821418998,0.0617913148371531,"ST ALBANS","East of England","James Spencer","Sophia Adams Bhatti","Daisy Cooper","Sam Woodruff","Simon Grover",NA,NA,0,0,NA,NA,0.00400000000000009,"E14001507",20687.5420382344,35058.9612098032,0.371100263386702,0.628899736613298
"St Austell and Newquay","E14001508","South West","England",74585,13488,0.2886,2337,0.05,15958,0.3415,4805,0.1028,9212,0.1971,442,0.0095,490,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46732,"LAB","CON",0.0529,0.626560300328484,0.00116286063716743,"ST AUSTELL AND NEWQUAY","South West","Steve Double","Noah Law","Joanna Kenny","Stephen Beal","Amanda Pennington",NA,NA,0,1,NA,1,0.0200000000000001,"E14001508",34930.3378729113,18986.9019441081,0.647851002600568,0.352148997399432
"St Helens North","E14001509","North West","England",76082,4507,0.1114,3495,0.0864,21284,0.5259,1799,0.0444,9115,0.2252,0,0,274,0.0068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40474,"LAB","REFORM",0.3007,0.5319786546095,0.00703845693063376,"ST HELENS NORTH","North West","Jayne Rear","David Baines","Pat Moloney","Malcolm Webster","Daniel Thomas",NA,NA,0,0,NA,NA,0.00670000000000004,"E14001509",29553.2261915322,21163.1197009206,0.582715999575397,0.417284000424603
"St Helens South and Whiston","E14001510","North West","England",70937,3057,0.0804,2642,0.0695,18919,0.4974,2199,0.0578,6974,0.1834,4244,0.1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38035,"LAB","REFORM",0.314,0.53617999069597,0.0073470506387823,"ST HELENS SOUTH AND WHISTON","North West","Emma Ellison","Marie Rimmer","Brian Spencer","Raymond Michael Peters","Terence Price",NA,NA,1,0,1,NA,0.1115,"E14001510",27485.9753940066,20866.6815274371,0.568448088357621,0.431551911642379
"St Ives","E14001511","South West","England",70107,11247,0.2338,1797,0.0374,2788,0.058,25033,0.5204,6492,0.135,360,0.0075,278,0.0058,111,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48106,"LIBDEM","CON",0.2866,0.686179696749255,0.00185254216227817,"ST IVES","South West","Derek Thomas","Filson Ali","Andrew George","Giane Mortimer","Ian Flindall",NA,NA,0,1,NA,1,0.0154,"E14001511",30008.6516178816,24811.222906118,0.547404602408277,0.452595397591723
"St Neots and Mid Cambridgeshire","E14001512","Eastern","England",74699,14896,0.2817,2663,0.0504,6918,0.1308,19517,0.3691,5673,0.1073,2941,0.0556,274,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52882,"LIBDEM","CON",0.0874,0.707934510502149,0.0180146084850319,"ST NEOTS AND MID CAMBRIDGESHIRE","East of England","Anthony Browne","Marianna Masters","Ian Sollom","Guy Lachlan","Kathryn Fisher",NA,NA,0,1,NA,NA,0.0606999999999999,"E14001512",25285.8323999038,30188.4013334851,0.455812197811121,0.544187802188879
"Stafford","E14001513","West Midlands","England",70537,13936,0.3029,2856,0.0621,18531,0.4028,1676,0.0364,8612,0.1872,0,0,398,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46009,"LAB","CON",0.0999,0.652267604236075,0.013176679603642,"STAFFORD","West Midlands","Theo Clarke","Leigh Ingham","","Michael Riley","Scott Spencer",NA,NA,0,1,NA,1,0.00860000000000011,"E14001513",29592.0134224342,22710.7431392055,0.565783055574891,0.434216944425109
"Staffordshire Moorlands","E14001514","West Midlands","England",70113,15310,0.3536,2293,0.053,14135,0.3264,1499,0.0346,10065,0.2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43302,"CON","LAB",0.0271999999999999,0.617603012280176,0.00267511439633931,"STAFFORDSHIRE MOORLANDS","West Midlands","Karen Bradley","Alastair Watson","","Dave Poole","Helen Stead",NA,NA,0,1,NA,1,5.55111512312578e-17,"E14001514",34802.7498863898,18884.4252564777,0.648250718980386,0.351749281019614
"Stalybridge and Hyde","E14001515","North West","England",73028,6872,0.1845,2745,0.0737,16320,0.4383,1080,0.029,7781,0.2089,1214,0.0326,1227,0.0329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37239,"LAB","REFORM",0.2294,0.509927698964781,0.0582586098871188,"STALYBRIDGE AND HYDE","North West","Phil Chadwick","Jonathan Reynolds","Jamie Dwan","Barbara Kaya","Robert Hodgetts-Haley",NA,NA,1,0,1,NA,0.0656000000000001,"E14001515",27348.298868951,19873.6309543199,0.579144032683598,0.420855967316402
"Stevenage","E14001516","Eastern","England",70370,11080,0.2594,2655,0.0622,17698,0.4143,3467,0.0812,7667,0.1795,0,0,148,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42715,"LAB","CON",0.1549,0.607005826346455,0.0292958591718343,"STEVENAGE","East of England","Alex Clarkson","Kevin Bonavia","Lisa Nash","Peter Hopper","Paul Dawson",NA,NA,0,1,NA,0,0.00339999999999993,"E14001516",30057.4835489021,22539.383016485,0.571469091443601,0.428530908556399
"Stirling and Strathallan","S14000105","Scotland","Scotland",77008,9469,0.1902,2320,0.0466,16856,0.3386,2530,0.0508,3145,0.0632,0,0,0,0,0,0,15462,0.3106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49782,"LAB","SNP",0.028,0.646452316642427,NA,"STIRLING AND STRATHALLAN","Scotland","Neil Benny","Chris Kane","Hamish Taylor","Bill McDonald",NA,"Alyn Smith",NA,0,0,NA,NA,0.3106,"S14000105",17420.8509749427,35982.5111087723,0.326212625857409,0.673787374142591
"Stockport","E14001517","North West","England",74769,4967,0.1137,4865,0.1114,21787,0.4988,3724,0.0853,6517,0.1492,0,0,1823,0.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43683,"LAB","REFORM",0.3496,0.58423945752919,0.0636883760846762,"STOCKPORT","North West","Oliver Johnstone","Navendu Mishra","Wendy Meikle","Lynn Schofield","Helena Mellish",NA,NA,1,0,1,NA,0.0416,"E14001517",24893.0115849697,26743.5691647449,0.482080943849236,0.517919056150764
"Stockton North","E14001518","North East","England",69779,8028,0.2146,1923,0.0514,17128,0.458,1133,0.0303,9189,0.2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37401,"LAB","REFORM",0.2123,0.535992203958211,0.0366875252321356,"STOCKTON NORTH","North East","Niall Innes","Chris McDonald","Jo Barton","John Gerard McDermottroe","Sam Bradford",NA,NA,1,0,0,NA,2.77555756156289e-17,"E14001518",31766.7384893371,16500.2961781931,0.658145641391701,0.341854358608299
"Stockton West","E14001519","North East","England",70108,20372,0.4188,1477,0.0304,18233,0.3749,1203,0.0247,6833,0.1405,475,0.0098,45,9e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48638,"CON","LAB",0.0439,0.693758201631768,0.024113925436196,"STOCKTON WEST","North East","Matt Vickers","Joe Dancey","Nigel Frederick Boddy","Stephen Matthews","Anna-Maria Toms",NA,NA,0,1,NA,1,0.0106999999999999,"E14001519",27388.2246179759,22601.365255126,0.547878562066635,0.452121437933365
"Stoke-on-Trent Central","E14001520","West Midlands","England",70550,6221,0.1763,1703,0.0483,14950,0.4236,999,0.0283,8541,0.242,2875,0.0814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35289,"LAB","REFORM",0.1816,0.500198440822112,0.0990303298649546,"STOKE-ON-TRENT CENTRAL","West Midlands","Chandra Kanneganti","Gareth Snell","","Luke Shenton","Adam Colclough",NA,NA,0,1,NA,0,0.0815,"E14001520",34609.1577054108,15904.9255078122,0.685138787124443,0.314861212875557
"Stoke-on-Trent North","E14001521","West Midlands","England",69821,9497,0.2598,1236,0.0338,14979,0.4098,911,0.0249,8824,0.2414,1103,0.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36550,"LAB","CON",0.15,0.523481474055084,0.0769476181930569,"STOKE-ON-TRENT NORTH","West Midlands","Jonathan Gullis","David Williams","","Karl Beresford","Josh Harris",NA,NA,0,1,NA,1,0.0303,"E14001521",34273.9406547904,13397.6934445054,0.718958795987585,0.281041204012414
"Stoke-on-Trent South","E14001522","West Midlands","England",69831,13594,0.332,1207,0.0295,14221,0.3473,1577,0.0385,8851,0.2162,1492,0.0364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40942,"LAB","CON",0.0152999999999999,0.586301212928356,0.0545554603083891,"STOKE-ON-TRENT SOUTH","West Midlands","Jack Brereton","Allison Gardner","Alec Sandiford","Michael Bailey","Peggy Wiseman",NA,NA,0,1,NA,1,0.0365,"E14001522",31271.1351868252,16632.7087596257,0.652789684723035,0.347210315276964
"Stone, Great Wyrley and Penkridge","E14001523","West Midlands","England",70701,19880,0.4648,2236,0.0523,14414,0.337,2952,0.069,0,0,0,0,650,0.0152,2638,0.0617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42770,"CON","LAB",0.1278,0.604941938586442,0.00920730985020622,"STONE, GREAT WYRLEY AND PENKRIDGE","West Midlands","Gavin Williamson","Jacqueline Brown","Sam Harper-Wallis","","Danni Braine",NA,NA,0,1,NA,1,0.0769,"E14001523",33728.4631845163,20053.9399827515,0.627128227788891,0.372871772211109
"Stourbridge","E14001524","West Midlands","England",69840,12265,0.3076,1732,0.0434,15338,0.3846,1607,0.0403,7869,0.1973,0,0,1067,0.0268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39878,"LAB","CON",0.077,0.570990836197022,0.0647074654179449,"STOURBRIDGE","West Midlands","Suzanne Webb","Cat Eccles","Chris Bramall","Richard Shaw","Stephen Price",NA,NA,0,1,NA,1,0.0267999999999999,"E14001524",32248.5852060526,18403.0116631901,0.636674600591615,0.363325399408385
"Strangford","N05000016","Northern Ireland","Northern Ireland",70070,146,0.0038,703,0.0181,0,0,0,0,0,0,413,0.0106,3143,0.0808,0,0,0,0,0,0,10428,0.268,15559,0.3999,1783,0.0458,2793,0.0718,3941,0.1013,0,0,2024,38909,"DUP","APNI",0.1319,0.555287569573284,NA,"STRANGFORD","Northern Ireland",NA,NA,NA,NA,"Alexandra Braidner",NA,NA,0,0,NA,NA,0.9781,NA,NA,NA,NA,NA
"Stratford and Bow","E14001525","London","England",73849,3114,0.0717,7511,0.1729,19145,0.4408,1926,0.0443,2093,0.0482,6372,0.1466,3274,0.0754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43435,"LAB","GREEN",0.2679,0.58815962301453,0.321636053303268,"STRATFORD AND BOW","London","Kane Blackwell","Uma Kumaran","Janey Little","Jeff Evans","Joe Hudson-Small",NA,NA,1,0,0,NA,0.2221,"E14001525",17150.9470575034,26407.2646386166,0.393747731820476,0.606252268179524
"Stratford-on-Avon","E14001526","West Midlands","England",72388,16328,0.3083,1197,0.0226,3753,0.0709,23450,0.4428,7753,0.1464,292,0.0055,186,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52959,"LIBDEM","CON",0.1345,0.731599160081781,0.00525895073414952,"STRATFORD-ON-AVON","West Midlands","Chris Clarkson","Seyi Agboola","Manuela Perteghella","James Crocker","Sherron Guise",NA,NA,0,1,NA,0,0.00899999999999998,"E14001526",29174.5941920494,28375.3747028483,0.506943700444571,0.493056299555429
"Streatham and Croydon North","E14001527","London","England",76050,5328,0.1196,7629,0.1712,23232,0.5214,5031,0.1129,1994,0.0448,0,0,1339,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44553,"LAB","GREEN",0.3502,0.585838264299803,0.117526033981196,"STREATHAM AND CROYDON NORTH","London","Anthony Boutall","Steve Reed","Claire Bonham","Philip Watson","Scott Ainslie",NA,NA,1,0,1,NA,0.0301,"E14001527",16879.502163604,32613.1588963321,0.341050608355101,0.658949391644899
"Stretford and Urmston","E14001528","North West","England",73212,6492,0.1411,4398,0.0956,22642,0.4922,2216,0.0482,5485,0.1192,0,0,4769,0.1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46002,"LAB","CON",0.3511,0.628339616456319,0.125224738419216,"STRETFORD AND URMSTON","North West","Mark Cornes","Andrew Western","Mark Clayton","Charlotte Patricia Faulkner","Dan Jerrome",NA,NA,1,0,1,NA,0.1037,"E14001528",23944.5981671607,24941.1821123709,0.48980701607388,0.51019298392612
"Stroud","E14001529","South West","England",76249,14219,0.2575,5729,0.1037,25607,0.4637,2913,0.0528,6329,0.1146,261,0.0047,163,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,55221,"LAB","CON",0.2062,0.724219334024053,0.00300938219153832,"STROUD","South West","Siobhan Baillie","Simon Opher","George James","Christopher Lester","Pete Kennedy",NA,NA,0,1,NA,1,0.00769999999999993,"E14001529",27822.3657245105,30984.2103868704,0.473116572401943,0.526883427598057
"Suffolk Coastal","E14001530","Eastern","England",72663,14602,0.2953,4380,0.0886,15672,0.3169,6947,0.1405,7850,0.1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49451,"LAB","CON",0.0216,0.680552688438407,0.00549108770725638,"SUFFOLK COASTAL","East of England","Thérèse Coffey","Jenny Riddell-Carpenter","Julia Ewart","Kane Khan","Julian Cusack",NA,NA,0,1,NA,1,-2.77555756156289e-17,"E14001530",32013.2522387193,27679.2352252729,0.53630286822995,0.46369713177005
"Sunderland Central","E14001531","North East","England",72688,5731,0.1434,2993,0.0749,16852,0.4218,3602,0.0901,10779,0.2698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39957,"LAB","REFORM",0.152,0.54970559101915,0.0424420335225348,"SUNDERLAND CENTRAL","North East","Gregory Peacock","Lewis Atkinson","Niall Hodson","Chris Eynon","Rachel Featherstone",NA,NA,1,0,0,NA,0,"E14001531",30960.7309134094,21973.0827660328,0.58489515040239,0.41510484959761
"Surrey Heath","E14001532","South East","England",70825,15747,0.3295,1162,0.0243,3148,0.0659,21387,0.4475,6252,0.1308,0,0,92,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47788,"LIBDEM","CON",0.118,0.674733498058595,0.0296041904451328,"SURREY HEATH","South East","Ed McGuinness","Jess Hammersley-Rich","Alasdair Pinkerton","Samantha Goggin","Jonathan Campbell",NA,NA,0,1,NA,0,0.00200000000000003,"E14001532",28667.3392950744,27570.6023412815,0.509750863224019,0.490249136775981
"Sussex Weald","E14001533","South East","England",70075,16758,0.3408,3762,0.0765,8239,0.1675,9916,0.2016,8920,0.1814,953,0.0194,475,0.0097,152,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49175,"CON","LIBDEM",0.1392,0.701748127006778,0.00423705497166125,"SUSSEX WEALD","South East","Nus Ghani","Dipesh Patel","Danielle Newson","David Morgan","Rachel Millward",NA,NA,0,1,NA,1,0.0322,"E14001533",29821.114842073,25116.0430610429,0.542822307893391,0.457177692106609
"Sutton Coldfield","E14001535","West Midlands","England",74584,18502,0.3828,2419,0.05,15959,0.3302,2587,0.0535,8213,0.1699,0,0,653,0.0135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48333,"CON","LAB",0.0526,0.648034430977153,0.0401564456216954,"SUTTON COLDFIELD","West Midlands","Andrew Mitchell","Rob Pocock","John Sweeney","Mark Hoath","Ben Auton",NA,NA,0,1,NA,1,0.0135999999999999,"E14001535",24986.6409449302,28793.3742326497,0.464608291061747,0.535391708938253
"Sutton and Cheam","E14001534","London","England",71284,13775,0.2894,1721,0.0362,8430,0.1771,17576,0.3692,5787,0.1216,317,0.0067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47606,"LIBDEM","CON",0.0798,0.667835699455698,0.077701637182097,"SUTTON AND CHEAM","London","Tom Drummond","Chrishni Reshekaron","Luke Taylor","Ryan Powell","Aasha Anam",NA,NA,0,1,NA,0,0.00649999999999994,"E14001534",27833.5762284072,25795.1621989118,0.519004866506956,0.480995133493044
"Swansea West","W07000108","Wales","Wales",74612,3536,0.0992,2305,0.0646,14761,0.414,4367,0.1225,6246,0.1752,0,0,337,0.0095,0,0,0,0,4105,0.1151,0,0,0,0,0,0,0,0,0,0,0,0,2024,35657,"LAB","REFORM",0.2388,0.477898997480298,0.0560135419456026,"SWANSEA WEST","Wales","Tara-Jane Sutcliffe","Torsten Bell","Michael O'Carroll","Patrick Benham-Crosswell","Peter Jones",NA,"Gwyn Williams",1,0,0,NA,0.1245,"W07000108",24090.209051677,22058.6578905066,0.52201084550695,0.47798915449305
"Swindon North","E14001536","South West","England",72163,13827,0.3131,2366,0.0536,17930,0.406,2086,0.0472,7557,0.1711,260,0.0059,139,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44165,"LAB","CON",0.0929,0.61201723875116,0.0193368867330343,"SWINDON NORTH","South West","Justin Tomlinson","Will Stone","Flo Clucas","Les Willis","Andy Bentley",NA,NA,0,1,NA,1,0.00900000000000004,"E14001536",29494.6695370387,21860.3008254768,0.574329404317351,0.425670595682649
"Swindon South","E14001537","South West","England",72468,12070,0.2695,2539,0.0567,21676,0.4839,1843,0.0411,6194,0.1383,472,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44794,"LAB","CON",0.2144,0.618121101727659,0.0363855165823098,"SWINDON SOUTH","South West","Robert Buckland","Heidi Alexander","Matt McCabe","Catherine Kosidowski","Rod Hebden",NA,NA,0,1,NA,1,0.0104999999999999,"E14001537",28107.2840104486,24844.6082520364,0.530807924127045,0.469192075872955
"Tamworth","E14001538","West Midlands","England",73644,13956,0.4118,1579,0.0466,15338,0.4526,1451,0.0428,1104,0.0326,0,0,170,0.005,290,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,33888,"LAB","CON",0.0408,0.460159687143555,0.00648619566192075,"TAMWORTH","West Midlands","Eddie Hughes","Sarah Edwards","Jed Marson","Ian Cooper","Sue Howarth",NA,NA,1,0,1,NA,0.0136,"E14001538",36495.5835715687,19073.39264271,0.65676184910873,0.34323815089127
"Tatton","E14001539","North West","England",75538,19956,0.3844,2571,0.0495,18820,0.3626,4614,0.0889,5948,0.1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,51909,"CON","LAB",0.0218,0.687190553099102,0.0176164638320918,"TATTON","North West","Esther McVey","Ryan Jude","Jonathan Smith","Simon Moorehead","Nigel Hennerley",NA,NA,0,1,NA,1,4.16333634234434e-17,"E14001539",25196.8971023178,32048.7480019585,0.440153955054925,0.559846044945075
"Taunton and Wellington","E14001540","South West","England",76049,12392,0.2464,1832,0.0364,3552,0.0706,24331,0.4838,8053,0.1601,0,0,134,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50294,"LIBDEM","CON",0.2374,0.661336769714263,0.00757393158431445,"TAUNTON AND WELLINGTON","South West","Rebecca Pow","Brenda Weston","Gideon Amos","Charles Hansard","Ryan Trower",NA,NA,0,1,NA,1,0.00270000000000004,"E14001540",30687.6659566401,26454.5695758548,0.537039996259667,0.462960003740333
"Telford","E14001541","West Midlands","England",70768,8728,0.2143,2120,0.0521,18212,0.4471,1560,0.0383,10110,0.2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40730,"LAB","REFORM",0.1989,0.575542618132489,0.0131103117277177,"TELFORD","West Midlands","Hannah Campbell","Shaun Davies","Joanna McKenna","Alan Adams","John Adams",NA,NA,0,0,NA,NA,5.55111512312578e-17,"E14001541",31120.9605010772,15846.4139472392,0.662608052219806,0.337391947780194
"Tewkesbury","E14001542","South West","England",72426,14468,0.2981,2873,0.0592,4298,0.0885,20730,0.4271,6000,0.1236,0,0,170,0.0035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48539,"LIBDEM","CON",0.129,0.6701875017259,0.00943835573907913,"TEWKESBURY","South West","Laurence Robertson","Damola Animashaun","Cameron Thomas","Byron Clifford Davis","Cate Cody",NA,NA,0,1,NA,1,0.00349999999999992,"E14001542",30063.156227482,26361.9985351596,0.532797053972574,0.467202946027426
"The Wrekin","E14001543","West Midlands","England",76143,16320,0.3263,3028,0.0605,15437,0.3086,4757,0.0951,9920,0.1983,558,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50020,"CON","LAB",0.0177,0.656921844424307,0.0368633821276281,"THE WREKIN","West Midlands","Mark Pritchard","Roh Yakobi","Anthony Lowe","","Patrick McCarthy",NA,NA,0,1,NA,1,0.0112,"E14001543",33781.4690630189,22722.0727684928,0.597864628800652,0.402135371199348
"Thirsk and Malton","E14001544","Yorkshire and the Humber","England",76623,19544,0.3925,2986,0.06,11994,0.2409,5379,0.108,8963,0.18,0,0,931,0.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49797,"CON","LAB",0.1516,0.649896245252731,0.00249981922794839,"THIRSK AND MALTON","Yorkshire and The Humber","Kevin Hollinrake","Lisa Banes","Steve Mason","Mark Robinson","Richard McLane",NA,NA,0,1,NA,1,0.0186,"E14001544",31811.5589931636,22934.0450303819,0.581079696910126,0.418920303089874
"Thornbury and Yate","E14001545","South West","England",74935,17801,0.3336,2165,0.0406,5057,0.0948,20815,0.39,7529,0.1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,53367,"LIBDEM","CON",0.0564,0.712177220257557,0.00601906546624842,"THORNBURY AND YATE","South West","Luke Hall","Rob Logan","Claire Young","Andrew Banwell","Alexandra Jenner-Fust",NA,NA,0,1,NA,1,-0.000100000000000017,"E14001545",30076.3412349464,28565.2191260009,0.512884395466665,0.487115604533335
"Thurrock","E14001546","Eastern","England",73347,8009,0.2132,1632,0.0435,16050,0.4273,1157,0.0308,9576,0.255,443,0.0118,691,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,37558,"LAB","REFORM",0.1723,0.512059116255607,0.0630418043170471,"THURROCK","East of England","Jackie Doyle-Price","Jen Craft","Michael Bukola","Sophie Almina Preston-Hall","Eugene Mccarth",NA,NA,0,1,NA,1,0.0302,"E14001546",35816.9040125211,15591.8274975471,0.69670857382479,0.30329142617521
"Tipton and Wednesbury","E14001547","West Midlands","England",73820,8370,0.2628,1509,0.0474,11755,0.3691,592,0.0186,8019,0.2518,1605,0.0504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,31850,"LAB","CON",0.1063,0.431454890273639,0.0768927133496487,"TIPTON AND WEDNESBURY","West Midlands","Shaun Bailey","Antonia Bance","Mark Rochellclarification needed","Jack Sabharwal","Mark Redding",NA,NA,0,1,NA,1,0.0503,"E14001547",35265.4436504387,14572.4884494458,0.707602465924151,0.292397534075849
"Tiverton and Minehead","E14001548","South West","England",70829,14819,0.312,2234,0.047,4325,0.0911,18326,0.3859,7787,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47491,"LIBDEM","CON",0.0739,0.670502195428426,0.00166573517002553,"TIVERTON AND MINEHEAD","South West","Ian Liddell-Grainger","Jonathan Barter","Rachel Gilmour","Frederick Keen","Laura Buchanan",NA,NA,0,1,NA,1,0,"E14001548",30871.68661272,23793.4142691673,0.564742150196031,0.435257849803969
"Tonbridge","E14001549","South East","England",73692,20517,0.4077,7596,0.1509,9351,0.1858,4234,0.0841,7548,0.15,0,0,1082,0.0215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50328,"CON","LAB",0.2219,0.68295065950171,0.00971672407588298,"TONBRIDGE","South East","Tom Tugendhat","Lewis Bailey","John Woollcombe","Teresa Hansford","Anna Cope",NA,NA,0,1,NA,1,0.0215000000000001,"E14001549",30615.1052086471,27039.6624419696,0.531007346940884,0.468992653059116
