Constituency,GEO_CODE,Date,Inac_pc,Inac_pc_low,Inac_pc_high
North West Durham,E14000856,2023-12,0.22699999999999998,0.14399999999999996,0.31
North West Hampshire,E14000857,2023-12,0.154,0.086,0.222
North West Leicestershire,E14000858,2023-12,0.19,0.106,0.274
North West Norfolk,E14000859,2023-12,0.19699999999999998,0.09099999999999998,0.303
North Wiltshire,E14000860,2023-12,0.25,0.16699999999999998,0.333
Northampton North,E14000861,2023-12,0.20600000000000002,0.10500000000000002,0.307
Northampton South,E14000862,2023-12,0.243,0.14100000000000001,0.345
Norwich North,E14000863,2023-12,0.185,0.093,0.277
Norwich South,E14000864,2023-12,0.109,,
Nottingham East,E14000865,2023-12,0.28600000000000003,0.21900000000000003,0.35300000000000004
Nottingham North,E14000866,2023-12,0.33299999999999996,0.26099999999999995,0.40499999999999997
Nottingham South,E14000867,2023-12,0.27399999999999997,0.20599999999999996,0.34199999999999997
Nuneaton,E14000868,2023-12,0.174,0.10499999999999998,0.243
Ochil and South Perthshire,S14000050,2023-12,0.24600000000000002,0.199,0.29300000000000004
Ogmore,W07000074,2023-12,0.307,0.23099999999999998,0.383
Old Bexley and Sidcup,E14000869,2023-12,0.154,0.08199999999999999,0.226
Oldham East and Saddleworth,E14000870,2023-12,0.177,0.118,0.236
Oldham West and Royton,E14000871,2023-12,0.264,0.192,0.336
Orkney and Shetland,S14000051,2023-12,0.138,,
Orpington,E14000872,2023-12,0.16699999999999998,0.06699999999999998,0.267
Oxford East,E14000873,2023-12,0.195,0.099,0.29100000000000004
Oxford West and Abingdon,E14000874,2023-12,0.043,,
Paisley and Renfrewshire North,S14000052,2023-12,0.21,0.13999999999999999,0.28
Paisley and Renfrewshire South,S14000053,2023-12,0.235,0.16499999999999998,0.305
Pendle,E14000875,2023-12,0.42,0.303,0.5369999999999999
Penistone and Stocksbridge,E14000876,2023-12,0.159,0.097,0.221
Penrith and The Border,E14000877,2023-12,0.084,0.025,0.14300000000000002
Perth and North Perthshire,S14000054,2023-12,0.21100000000000002,0.14800000000000002,0.274
Peterborough,E14000878,2023-12,0.18100000000000002,0.12100000000000002,0.24100000000000002
"Plymouth, Moor View",E14000879,2023-12,0.233,0.165,0.30100000000000005
"Plymouth, Sutton and Devonport",E14000880,2023-12,0.27,0.199,0.341
Pontypridd,W07000075,2023-12,0.255,0.178,0.332
Poole,E14000881,2023-12,0.19,0.14200000000000002,0.238
Poplar and Limehouse,E14000882,2023-12,0.248,0.161,0.33499999999999996
Portsmouth North,E14000883,2023-12,0.171,0.11200000000000002,0.23
Portsmouth South,E14000884,2023-12,0.18600000000000003,0.12800000000000003,0.24400000000000002
Preseli Pembrokeshire,W07000065,2023-12,0.272,0.21800000000000003,0.326
Preston,E14000885,2023-12,0.174,,
Pudsey,E14000886,2023-12,0.121,0.05199999999999999,0.19
Putney,E14000887,2023-12,0.161,0.085,0.237
Rayleigh and Wickford,E14000888,2023-12,0.16899999999999998,0.08399999999999998,0.254
Reading East,E14000889,2023-12,0.138,0.09100000000000001,0.185
Reading West,E14000890,2023-12,0.099,0.05600000000000001,0.14200000000000002
Redcar,E14000891,2023-12,0.289,0.22599999999999998,0.352
Redditch,E14000892,2023-12,0.18899999999999997,0.11299999999999998,0.26499999999999996
Reigate,E14000893,2023-12,0.055,,
Rhondda,W07000052,2023-12,0.255,0.176,0.334
Ribble Valley,E14000894,2023-12,0.16899999999999998,0.09199999999999998,0.246
Richmond (Yorks),E14000895,2023-12,0.21100000000000002,0.126,0.29600000000000004
Richmond Park,E14000896,2023-12,0.182,0.11299999999999999,0.251
Rochdale,E14000897,2023-12,0.276,0.203,0.34900000000000003
Rochester and Strood,E14000898,2023-12,0.17600000000000002,0.12000000000000002,0.232
Rochford and Southend East,E14000899,2023-12,0.2,0.14400000000000002,0.256
Romford,E14000900,2023-12,0.20199999999999999,0.12499999999999999,0.27899999999999997
Romsey and Southampton North,E14000901,2023-12,0.129,0.064,0.194
"Ross, Skye and Lochaber",S14000055,2023-12,0.22399999999999998,,
Rossendale and Darwen,E14000902,2023-12,0.297,0.21699999999999997,0.377
Rother Valley,E14000903,2023-12,0.21,0.13999999999999999,0.28
Rotherham,E14000904,2023-12,0.35600000000000004,0.26,0.45200000000000007
Rugby,E14000905,2023-12,0.14800000000000002,0.08300000000000002,0.21300000000000002
"Ruislip, Northwood and Pinner",E14000906,2023-12,0.13699999999999998,,
Runnymede and Weybridge,E14000907,2023-12,0.158,,
Rushcliffe,E14000908,2023-12,0.177,0.10899999999999999,0.245
Rutherglen and Hamilton West,S14000056,2023-12,0.196,0.113,0.279
Rutland and Melton,E14000909,2023-12,0.201,0.14500000000000002,0.257
Saffron Walden,E14000910,2023-12,0.195,0.106,0.28400000000000003
Salford and Eccles,E14000911,2023-12,0.177,0.11299999999999999,0.241
Salisbury,E14000912,2023-12,0.209,0.13,0.288
Scarborough and Whitby,E14000913,2023-12,0.264,0.18,0.34800000000000003
Scunthorpe,E14000914,2023-12,0.24,0.174,0.306
Sedgefield,E14000915,2023-12,0.249,0.178,0.32
Sefton Central,E14000916,2023-12,0.18,0.10599999999999998,0.254
Selby and Ainsty,E14000917,2023-12,0.151,0.071,0.23099999999999998
Sevenoaks,E14000918,2023-12,0.303,0.16899999999999998,0.437
Sheffield Central,E14000919,2023-12,0.16699999999999998,0.08499999999999999,0.24899999999999997
Sheffield South East,E14000920,2023-12,0.376,0.26,0.492
"Sheffield, Brightside and Hillsborough",E14000921,2023-12,0.32,0.225,0.41500000000000004
"Sheffield, Hallam",E14000922,2023-12,0.242,0.15399999999999997,0.33
"Sheffield, Heeley",E14000923,2023-12,0.221,0.136,0.306
Sherwood,E14000924,2023-12,0.215,0.129,0.301
Shipley,E14000925,2023-12,0.264,0.15900000000000003,0.369
Shrewsbury and Atcham,E14000926,2023-12,0.134,0.07900000000000001,0.189
Sittingbourne and Sheppey,E14000927,2023-12,0.152,0.06,0.244
Skipton and Ripon,E14000928,2023-12,0.222,0.137,0.307
Sleaford and North Hykeham,E14000929,2023-12,0.172,0.09399999999999999,0.25
Slough,E14000930,2023-12,0.145,0.094,0.19599999999999998
Solihull,E14000931,2023-12,0.195,0.14100000000000001,0.249
Somerton and Frome,E14000932,2023-12,0.18100000000000002,0.11100000000000002,0.251
South Basildon and East Thurrock,E14000933,2023-12,0.145,0.087,0.20299999999999999
South Cambridgeshire,E14000934,2023-12,0.166,0.10500000000000001,0.227
South Derbyshire,E14000935,2023-12,0.185,0.107,0.263
South Dorset,E14000936,2023-12,0.22,0.14300000000000002,0.297
South East Cambridgeshire,E14000937,2023-12,0.15,0.07999999999999999,0.22
South East Cornwall,E14000938,2023-12,0.276,0.183,0.36900000000000005
South Holland and The Deepings,E14000939,2023-12,0.17800000000000002,0.08700000000000002,0.269
South Leicestershire,E14000940,2023-12,0.121,0.066,0.176
South Norfolk,E14000941,2023-12,0.156,0.086,0.226
South Northamptonshire,E14000942,2023-12,0.10400000000000001,0.05300000000000001,0.155
South Ribble,E14000943,2023-12,0.114,0.038000000000000006,0.19
South Shields,E14000944,2023-12,0.302,0.245,0.359
South Staffordshire,E14000945,2023-12,0.17,,
South Suffolk,E14000946,2023-12,0.23199999999999998,0.142,0.32199999999999995
South Swindon,E14000947,2023-12,0.14800000000000002,0.09400000000000001,0.202
South Thanet,E14000948,2023-12,0.371,0.22799999999999998,0.514
South West Bedfordshire,E14000949,2023-12,0.131,0.07200000000000001,0.19
South West Devon,E14000950,2023-12,0.217,0.14200000000000002,0.292
South West Hertfordshire,E14000951,2023-12,0.247,0.14600000000000002,0.348
South West Norfolk,E14000952,2023-12,0.127,0.05299999999999999,0.201
South West Surrey,E14000953,2023-12,0.19899999999999998,0.102,0.296
South West Wiltshire,E14000954,2023-12,0.154,0.079,0.22899999999999998
"Southampton, Itchen",E14000955,2023-12,0.205,0.144,0.266
"Southampton, Test",E14000956,2023-12,0.22699999999999998,0.16699999999999998,0.287
Southend West,E14000957,2023-12,0.21100000000000002,0.15600000000000003,0.266
Southport,E14000958,2023-12,0.145,0.07599999999999998,0.214
Spelthorne,E14000959,2023-12,0.231,0.14800000000000002,0.314
St Albans,E14000960,2023-12,0.15,0.075,0.22499999999999998
St Austell and Newquay,E14000961,2023-12,0.183,0.097,0.269
St Helens North,E14000962,2023-12,0.20600000000000002,0.14200000000000002,0.27
St Helens South and Whiston,E14000963,2023-12,0.278,0.21300000000000002,0.343
St Ives,E14000964,2023-12,0.22899999999999998,0.128,0.32999999999999996
Stafford,E14000965,2023-12,0.179,0.089,0.269
Staffordshire Moorlands,E14000966,2023-12,0.19699999999999998,,
Stalybridge and Hyde,E14000967,2023-12,0.22899999999999998,0.16099999999999998,0.297
Stevenage,E14000968,2023-12,0.251,0.133,0.369
Stirling,S14000057,2023-12,0.172,0.131,0.21299999999999997
Stockport,E14000969,2023-12,0.21,0.127,0.293
Stockton North,E14000970,2023-12,0.27899999999999997,0.19799999999999995,0.36
Stockton South,E14000971,2023-12,0.17800000000000002,0.11900000000000002,0.23700000000000002
Stoke-on-Trent Central,E14000972,2023-12,0.29,0.20299999999999999,0.377
Stoke-on-Trent North,E14000973,2023-12,0.125,0.05499999999999999,0.195
Stoke-on-Trent South,E14000974,2023-12,0.183,0.11299999999999999,0.253
Stone,E14000975,2023-12,0.20199999999999999,0.09999999999999999,0.304
Stourbridge,E14000976,2023-12,0.14400000000000002,0.06900000000000002,0.21900000000000003
Stratford-on-Avon,E14000977,2023-12,0.11,0.05,0.16999999999999998
Streatham,E14000978,2023-12,0.21899999999999997,0.11199999999999997,0.32599999999999996
Stretford and Urmston,E14000979,2023-12,0.188,0.11399999999999999,0.262
Stroud,E14000980,2023-12,0.098,0.033,0.163
Suffolk Coastal,E14000981,2023-12,0.215,0.11499999999999999,0.315
Sunderland Central,E14000982,2023-12,0.257,0.184,0.33
Surrey Heath,E14000983,2023-12,0.147,0.05899999999999998,0.235
Sutton Coldfield,E14000985,2023-12,0.16899999999999998,0.08599999999999998,0.252
Sutton and Cheam,E14000984,2023-12,0.172,0.09899999999999999,0.245
Swansea East,W07000048,2023-12,0.23600000000000002,0.167,0.30500000000000005
Swansea West,W07000047,2023-12,0.301,0.22799999999999998,0.374
Tamworth,E14000986,2023-12,0.213,0.121,0.305
Tatton,E14000987,2023-12,0.20199999999999999,,
Taunton Deane,E14000988,2023-12,0.192,0.11900000000000001,0.265
Telford,E14000989,2023-12,0.242,0.176,0.308
Tewkesbury,E14000990,2023-12,0.196,0.11400000000000002,0.278
The Cotswolds,E14000991,2023-12,0.264,0.175,0.35300000000000004
The Wrekin,E14000992,2023-12,0.172,0.10799999999999998,0.236
Thirsk and Malton,E14000993,2023-12,0.135,0.067,0.203
Thornbury and Yate,E14000994,2023-12,0.156,0.093,0.219
Thurrock,E14000995,2023-12,0.203,0.15700000000000003,0.249
Tiverton and Honiton,E14000996,2023-12,0.222,0.14100000000000001,0.303
Tonbridge and Malling,E14000997,2023-12,0.162,0.08700000000000001,0.237
Tooting,E14000998,2023-12,0.111,,
Torbay,E14000999,2023-12,0.23,0.188,0.272
Torfaen,W07000053,2023-12,0.213,0.16799999999999998,0.258
Torridge and West Devon,E14001000,2023-12,0.191,0.09799999999999999,0.28400000000000003
Totnes,E14001001,2023-12,0.225,0.162,0.28800000000000003
Tottenham,E14001002,2023-12,0.222,0.14400000000000002,0.3
Truro and Falmouth,E14001003,2023-12,0.21,0.108,0.312
Tunbridge Wells,E14001004,2023-12,0.134,0.06,0.20800000000000002
Twickenham,E14001005,2023-12,0.182,0.103,0.261
Tynemouth,E14001006,2023-12,0.198,0.14400000000000002,0.252
Uxbridge and South Ruislip,E14001007,2023-12,0.218,,
Vale of Clwyd,W07000060,2023-12,0.26899999999999996,0.21599999999999997,0.32199999999999995
Vale of Glamorgan,W07000078,2023-12,0.242,0.188,0.296
Vauxhall,E14001008,2023-12,0.21,0.103,0.317
Wakefield,E14001009,2023-12,0.196,0.111,0.281
Wallasey,E14001010,2023-12,0.151,,
Walsall North,E14001011,2023-12,0.25,0.151,0.349
Walsall South,E14001012,2023-12,0.248,0.137,0.359
Walthamstow,E14001013,2023-12,0.231,0.137,0.325
Wansbeck,E14001014,2023-12,0.392,0.30600000000000005,0.478
Wantage,E14001015,2023-12,0.21600000000000003,0.10600000000000002,0.326
Warley,E14001016,2023-12,0.215,0.133,0.297
Warrington North,E14001017,2023-12,0.188,0.09999999999999999,0.276
Warrington South,E14001018,2023-12,0.16,0.10200000000000001,0.218
Warwick and Leamington,E14001019,2023-12,0.183,0.121,0.245
Washington and Sunderland West,E14001020,2023-12,0.20600000000000002,0.14600000000000002,0.266
Watford,E14001021,2023-12,0.162,0.08000000000000002,0.244
Waveney,E14001022,2023-12,0.23600000000000002,0.137,0.335
Wealden,E14001023,2023-12,0.17300000000000001,0.10000000000000002,0.246
Weaver Vale,E14001024,2023-12,0.19,0.122,0.258
Wellingborough,E14001025,2023-12,0.201,0.12400000000000001,0.278
Wells,E14001026,2023-12,0.187,0.09799999999999999,0.276
Welwyn Hatfield,E14001027,2023-12,0.19699999999999998,0.10299999999999998,0.291
Wentworth and Dearne,E14001028,2023-12,0.293,0.20999999999999996,0.376
West Aberdeenshire and Kincardine,S14000058,2023-12,0.096,0.041999999999999996,0.15000000000000002
West Bromwich East,E14001029,2023-12,0.303,0.211,0.395
West Bromwich West,E14001030,2023-12,0.337,0.22000000000000003,0.454
West Dorset,E14001031,2023-12,0.192,0.111,0.273
West Dunbartonshire,S14000059,2023-12,0.259,0.21100000000000002,0.307
West Ham,E14001032,2023-12,0.27699999999999997,0.19799999999999995,0.356
West Lancashire,E14001033,2023-12,0.19899999999999998,0.087,0.31099999999999994
West Suffolk,E14001034,2023-12,0.146,0.06499999999999999,0.22699999999999998
West Worcestershire,E14001035,2023-12,0.077,,
Westminster North,E14001036,2023-12,0.218,0.118,0.318
Westmorland and Lonsdale,E14001037,2023-12,0.14,0.07300000000000001,0.20700000000000002
Weston-Super-Mare,E14001038,2023-12,0.17600000000000002,0.12400000000000001,0.22800000000000004
Wigan,E14001039,2023-12,0.271,0.17900000000000002,0.363
Wimbledon,E14001040,2023-12,0.243,0.14999999999999997,0.336
Winchester,E14001041,2023-12,0.165,0.09400000000000001,0.236
Windsor,E14001042,2023-12,0.16399999999999998,0.12799999999999997,0.19999999999999998
Wirral South,E14001043,2023-12,0.259,0.13,0.388
Wirral West,E14001044,2023-12,0.289,0.18,0.39799999999999996
Witham,E14001045,2023-12,0.17300000000000001,,
Witney,E14001046,2023-12,0.096,,
Woking,E14001047,2023-12,0.12,0.05499999999999999,0.185
Wokingham,E14001048,2023-12,0.201,0.15000000000000002,0.252
Wolverhampton North East,E14001049,2023-12,0.259,0.163,0.355
Wolverhampton South East,E14001050,2023-12,0.196,0.103,0.28900000000000003
Wolverhampton South West,E14001051,2023-12,0.243,0.151,0.33499999999999996
Worcester,E14001052,2023-12,0.183,0.097,0.269
Workington,E14001053,2023-12,0.147,0.08499999999999999,0.209
Worsley and Eccles South,E14001054,2023-12,0.259,0.183,0.335
Worthing West,E14001055,2023-12,0.15,0.045,0.255
Wrexham,W07000044,2023-12,0.17800000000000002,0.11600000000000002,0.24000000000000002
Wycombe,E14001056,2023-12,0.191,0.121,0.261
Wyre Forest,E14001058,2023-12,0.185,0.09999999999999999,0.27
Wyre and Preston North,E14001057,2023-12,0.22399999999999998,0.12799999999999997,0.31999999999999995
Wythenshawe and Sale East,E14001059,2023-12,0.168,0.09300000000000001,0.243
Yeovil,E14001060,2023-12,0.22399999999999998,0.13999999999999996,0.308
Ynys Mon,W07000041,2023-12,0.184,0.144,0.224
York Central,E14001061,2023-12,0.179,0.131,0.22699999999999998
York Outer,E14001062,2023-12,0.19399999999999998,0.141,0.24699999999999997
