Year,Country,Value
1960,ARG,1
1961,ARG,1.037409028
1962,ARG,1.011947556
1963,ARG,0.942817438
1964,ARG,1.021851481
1965,ARG,1.112171402
1966,ARG,1.087600362
1967,ARG,1.104863203
1968,ARG,1.140308939
1969,ARG,1.231553417
1970,ARG,1.249327192
1971,ARG,1.299276858
1972,ARG,1.299543046
1973,ARG,1.314307067
1974,ARG,1.363648253
1975,ARG,1.340827212
1976,ARG,1.293042778
1977,ARG,1.36078274
1978,ARG,1.278768337
1979,ARG,1.387112215
1980,ARG,1.386036888
1981,ARG,1.293496926
1982,ARG,1.263938575
1983,ARG,1.298508939
1984,ARG,1.298786557
1985,ARG,1.212896591
1986,ARG,1.268218187
1987,ARG,1.282988997
1988,ARG,1.250011152
1989,ARG,1.143411308
1990,ARG,1.099076794
1991,ARG,1.182496719
1992,ARG,1.258768622
1993,ARG,1.343704002
1994,ARG,1.403097342
1995,ARG,1.345333497
1996,ARG,1.401904331
1997,ARG,1.497560764
1998,ARG,1.537311233
1999,ARG,1.468253488
2000,ARG,1.440254078
2001,ARG,1.361705544
2002,ARG,1.200398581
2003,ARG,1.293060104
2004,ARG,1.39557594
2005,ARG,1.503488808
2006,ARG,1.607755482
2007,ARG,1.735028791
2008,ARG,1.78759644
2009,ARG,1.664825117
2010,ARG,1.828715436
2011,ARG,1.916286824
2012,ARG,1.875177021
2013,ARG,1.898910858
2014,ARG,1.830956805
2015,ARG,1.860795254
2016,ARG,1.802923332
2017,ARG,1.834612381
2018,ARG,1.768536803
2019,ARG,1.716018997
2020,ARG,1.530472541
2021,ARG,1.673681548
1960,AUS,1
1961,AUS,1.004636705
1962,AUS,0.993106493
1963,AUS,1.034801933
1964,AUS,1.085519616
1965,AUS,1.128112583
1966,AUS,1.128879926
1967,AUS,1.185002372
1968,AUS,1.223589207
1969,AUS,1.282668739
1970,AUS,1.347892614
1971,AUS,1.355227166
1972,AUS,1.382571705
1973,AUS,1.397260772
1974,AUS,1.418287698
1975,AUS,1.419653802
1976,AUS,1.441875579
1977,AUS,1.476973841
1978,AUS,1.472936883
1979,AUS,1.516118555
1980,AUS,1.543215651
1981,AUS,1.570038012
1982,AUS,1.594356388
1983,AUS,1.537701151
1984,AUS,1.589115378
1985,AUS,1.650854658
1986,AUS,1.691684001
1987,AUS,1.70878683
1988,AUS,1.777840141
1989,AUS,1.815739078
1990,AUS,1.853048772
1991,AUS,1.822570696
1992,AUS,1.810003961
1993,AUS,1.866584438
1994,AUS,1.922288876
1995,AUS,1.974892298
1996,AUS,2.026314351
1997,AUS,2.082940078
1998,AUS,2.157422236
1999,AUS,2.239714634
2000,AUS,2.300608653
2001,AUS,2.317624262
2002,AUS,2.38291928
2003,AUS,2.428962352
2004,AUS,2.504461467
2005,AUS,2.552188573
2006,AUS,2.586988022
2007,AUS,2.636170563
2008,AUS,2.676069273
2009,AUS,2.670518857
2010,AUS,2.687312057
2011,AUS,2.713606546
2012,AUS,2.770695621
2013,AUS,2.793646001
2014,AUS,2.823268065
2015,AUS,2.842835171
2016,AUS,2.875198699
2017,AUS,2.892592599
2018,AUS,2.931592926
2019,AUS,2.95109245
2020,AUS,2.913366922
2021,AUS,2.974714016
1960,AUT,1
1961,AUT,1.049607172
1962,AUT,1.070824662
1963,AUT,1.107997978
1964,AUT,1.168044112
1965,AUT,1.200866301
1966,AUT,1.259762536
1967,AUT,1.287993938
1968,AUT,1.338628094
1969,AUT,1.417734267
1970,AUT,1.502096496
1971,AUT,1.57189806
1972,AUT,1.659804597
1973,AUT,1.731357209
1974,AUT,1.796549267
1975,AUT,1.794770143
1976,AUT,1.880261683
1977,AUT,1.975020246
1978,AUT,1.972456067
1979,AUT,2.08166007
1980,AUT,2.117701471
1981,AUT,2.109259878
1982,AUT,2.150139897
1983,AUT,2.217646293
1984,AUT,2.218923061
1985,AUT,2.273299228
1986,AUT,2.324139345
1987,AUT,2.354191519
1988,AUT,2.428342584
1989,AUT,2.511394373
1990,AUT,2.600637968
1991,AUT,2.663417016
1992,AUT,2.689414423
1993,AUT,2.68137968
1994,AUT,2.735242215
1995,AUT,2.803921759
1996,AUT,2.865928664
1997,AUT,2.922616043
1998,AUT,3.023967397
1999,AUT,3.125422854
2000,AUT,3.223168473
2001,AUT,3.251540707
2002,AUT,3.289020447
2003,AUT,3.303852171
2004,AUT,3.373223524
2005,AUT,3.42550435
2006,AUT,3.526331257
2007,AUT,3.645934921
2008,AUT,3.687619155
2009,AUT,3.53951183
2010,AUT,3.595881286
2011,AUT,3.688527309
2012,AUT,3.696732459
2013,AUT,3.675945771
2014,AUT,3.671447492
2015,AUT,3.667352353
2016,AUT,3.700082341
2017,AUT,3.757460409
2018,AUT,3.829893464
2019,AUT,3.870757267
2020,AUT,3.605937678
2021,AUT,3.753864679
1960,BDI,1
1961,BDI,0.841298424
1962,BDI,0.894849139
1963,BDI,0.912657495
1964,BDI,0.942700935
1965,BDI,0.953409933
1966,BDI,0.973889638
1967,BDI,1.081036564
1968,BDI,1.052769715
1969,BDI,1.015582575
1970,BDI,1.206304403
1971,BDI,1.210292844
1972,BDI,1.133696029
1973,BDI,1.214424811
1974,BDI,1.176419383
1975,BDI,1.156445684
1976,BDI,1.221690246
1977,BDI,1.328337132
1978,BDI,1.279364828
1979,BDI,1.269849411
1980,BDI,1.230279494
1981,BDI,1.325253654
1982,BDI,1.279513942
1983,BDI,1.292170845
1984,BDI,1.263241321
1985,BDI,1.381910157
1986,BDI,1.400312318
1987,BDI,1.444128181
1988,BDI,1.483962788
1989,BDI,1.475481189
1990,BDI,1.496460998
1991,BDI,1.540053931
1992,BDI,1.515450618
1993,BDI,1.468937674
1994,BDI,1.404790615
1995,BDI,1.218010676
1996,BDI,1.120999872
1997,BDI,1.104413445
1998,BDI,1.135504628
1999,BDI,1.097692886
2000,BDI,1.066292658
2001,BDI,1.061609629
2002,BDI,1.078261344
2003,BDI,1.032170112
2004,BDI,1.042604134
2005,BDI,1.013777376
2006,BDI,1.031079655
2007,BDI,1.028216341
2008,BDI,1.034767669
2009,BDI,1.021029115
2010,BDI,1.024278252
2011,BDI,1.02849328
2012,BDI,1.036968897
2013,BDI,1.050072029
2014,BDI,1.058583943
2015,BDI,0.995275376
2016,BDI,0.973318269
2017,BDI,0.956064777
2018,BDI,0.942898431
2019,BDI,0.92915858
2020,BDI,0.905850998
2021,BDI,0.897796829
1960,BEL,1
1961,BEL,1.046302571
1962,BEL,1.096462678
1963,BEL,1.13565413
1964,BEL,1.203215777
1965,BEL,1.234793509
1966,BEL,1.265187488
1967,BEL,1.306832092
1968,BEL,1.356296267
1969,BEL,1.442126542
1970,BEL,1.521137633
1971,BEL,1.578887449
1972,BEL,1.656001706
1973,BEL,1.756148222
1974,BEL,1.830552314
1975,BEL,1.789386311
1976,BEL,1.887160885
1977,BEL,1.896634031
1978,BEL,1.948715407
1979,BEL,1.992544502
1980,BEL,2.078801918
1981,BEL,2.073050841
1982,BEL,2.085952039
1983,BEL,2.092623169
1984,BEL,2.144267468
1985,BEL,2.179037172
1986,BEL,2.21796501
1987,BEL,2.267192258
1988,BEL,2.366740022
1989,BEL,2.439966938
1990,BEL,2.50902454
1991,BEL,2.545540174
1992,BEL,2.574039173
1993,BEL,2.539341132
1994,BEL,2.613218661
1995,BEL,2.669939885
1996,BEL,2.699941173
1997,BEL,2.795594393
1998,BEL,2.844358614
1999,BEL,2.938384762
2000,BEL,3.040213093
2001,BEL,3.063090177
2002,BEL,3.101439594
2003,BEL,3.120540733
2004,BEL,3.218024208
2005,BEL,3.274676095
2006,BEL,3.336180511
2007,BEL,3.433541546
2008,BEL,3.421748955
2009,BEL,3.325737391
2010,BEL,3.389883023
2011,BEL,3.40276575
2012,BEL,3.406726658
2013,BEL,3.406278728
2014,BEL,3.444721844
2015,BEL,3.494735532
2016,BEL,3.521130183
2017,BEL,3.564400163
2018,BEL,3.611829933
2019,BEL,3.672861786
2020,BEL,3.460996489
2021,BEL,3.656068917
1960,BEN,1
1961,BEN,1.015673266
1962,BEN,0.964953827
1963,BEN,0.993442092
1964,BEN,1.040759534
1965,BEN,1.075738435
1966,BEN,1.093109459
1967,BEN,1.08349032
1968,BEN,1.102830717
1969,BEN,1.111595696
1970,BEN,1.111537269
1971,BEN,1.071877359
1972,BEN,1.116174441
1973,BEN,1.132086682
1974,BEN,1.143703675
1975,BEN,1.062789136
1976,BEN,1.046896044
1977,BEN,1.072379108
1978,BEN,1.058826749
1979,BEN,1.099176318
1980,BEN,1.142632933
1981,BEN,1.222066245
1982,BEN,1.214615388
1983,BEN,1.129181282
1984,BEN,1.184219442
1985,BEN,1.236952055
1986,BEN,1.227202052
1987,BEN,1.173370253
1988,BEN,1.177456895
1989,BEN,1.109841391
1990,BEN,1.173240476
1991,BEN,1.18594164
1992,BEN,1.184164392
1993,BEN,1.198716393
1994,BEN,1.178089786
1995,BEN,1.223869676
1996,BEN,1.244409866
1997,BEN,1.278039392
1998,BEN,1.288877167
1999,BEN,1.316840565
2000,BEN,1.352258933
2001,BEN,1.382108222
2002,BEN,1.403516516
2003,BEN,1.408737945
2004,BEN,1.42728415
2005,BEN,1.406334276
2006,BEN,1.417745415
2007,BEN,1.460023339
2008,BEN,1.487028297
2009,BEN,1.477385857
2010,BEN,1.464985332
2011,BEN,1.464876511
2012,BEN,1.491245233
2013,BEN,1.552797964
2014,BEN,1.603892858
2015,BEN,1.5849399
2016,BEN,1.590262956
2017,BEN,1.631666251
2018,BEN,1.690802212
2019,BEN,1.755467071
2020,BEN,1.772173431
2021,BEN,1.847295495
1960,BFA,1
1961,BFA,1.025522731
1962,BFA,1.072536322
1963,BFA,1.043223099
1964,BFA,1.050759507
1965,BFA,1.073020616
1966,BFA,1.061326367
1967,BFA,1.135943664
1968,BFA,1.151066566
1969,BFA,1.154453254
1970,BFA,1.136048278
1971,BFA,1.132701494
1972,BFA,1.139422362
1973,BFA,1.124692106
1974,BFA,1.195547487
1975,BFA,1.207261352
1976,BFA,1.282855448
1977,BFA,1.258147536
1978,BFA,1.283864926
1979,BFA,1.296968209
1980,BFA,1.272791102
1981,BFA,1.291418398
1982,BFA,1.376626993
1983,BFA,1.342987257
1984,BFA,1.281611619
1985,BFA,1.351081502
1986,BFA,1.417934303
1987,BFA,1.376486036
1988,BFA,1.417815957
1989,BFA,1.41060818
1990,BFA,1.365846367
1991,BFA,1.452552593
1992,BFA,1.42051634
1993,BFA,1.433613132
1994,BFA,1.416312002
1995,BFA,1.459382623
1996,BFA,1.57925799
1997,BFA,1.636470186
1998,BFA,1.708444373
1999,BFA,1.781894361
2000,BFA,1.762171448
2001,BFA,1.822444281
2002,BFA,1.844188902
2003,BFA,1.927309508
2004,BFA,1.951416367
2005,BFA,2.054713284
2006,BFA,2.116081244
2007,BFA,2.137269621
2008,BFA,2.195640285
2009,BFA,2.195366395
2010,BFA,2.311833756
2011,BFA,2.392810509
2012,BFA,2.47114135
2013,BFA,2.536806874
2014,BFA,2.568872021
2015,BFA,2.59142121
2016,BFA,2.666403939
2017,BFA,2.751815706
2018,BFA,2.853454386
2019,BFA,2.935312235
2020,BFA,2.912597395
2021,BFA,3.032309236
1960,BGD,1
1961,BGD,1.030198017
1962,BGD,1.054290941
1963,BGD,1.018387971
1964,BGD,1.096487395
1965,BGD,1.081235025
1966,BGD,1.076507306
1967,BGD,1.025030692
1968,BGD,1.089134906
1969,BGD,1.071111994
1970,BGD,1.103251937
1971,BGD,1.030074928
1972,BGD,0.87373367
1973,BGD,0.879974126
1974,BGD,0.940545077
1975,BGD,0.880929645
1976,BGD,0.910332243
1977,BGD,0.913640642
1978,BGD,0.955408103
1979,BGD,0.978049479
1980,BGD,0.962309865
1981,BGD,1.005271946
1982,BGD,0.998895882
1983,BGD,1.009282849
1984,BGD,1.029616884
1985,BGD,1.037139167
1986,BGD,1.05499716
1987,BGD,1.07062623
1988,BGD,1.073019248
1989,BGD,1.080261921
1990,BGD,1.116994819
1991,BGD,1.133754999
1992,BGD,1.173660097
1993,BGD,1.205697569
1994,BGD,1.228807262
1995,BGD,1.267848749
1996,BGD,1.302159903
1997,BGD,1.336517225
1998,BGD,1.379581813
1999,BGD,1.416619682
2000,BGD,1.463451725
2001,BGD,1.508825119
2002,BGD,1.537820052
2003,BGD,1.582818735
2004,BGD,1.638308296
2005,BGD,1.719092757
2006,BGD,1.811723161
2007,BGD,1.919324688
2008,BGD,2.016763625
2009,BGD,2.099948788
2010,BGD,2.191789726
2011,BGD,2.305204343
2012,BGD,2.425190024
2013,BGD,2.538657921
2014,BGD,2.659187795
2015,BGD,2.799887038
2016,BGD,2.962370374
2017,BGD,3.11838228
2018,BGD,3.307987337
2019,BGD,3.529214373
2020,BGD,3.609366542
2021,BGD,3.815701218
1960,BHS,1
1961,BHS,1.054051262
1962,BHS,1.10809485
1963,BHS,1.166226893
1964,BHS,1.231629829
1965,BHS,1.303097708
1966,BHS,1.360506222
1967,BHS,1.426298127
1968,BHS,1.478572082
1969,BHS,1.543380347
1970,BHS,1.404287622
1971,BHS,1.386071505
1972,BHS,1.304039544
1973,BHS,1.370967901
1974,BHS,1.117012377
1975,BHS,0.932266379
1976,BHS,0.960551117
1977,BHS,1.026387029
1978,BHS,1.147495079
1979,BHS,1.418351675
1980,BHS,1.481274184
1981,BHS,1.319808397
1982,BHS,1.38261942
1983,BHS,1.405659729
1984,BHS,1.574379893
1985,BHS,1.618405943
1986,BHS,1.615505071
1987,BHS,1.632387641
1988,BHS,1.639094065
1989,BHS,1.716145648
1990,BHS,1.656396515
1991,BHS,1.556204301
1992,BHS,1.465274496
1993,BHS,1.438207417
1994,BHS,1.454062305
1995,BHS,1.489576774
1996,BHS,1.525103679
1997,BHS,1.602439853
1998,BHS,1.504911663
1999,BHS,1.662777817
2000,BHS,1.706503587
2001,BHS,1.726798486
2002,BHS,1.750266772
2003,BHS,1.705221055
2004,BHS,1.697213999
2005,BHS,1.731049381
2006,BHS,1.750161678
2007,BHS,1.750651543
2008,BHS,1.685800324
2009,BHS,1.592309628
2010,BHS,1.594217033
2011,BHS,1.584142574
2012,BHS,1.615471496
2013,BHS,1.554612102
2014,BHS,1.569166697
2015,BHS,1.57041685
2016,BHS,1.544055163
2017,BHS,1.579012875
2018,BHS,1.596378564
2019,BHS,1.615989337
2020,BHS,1.22522189
2021,BHS,1.388417434
1960,BLZ,1
1961,BLZ,1.022586987
1962,BLZ,1.045509868
1963,BLZ,1.067649513
1964,BLZ,1.08897671
1965,BLZ,1.109251655
1966,BLZ,1.127499242
1967,BLZ,1.14733701
1968,BLZ,1.195237889
1969,BLZ,1.220968659
1970,BLZ,1.250457007
1971,BLZ,1.276881698
1972,BLZ,1.385265753
1973,BLZ,1.438457312
1974,BLZ,1.611349896
1975,BLZ,1.641409605
1976,BLZ,1.608027028
1977,BLZ,1.678390764
1978,BLZ,1.775479856
1979,BLZ,1.870043547
1980,BLZ,2.072935215
1981,BLZ,2.045268148
1982,BLZ,1.994203417
1983,BLZ,1.905895332
1984,BLZ,1.898848702
1985,BLZ,1.874475799
1986,BLZ,1.915556238
1987,BLZ,2.074190267
1988,BLZ,2.22722439
1989,BLZ,2.462346224
1990,BLZ,2.685599319
1991,BLZ,2.931006515
1992,BLZ,3.217616929
1993,BLZ,3.35002799
1994,BLZ,3.284926882
1995,BLZ,3.222474262
1996,BLZ,3.158088182
1997,BLZ,3.161618244
1998,BLZ,3.171969218
1999,BLZ,3.33970914
2000,BLZ,3.653608163
2001,BLZ,3.718806306
2002,BLZ,3.788515106
2003,BLZ,4.016352997
2004,BLZ,4.076792654
2005,BLZ,4.04386664
2006,BLZ,4.106922524
2007,BLZ,4.120894455
2008,BLZ,3.945436082
2009,BLZ,3.821325988
2010,BLZ,3.774015067
2011,BLZ,3.685005158
2012,BLZ,3.741787298
2013,BLZ,3.824694443
2014,BLZ,3.894703345
2015,BLZ,3.941557737
2016,BLZ,3.866067655
2017,BLZ,3.725685154
2018,BLZ,3.694105612
2019,BLZ,3.790677557
2020,BLZ,3.234188422
2021,BLZ,3.679026165
1960,BMU,1
1961,BMU,1.021492747
1962,BMU,1.041963155
1963,BMU,1.028826555
1964,BMU,1.115076936
1965,BMU,1.140174847
1966,BMU,1.280934615
1967,BMU,1.423075748
1968,BMU,1.425619478
1969,BMU,1.447302248
1970,BMU,1.510684558
1971,BMU,1.574062063
1972,BMU,1.614422179
1973,BMU,1.650556258
1974,BMU,1.677506992
1975,BMU,1.75385489
1976,BMU,1.903441245
1977,BMU,2.008146051
1978,BMU,2.029718145
1979,BMU,2.065608416
1980,BMU,2.194216127
1981,BMU,2.230952473
1982,BMU,2.09783244
1983,BMU,2.121572521
1984,BMU,2.11315915
1985,BMU,2.053534549
1986,BMU,2.171961173
1987,BMU,2.235218523
1988,BMU,2.306032261
1989,BMU,2.29682121
1990,BMU,2.278481976
1991,BMU,2.209309967
1992,BMU,2.224042793
1993,BMU,2.278704559
1994,BMU,2.276523896
1995,BMU,2.359725452
1996,BMU,2.405668067
1997,BMU,2.501022126
1998,BMU,2.579544899
1999,BMU,2.651919751
2000,BMU,2.873310609
2001,BMU,3.047759903
2002,BMU,2.983247004
2003,BMU,3.064876734
2004,BMU,3.115602631
2005,BMU,3.147321955
2006,BMU,3.302808236
2007,BMU,3.394091757
2008,BMU,3.311113672
2009,BMU,3.107525563
2010,BMU,3.053567631
2011,BMU,2.96477444
2012,BMU,2.797345837
2013,BMU,2.780809666
2014,BMU,2.67225781
2015,BMU,2.688895245
2016,BMU,2.699485975
2017,BMU,2.826796493
2018,BMU,2.812580553
2019,BMU,2.82150355
2020,BMU,2.629310925
2021,BMU,2.772777888
1960,BOL,1
1961,BOL,1.000061288
1962,BOL,1.034159389
1963,BOL,1.081619918
1964,BOL,1.101046955
1965,BOL,1.130996734
1966,BOL,1.186564405
1967,BOL,1.23473563
1968,BOL,1.31135931
1969,BOL,1.340453625
1970,BOL,1.379937421
1971,BOL,1.418088123
1972,BOL,1.49736704
1973,BOL,1.548278656
1974,BOL,1.558341983
1975,BOL,1.635091323
1976,BOL,1.672519311
1977,BOL,1.716530011
1978,BOL,1.712740917
1979,BOL,1.677043657
1980,BOL,1.617789704
1981,BOL,1.587135695
1982,BOL,1.492016505
1983,BOL,1.401414872
1984,BOL,1.369228577
1985,BOL,1.318086309
1986,BOL,1.257312768
1987,BOL,1.261317381
1988,BOL,1.270804279
1989,BOL,1.291435232
1990,BOL,1.323300255
1991,BOL,1.364401894
1992,BOL,1.358821891
1993,BOL,1.388651293
1994,BOL,1.425270904
1995,BOL,1.463837715
1996,BOL,1.499400863
1997,BOL,1.545014765
1998,BOL,1.593481841
1999,BOL,1.571437147
2000,BOL,1.582050022
2001,BOL,1.580468181
2002,BOL,1.591635617
2003,BOL,1.606489921
2004,BOL,1.644679534
2005,BOL,1.687892041
2006,BOL,1.738224436
2007,BOL,1.786028853
2008,BOL,1.863331239
2009,BOL,1.893171677
2010,BOL,1.938140857
2011,BOL,2.00507792
2012,BOL,2.073194356
2013,BOL,2.178301068
2014,BOL,2.260710272
2015,BOL,2.333517327
2016,BOL,2.395660625
2017,BOL,2.458506069
2018,BOL,2.524511971
2019,BOL,2.543135227
2020,BOL,2.290032112
2021,BOL,2.401029338
1960,BRA,1
1961,BRA,1.053743035
1962,BRA,1.090442051
1963,BRA,1.065188812
1964,BRA,1.069978372
1965,BRA,1.06508964
1966,BRA,1.105673772
1967,BRA,1.121878561
1968,BRA,1.200429363
1969,BRA,1.281732497
1970,BRA,1.380240565
1971,BRA,1.499512068
1972,BRA,1.638282893
1973,BRA,1.822598041
1974,BRA,1.924785332
1975,BRA,1.977059784
1976,BRA,2.129195728
1977,BRA,2.18222683
1978,BRA,2.237186349
1979,BRA,2.332764367
1980,BRA,2.488196398
1981,BRA,2.327636298
1982,BRA,2.29386383
1983,BRA,2.177144092
1984,BRA,2.244811517
1985,BRA,2.369798952
1986,BRA,2.495123162
1987,BRA,2.53201597
1988,BRA,2.481931558
1989,BRA,2.512797146
1990,BRA,2.360382037
1991,BRA,2.343842928
1992,BRA,2.292747625
1993,BRA,2.367091417
1994,BRA,2.466105806
1995,BRA,2.530424065
1996,BRA,2.547036353
1997,BRA,2.594292615
1998,BRA,2.565121288
1999,BRA,2.540782239
2000,BRA,2.616266612
2001,BRA,2.617827188
2002,BRA,2.663907302
2003,BRA,2.662541099
2004,BRA,2.784000419
2005,BRA,2.841227538
2006,BRA,2.922144619
2007,BRA,3.067691672
2008,BRA,3.192292785
2009,BRA,3.158031875
2010,BRA,3.364024489
2011,BRA,3.465395878
2012,BRA,3.500315079
2013,BRA,3.574320716
2014,BRA,3.56164922
2015,BRA,3.406421251
2016,BRA,3.268208331
2017,BRA,3.285310754
2018,BRA,3.317471926
2019,BRA,3.332343502
2020,BRA,3.181857163
2021,BRA,3.311291051
1960,BWA,1
1961,BWA,1.040035015
1962,BWA,1.084502152
1963,BWA,1.122326809
1964,BWA,1.170789164
1965,BWA,1.219979549
1966,BWA,1.288618614
1967,BWA,1.355840615
1968,BWA,1.488996416
1969,BWA,1.702257589
1970,BWA,1.975150267
1971,BWA,2.436225259
1972,BWA,2.968106763
1973,BWA,3.432534029
1974,BWA,3.549174724
1975,BWA,3.656687269
1976,BWA,3.842814883
1977,BWA,4.088151237
1978,BWA,4.440633426
1979,BWA,4.73427378
1980,BWA,5.047133404
1981,BWA,5.257245569
1982,BWA,5.664739667
1983,BWA,6.181614024
1984,BWA,6.47512125
1985,BWA,6.695667212
1986,BWA,6.993790268
1987,BWA,7.561272661
1988,BWA,8.738975219
1989,BWA,9.573587966
1990,BWA,9.918692415
1991,BWA,10.35655858
1992,BWA,10.35773665
1993,BWA,10.25612603
1994,BWA,10.33639663
1995,BWA,10.77576625
1996,BWA,11.12621896
1997,BWA,11.77581419
1998,BWA,11.56841609
1999,BWA,12.41781858
2000,BWA,12.40484718
2001,BWA,12.18928415
2002,BWA,12.6899992
2003,BWA,13.04640045
2004,BWA,13.16717172
2005,BWA,13.5218793
2006,BWA,14.38011364
2007,BWA,14.91707683
2008,BWA,15.09263872
2009,BWA,12.69433426
2010,BWA,13.69412367
2011,BWA,14.34009819
2012,BWA,14.04323319
2013,BWA,15.30791957
2014,BWA,15.87150636
2015,BWA,14.80812095
2016,BWA,15.55575629
2017,BWA,15.86230794
2018,BWA,16.19272798
2019,BWA,16.36146595
2020,BWA,14.6598195
2021,BWA,16.06159402
1960,CAF,1
1961,CAF,1.030736282
1962,CAF,0.974152325
1963,CAF,0.94890657
1964,CAF,0.949677041
1965,CAF,0.939246569
1966,CAF,0.925443271
1967,CAF,0.947647047
1968,CAF,0.939354643
1969,CAF,0.982947998
1970,CAF,0.983576857
1971,CAF,0.974025064
1972,CAF,0.954845304
1973,CAF,0.954144557
1974,CAF,0.99496358
1975,CAF,0.979475325
1976,CAF,1.017352571
1977,CAF,1.045389055
1978,CAF,1.047338425
1979,CAF,1.011104583
1980,CAF,0.955845051
1981,CAF,0.931161126
1982,CAF,0.99218537
1983,CAF,0.901522362
1984,CAF,0.975878449
1985,CAF,1.002469831
1986,CAF,1.026057812
1987,CAF,0.963461622
1988,CAF,0.964581988
1989,CAF,0.959506706
1990,CAF,0.910454801
1991,CAF,0.877671114
1992,CAF,0.795573176
1993,CAF,0.773067306
1994,CAF,0.785839689
1995,CAF,0.819574643
1996,CAF,0.766472067
1997,CAF,0.784947563
1998,CAF,0.79951158
1999,CAF,0.805567018
2000,CAF,0.763820922
2001,CAF,0.780157946
2002,CAF,0.790711731
2003,CAF,0.730164198
2004,CAF,0.757330622
2005,CAF,0.747196156
2006,CAF,0.767255887
2007,CAF,0.787709893
2008,CAF,0.787395305
2009,CAF,0.836783841
2010,CAF,0.85758616
2011,CAF,0.879971173
2012,CAF,0.916447371
2013,CAF,0.579399133
2014,CAF,0.58031523
2015,CAF,0.602896217
2016,CAF,0.620609906
2017,CAF,0.636689434
2018,CAF,0.648100311
2019,CAF,0.65349905
2020,CAF,0.642881157
2021,CAF,0.635100498
1960,CHL,1
1961,CHL,1.030714443
1962,CHL,1.050412023
1963,CHL,1.089937789
1964,CHL,1.096398729
1965,CHL,1.085912717
1966,CHL,1.18594803
1967,CHL,1.207141659
1968,CHL,1.228732822
1969,CHL,1.255324439
1970,CHL,1.256913142
1971,CHL,1.35277131
1972,CHL,1.317674916
1973,CHL,1.231729093
1974,CHL,1.241214239
1975,CHL,1.064002195
1976,CHL,1.087875421
1977,CHL,1.183429448
1978,CHL,1.25535415
1979,CHL,1.340977209
1980,CHL,1.427181829
1981,CHL,1.498391687
1982,CHL,1.314180116
1983,CHL,1.230617344
1984,CHL,1.263058267
1985,CHL,1.294667208
1986,CHL,1.34378372
1987,CHL,1.408285321
1988,CHL,1.487665289
1989,CHL,1.609105903
1990,CHL,1.636047462
1991,CHL,1.735240057
1992,CHL,1.898168154
1993,CHL,1.992002272
1994,CHL,2.060949269
1995,CHL,2.212961554
1996,CHL,2.331377295
1997,CHL,2.470941153
1998,CHL,2.542071373
1999,CHL,2.505103157
2000,CHL,2.599604591
2001,CHL,2.651854993
2002,CHL,2.707175624
2003,CHL,2.805488506
2004,CHL,2.963054281
2005,CHL,3.105503651
2006,CHL,3.261275438
2007,CHL,3.396357543
2008,CHL,3.489954397
2009,CHL,3.415677677
2010,CHL,3.579252524
2011,CHL,3.764515958
2012,CHL,3.957475198
2013,CHL,4.049146158
2014,CHL,4.080443135
2015,CHL,4.125562977
2016,CHL,4.148265861
2017,CHL,4.139419002
2018,CHL,4.227964411
2019,CHL,4.184899092
2020,CHL,3.881541559
2021,CHL,4.291562752
1960,CHN,1
1961,CHN,0.734723564
1962,CHN,0.688057561
1963,CHN,0.740503059
1964,CHN,0.855051443
1965,CHN,0.976450698
1966,CHN,1.050743012
1967,CHN,0.964986646
1968,CHN,0.901573016
1969,CHN,1.02580383
1970,CHN,1.190449441
1971,CHN,1.23996233
1972,CHN,1.255959158
1973,CHN,1.322867783
1974,CHN,1.32575171
1975,CHN,1.416120786
1976,CHN,1.372485545
1977,CHN,1.456399334
1978,CHN,1.599798697
1979,CHN,1.698436905
1980,CHN,1.808667373
1981,CHN,1.876942824
1982,CHN,2.01627599
1983,CHN,2.201393052
1984,CHN,2.502764198
1985,CHN,2.800507085
1986,CHN,3.006104449
1987,CHN,3.303142554
1988,CHN,3.615163059
1989,CHN,3.709911392
1990,CHN,3.799192583
1991,CHN,4.094849245
1992,CHN,4.62034983
1993,CHN,5.201682091
1994,CHN,5.813732248
1995,CHN,6.380859206
1996,CHN,6.940870835
1997,CHN,7.504781718
1998,CHN,8.016312485
1999,CHN,8.556089737
2000,CHN,9.209655009
2001,CHN,9.905136366
2002,CHN,10.73765119
2003,CHN,11.74213447
2004,CHN,12.85312343
2005,CHN,14.23372563
2006,CHN,15.95505344
2007,CHN,18.13065589
2008,CHN,19.77878329
2009,CHN,21.53038199
2010,CHN,23.70556045
2011,CHN,25.82811272
2012,CHN,27.67082557
2013,CHN,29.62182191
2014,CHN,31.62152011
2015,CHN,33.65185459
2016,CHN,35.75112978
2017,CHN,38.00411703
2018,CHN,40.38002063
2019,CHN,42.63133473
2020,CHN,43.48252006
2021,CHN,46.96692452
1960,CIV,1
1961,CIV,1.059425632
1962,CIV,1.032204712
1963,CIV,1.136804629
1964,CIV,1.286006335
1965,CIV,1.198447681
1966,CIV,1.286153651
1967,CIV,1.293911766
1968,CIV,1.400500292
1969,CIV,1.47424038
1970,CIV,1.56125779
1971,CIV,1.636651773
1972,CIV,1.631498208
1973,CIV,1.651776405
1974,CIV,1.646537864
1975,CIV,1.703092338
1976,CIV,1.845339608
1977,CIV,1.907359168
1978,CIV,2.037174191
1979,CIV,2.008854012
1980,CIV,1.722503562
1981,CIV,1.717082048
1982,CIV,1.657751807
