,LOCATION,TIME,Trade
860,GRC,2015 Apr,-2.471859
861,GRC,2015 Jul,-5.040009
862,GRC,2015 Oct,-0.626931
863,GRC,2016 Jan,-2.830639
864,GRC,2016 Apr,0.8155807
865,GRC,2016 Jul,9.741528
866,GRC,2016 Oct,-2.25685
867,GRC,2017 Jan,4.149314
868,GRC,2017 Apr,4.351592
869,GRC,2017 Jul,4.732527
870,GRC,2017 Oct,8.838242
871,GRC,2018 Jan,11.73863
872,GRC,2018 Apr,-0.9027536
873,GRC,2018 Jul,-2.051385
874,GRC,2018 Oct,-0.07075156
875,GRC,2019 Jan,-2.202944
887,HUN,2000 Jan,0.2902057
888,HUN,2000 Apr,2.476692
889,HUN,2000 Jul,3.690275
890,HUN,2000 Oct,2.843119
891,HUN,2001 Jan,6.17079
892,HUN,2001 Apr,-3.193279
893,HUN,2001 Jul,1.664523
894,HUN,2001 Oct,0.03411302
895,HUN,2002 Jan,4.535291
896,HUN,2002 Apr,7.099998
897,HUN,2002 Jul,3.221351
898,HUN,2002 Oct,1.155645
899,HUN,2003 Jan,9.00849
900,HUN,2003 Apr,5.910023
901,HUN,2003 Jul,4.446844
902,HUN,2003 Oct,10.68737
903,HUN,2004 Jan,9.461118
904,HUN,2004 Apr,-0.4172249
905,HUN,2004 Jul,4.113696
906,HUN,2004 Oct,11.09208
907,HUN,2005 Jan,0.7073149
908,HUN,2005 Apr,1.749817
909,HUN,2005 Jul,-0.1223592
910,HUN,2005 Oct,1.560684
911,HUN,2006 Jan,5.983422
912,HUN,2006 Apr,7.470963
913,HUN,2006 Jul,4.556263
914,HUN,2006 Oct,9.26501
915,HUN,2007 Jan,5.499289
916,HUN,2007 Apr,5.250772
917,HUN,2007 Jul,7.052588
918,HUN,2007 Oct,6.423543
919,HUN,2008 Jan,9.921985
920,HUN,2008 Apr,4.787627
921,HUN,2008 Jul,-5.208301
922,HUN,2008 Oct,-23.97862
923,HUN,2009 Jan,-16.18046
924,HUN,2009 Apr,9.141598
925,HUN,2009 Jul,9.857292
926,HUN,2009 Oct,8.328526
927,HUN,2010 Jan,-3.092953
928,HUN,2010 Apr,-1.155411
929,HUN,2010 Jul,6.661601
930,HUN,2010 Oct,8.714558
931,HUN,2011 Jan,6.984962
932,HUN,2011 Apr,3.961202
933,HUN,2011 Jul,-1.117374
934,HUN,2011 Oct,-6.083369
935,HUN,2012 Jan,-2.780748
936,HUN,2012 Apr,-0.5350571
937,HUN,2012 Jul,-0.5978819
938,HUN,2012 Oct,-0.2458624
939,HUN,2013 Jan,1.115531
940,HUN,2013 Apr,1.633928
941,HUN,2013 Jul,2.860031
942,HUN,2013 Oct,4.766513
943,HUN,2014 Jan,-0.6517498
944,HUN,2014 Apr,2.150275
945,HUN,2014 Jul,-2.154008
946,HUN,2014 Oct,-4.977476
947,HUN,2015 Jan,-6.675654
948,HUN,2015 Apr,-0.7316599
949,HUN,2015 Jul,1.398275
950,HUN,2015 Oct,-0.048294
951,HUN,2016 Jan,-1.532378
952,HUN,2016 Apr,6.331151
953,HUN,2016 Jul,-1.018886
954,HUN,2016 Oct,-1.160625
955,HUN,2017 Jan,3.074842
956,HUN,2017 Apr,3.376747
957,HUN,2017 Jul,7.933503
958,HUN,2017 Oct,1.713598
959,HUN,2018 Jan,5.524115
960,HUN,2018 Apr,-0.8708196
961,HUN,2018 Jul,-4.632782
962,HUN,2018 Oct,0.6703108
963,HUN,2019 Jan,3.67347
975,ISL,2000 Jan,-4.62015
976,ISL,2000 Apr,-3.02818
977,ISL,2000 Jul,4.290339
978,ISL,2000 Oct,-10.96572
979,ISL,2001 Jan,17.96126
980,ISL,2001 Apr,-11.99716
981,ISL,2001 Jul,7.98149
982,ISL,2001 Oct,8.676318
983,ISL,2002 Jan,0.5893304
984,ISL,2002 Apr,3.715946
985,ISL,2002 Jul,2.342053
986,ISL,2002 Oct,-3.997445
987,ISL,2003 Jan,13.7543
988,ISL,2003 Apr,-7.566881
989,ISL,2003 Jul,0.8833799
990,ISL,2003 Oct,1.274225
991,ISL,2004 Jan,22.61609
992,ISL,2004 Apr,-10.49019
993,ISL,2004 Jul,11.13311
994,ISL,2004 Oct,7.735758
995,ISL,2005 Jan,1.522952
996,ISL,2005 Apr,3.929985
997,ISL,2005 Jul,-10.55505
998,ISL,2005 Oct,0.7339016
999,ISL,2006 Jan,6.863993
1000,ISL,2006 Apr,15.48916
1001,ISL,2006 Jul,-2.259242
1002,ISL,2006 Oct,-3.582148
1003,ISL,2007 Jan,23.21804
1004,ISL,2007 Apr,-13.46015
1005,ISL,2007 Jul,-2.262935
1006,ISL,2007 Oct,48.22483
1007,ISL,2008 Jan,-10.06433
1008,ISL,2008 Apr,35.47161
1009,ISL,2008 Jul,-13.85236
1010,ISL,2008 Oct,-20.02158
1011,ISL,2009 Jan,-9.369572
1012,ISL,2009 Apr,-13.61087
1013,ISL,2009 Jul,25.84938
1014,ISL,2009 Oct,-3.659333
1015,ISL,2010 Jan,3.426165
1016,ISL,2010 Apr,1.653701
1017,ISL,2010 Jul,2.269876
1018,ISL,2010 Oct,8.832801
1019,ISL,2011 Jan,1.106609
1020,ISL,2011 Apr,3.841784
1021,ISL,2011 Jul,11.85667
1022,ISL,2011 Oct,-9.167777
1023,ISL,2012 Jan,-2.753872
1024,ISL,2012 Apr,-1.885121
1025,ISL,2012 Jul,1.180773
1026,ISL,2012 Oct,-2.597664
1027,ISL,2013 Jan,4.300045
1028,ISL,2013 Apr,-11.0046
1029,ISL,2013 Jul,12.53583
1030,ISL,2013 Oct,-3.646802
1031,ISL,2014 Jan,-2.025836
1032,ISL,2014 Apr,-1.181431
1033,ISL,2014 Jul,12.99547
1034,ISL,2014 Oct,-7.136782
1035,ISL,2015 Jan,-0.1911613
1036,ISL,2015 Apr,0.2858132
1037,ISL,2015 Jul,-11.13068
1038,ISL,2015 Oct,-2.452616
1039,ISL,2016 Jan,-1.14249
1040,ISL,2016 Apr,3.288263
1041,ISL,2016 Jul,0.5896518
1042,ISL,2016 Oct,0.8190744
1043,ISL,2017 Jan,-11.82697
1044,ISL,2017 Apr,28.94352
1045,ISL,2017 Jul,-3.391897
1046,ISL,2017 Oct,6.668814
1047,ISL,2018 Jan,8.381407
1048,ISL,2018 Apr,-3.557851
1049,ISL,2018 Jul,1.098063
1050,ISL,2018 Oct,-4.286905
1051,ISL,2019 Jan,8.047194
1063,IRL,2000 Jan,-2.047676
1064,IRL,2000 Apr,3.095248
1065,IRL,2000 Jul,2.083217
1066,IRL,2000 Oct,7.841691
1067,IRL,2001 Jan,3.830174
1068,IRL,2001 Apr,-6.873529
1069,IRL,2001 Jul,3.839748
1070,IRL,2001 Oct,-2.599027
1071,IRL,2002 Jan,8.034735
1072,IRL,2002 Apr,1.865451
1073,IRL,2002 Jul,-1.354373
1074,IRL,2002 Oct,-2.362417
1075,IRL,2003 Jan,0.06181868
1076,IRL,2003 Apr,7.35714
1077,IRL,2003 Jul,-0.6507241
1078,IRL,2003 Oct,10.46388
1079,IRL,2004 Jan,4.293098
1080,IRL,2004 Apr,-4.071078
1081,IRL,2004 Jul,0.5626158
1082,IRL,2004 Oct,5.561554
1083,IRL,2005 Jan,2.656607
1084,IRL,2005 Apr,1.577852
1085,IRL,2005 Jul,-4.220234
1086,IRL,2005 Oct,-0.2636678
1087,IRL,2006 Jan,-4.188635
1088,IRL,2006 Apr,4.28174
1089,IRL,2006 Jul,3.309089
1090,IRL,2006 Oct,4.342796
1091,IRL,2007 Jan,0.8131329
1092,IRL,2007 Apr,5.107243
1093,IRL,2007 Jul,-1.474858
1094,IRL,2007 Oct,4.080313
1095,IRL,2008 Jan,3.630183
1096,IRL,2008 Apr,1.311403
1097,IRL,2008 Jul,-3.681842
1098,IRL,2008 Oct,-10.36956
1099,IRL,2009 Jan,-0.6580026
1100,IRL,2009 Apr,3.72758
1101,IRL,2009 Jul,-0.07236113
1102,IRL,2009 Oct,-2.941756
1103,IRL,2010 Jan,2.616634
1104,IRL,2010 Apr,-5.03776
1105,IRL,2010 Jul,6.656042
1106,IRL,2010 Oct,4.591793
1107,IRL,2011 Jan,2.657809
1108,IRL,2011 Apr,4.302631
1109,IRL,2011 Jul,-4.139208
1110,IRL,2011 Oct,-3.697469
1111,IRL,2012 Jan,-0.09905436
1112,IRL,2012 Apr,-5.683811
1113,IRL,2012 Jul,4.916351
1114,IRL,2012 Oct,-4.446085
1115,IRL,2013 Jan,-2.207426
1116,IRL,2013 Apr,1.177
1117,IRL,2013 Jul,4.4208
1118,IRL,2013 Oct,0.7174857
1119,IRL,2014 Jan,-1.945315
1120,IRL,2014 Apr,6.528741
1121,IRL,2014 Jul,-2.237106
1122,IRL,2014 Oct,-2.221555
1123,IRL,2015 Jan,-3.102092
1124,IRL,2015 Apr,6.47073
1125,IRL,2015 Jul,-1.153767
1126,IRL,2015 Oct,7.168951
1127,IRL,2016 Jan,-6.869648
1128,IRL,2016 Apr,8.81109
1129,IRL,2016 Jul,1.839793
1130,IRL,2016 Oct,-1.635068
1131,IRL,2017 Jan,-0.009107861
1132,IRL,2017 Apr,0.9504302
1133,IRL,2017 Jul,2.140856
1134,IRL,2017 Oct,6.599916
1135,IRL,2018 Jan,10.58868
1136,IRL,2018 Apr,2.980448
1137,IRL,2018 Jul,-3.441888
1138,IRL,2018 Oct,5.995355
1139,IRL,2019 Jan,-1.759387
1151,ITA,2000 Jan,0.02934611
1152,ITA,2000 Apr,-1.546994
1153,ITA,2000 Jul,2.262034
1154,ITA,2000 Oct,-0.3457811
1155,ITA,2001 Jan,4.847236
1156,ITA,2001 Apr,-5.272543
1157,ITA,2001 Jul,-0.05359749
1158,ITA,2001 Oct,1.010501
1159,ITA,2002 Jan,-3.80827
1160,ITA,2002 Apr,4.951742
1161,ITA,2002 Jul,7.92138
1162,ITA,2002 Oct,2.70851
1163,ITA,2003 Jan,5.184309
1164,ITA,2003 Apr,2.315444
1165,ITA,2003 Jul,-0.05077489
1166,ITA,2003 Oct,13.87217
1167,ITA,2004 Jan,0.7057692
1168,ITA,2004 Apr,1.425981
1169,ITA,2004 Jul,2.715917
1170,ITA,2004 Oct,6.161626
1171,ITA,2005 Jan,2.25005
1172,ITA,2005 Apr,-1.422447
1173,ITA,2005 Jul,-0.5565189
1174,ITA,2005 Oct,-1.110281
1175,ITA,2006 Jan,4.108948
1176,ITA,2006 Apr,8.10288
1177,ITA,2006 Jul,3.860306
1178,ITA,2006 Oct,6.910277
1179,ITA,2007 Jan,2.137769
1180,ITA,2007 Apr,4.513463
1181,ITA,2007 Jul,3.546044
1182,ITA,2007 Oct,5.674362
1183,ITA,2008 Jan,6.614816
1184,ITA,2008 Apr,3.351123
1185,ITA,2008 Jul,-6.599535
1186,ITA,2008 Oct,-19.34046
1187,ITA,2009 Jan,-14.37271
1188,ITA,2009 Apr,1.901325
1189,ITA,2009 Jul,5.890288
1190,ITA,2009 Oct,6.757056
1191,ITA,2010 Jan,-1.335935
1192,ITA,2010 Apr,-3.324705
1193,ITA,2010 Jul,5.484794
1194,ITA,2010 Oct,8.366484
1195,ITA,2011 Jan,4.616605
1196,ITA,2011 Apr,7.290625
1197,ITA,2011 Jul,-0.2650397
1198,ITA,2011 Oct,-4.536573
1199,ITA,2012 Jan,-1.542577
1200,ITA,2012 Apr,-0.7531782
1201,ITA,2012 Jul,-0.9348928
1202,ITA,2012 Oct,2.349719
1203,ITA,2013 Jan,1.278098
1204,ITA,2013 Apr,-1.21715
1205,ITA,2013 Jul,2.276621
1206,ITA,2013 Oct,2.829955
1207,ITA,2014 Jan,2.284862
1208,ITA,2014 Apr,0.01093915
1209,ITA,2014 Jul,-2.807492
1210,ITA,2014 Oct,-4.547907
1211,ITA,2015 Jan,-9.041886
1212,ITA,2015 Apr,-0.3007163
1213,ITA,2015 Jul,-1.589088
1214,ITA,2015 Oct,-0.5870438
1215,ITA,2016 Jan,0.6955466
1216,ITA,2016 Apr,2.84813
1217,ITA,2016 Jul,0.5718095
1218,ITA,2016 Oct,-1.25965
1219,ITA,2017 Jan,1.606023
1220,ITA,2017 Apr,5.33346
1221,ITA,2017 Jul,7.724218
1222,ITA,2017 Oct,3.046132
1223,ITA,2018 Jan,3.120238
1224,ITA,2018 Apr,-2.30231
1225,ITA,2018 Jul,-1.510149
1226,ITA,2018 Oct,-0.6896965
1227,ITA,2019 Jan,-0.1475242
1239,JPN,2000 Jan,-0.3589838
1240,JPN,2000 Apr,4.000465
1241,JPN,2000 Jul,1.299499
1242,JPN,2000 Oct,-0.09369523
1243,JPN,2001 Jan,-10.64815
1244,JPN,2001 Apr,-7.077016
1245,JPN,2001 Jul,-1.031502
1246,JPN,2001 Oct,-5.108533
1247,JPN,2002 Jan,-0.3152993
1248,JPN,2002 Apr,9.03325
1249,JPN,2002 Jul,5.191634
1250,JPN,2002 Oct,1.466858
1251,JPN,2003 Jan,2.013032
1252,JPN,2003 Apr,1.657813
1253,JPN,2003 Jul,3.065765
1254,JPN,2003 Oct,8.420278
1255,JPN,2004 Jan,7.951196
1256,JPN,2004 Apr,2.311072
1257,JPN,2004 Jul,-0.2985315
1258,JPN,2004 Oct,3.686491
1259,JPN,2005 Jan,2.208987
1260,JPN,2005 Apr,0.4096487
1261,JPN,2005 Jul,-0.780053
1262,JPN,2005 Oct,0.7304153
1263,JPN,2006 Jan,4.845659
1264,JPN,2006 Apr,2.990731
1265,JPN,2006 Jul,1.106335
1266,JPN,2006 Oct,2.468991
1267,JPN,2007 Jan,3.252451
1268,JPN,2007 Apr,-0.4085044
1269,JPN,2007 Jul,4.95143
1270,JPN,2007 Oct,6.92346
1271,JPN,2008 Jan,5.995117
1272,JPN,2008 Apr,-2.072068
1273,JPN,2008 Jul,1.746543
1274,JPN,2008 Oct,-13.52022
1275,JPN,2009 Jan,-30.64211
1276,JPN,2009 Apr,7.459756
1277,JPN,2009 Jul,18.14717
1278,JPN,2009 Oct,13.85487
1279,JPN,2010 Jan,1.930725
1280,JPN,2010 Apr,2.285775
1281,JPN,2010 Jul,7.2607
1282,JPN,2010 Oct,7.290106
1283,JPN,2011 Jan,-3.387018
1284,JPN,2011 Apr,-6.070585
1285,JPN,2011 Jul,14.69933
1286,JPN,2011 Oct,-5.582637
1287,JPN,2012 Jan,-2.037514
1288,JPN,2012 Apr,1.790092
1289,JPN,2012 Jul,-2.824237
1290,JPN,2012 Oct,-8.485343
1291,JPN,2013 Jan,-1.405419
1292,JPN,2013 Apr,0.2127662
1293,JPN,2013 Jul,-0.7809907
1294,JPN,2013 Oct,-3.720074
1295,JPN,2014 Jan,-1.165746
1296,JPN,2014 Apr,2.484684
1297,JPN,2014 Jul,0.521464
1298,JPN,2014 Oct,-5.938845
1299,JPN,2015 Jan,-2.774223
1300,JPN,2015 Apr,-2.438943
1301,JPN,2015 Jul,-1.035561
1302,JPN,2015 Oct,-4.465106
1303,JPN,2016 Jan,1.829631
1304,JPN,2016 Apr,5.485131
1305,JPN,2016 Jul,3.980391
1306,JPN,2016 Oct,-2.44081
1307,JPN,2017 Jan,4.047373
1308,JPN,2017 Apr,1.679843
1309,JPN,2017 Jul,3.153841
1310,JPN,2017 Oct,1.01873
1311,JPN,2018 Jan,3.829404
1312,JPN,2018 Apr,0.9460334
1313,JPN,2018 Jul,-2.652402
1314,JPN,2018 Oct,-0.9929549
1315,JPN,2019 Jan,-2.165001
1327,KOR,2000 Jan,3.563427
1328,KOR,2000 Apr,2.251634
1329,KOR,2000 Jul,6.999516
1330,KOR,2000 Oct,-5.668417
1331,KOR,2001 Jan,-1.53461
1332,KOR,2001 Apr,-10.73197
1333,KOR,2001 Jul,-3.600174
1334,KOR,2001 Oct,-4.170621
1335,KOR,2002 Jan,6.494051
1336,KOR,2002 Apr,7.04876
1337,KOR,2002 Jul,6.083938
1338,KOR,2002 Oct,3.010412
1339,KOR,2003 Jan,3.449352
1340,KOR,2003 Apr,0.7545255
1341,KOR,2003 Jul,8.42268
1342,KOR,2003 Oct,11.05262
1343,KOR,2004 Jan,13.5184
1344,KOR,2004 Apr,1.543434
1345,KOR,2004 Jul,0.3611364
1346,KOR,2004 Oct,5.527154
1347,KOR,2005 Jan,4.193301
1348,KOR,2005 Apr,-1.087585
1349,KOR,2005 Jul,5.743794
1350,KOR,2005 Oct,2.345379
1351,KOR,2006 Jan,3.741777
1352,KOR,2006 Apr,3.828881
1353,KOR,2006 Jul,5.001312
1354,KOR,2006 Oct,1.272927
1355,KOR,2007 Jan,3.815104
1356,KOR,2007 Apr,2.955727
1357,KOR,2007 Jul,1.489246
1358,KOR,2007 Oct,8.666675
1359,KOR,2008 Jan,3.722445
1360,KOR,2008 Apr,7.874325
1361,KOR,2008 Jul,3.411469
1362,KOR,2008 Oct,-21.94705
1363,KOR,2009 Jan,-13.3
1364,KOR,2009 Apr,11.51796
1365,KOR,2009 Jul,9.705215
1366,KOR,2009 Oct,5.358736
1367,KOR,2010 Jan,5.006811
1368,KOR,2010 Apr,10.00885
1369,KOR,2010 Jul,0.8247264
1370,KOR,2010 Oct,6.985559
1371,KOR,2011 Jan,7.968465
1372,KOR,2011 Apr,2.58986
1373,KOR,2011 Jul,2.305573
1374,KOR,2011 Oct,-4.130557
1375,KOR,2012 Jan,3.103637
1376,KOR,2012 Apr,-3.09043
1377,KOR,2012 Jul,-1.624469
1378,KOR,2012 Oct,1.903112
1379,KOR,2013 Jan,2.353368
1380,KOR,2013 Apr,-1.319833
1381,KOR,2013 Jul,0.0560342
1382,KOR,2013 Oct,2.982253
1383,KOR,2014 Jan,0.3921725
1384,KOR,2014 Apr,-0.3365334
1385,KOR,2014 Jul,0.3718668
1386,KOR,2014 Oct,0.3940918
1387,KOR,2015 Jan,-3.240746
1388,KOR,2015 Apr,-4.744875
1389,KOR,2015 Jul,-3.011267
1390,KOR,2015 Oct,-0.8955435
1391,KOR,2016 Jan,-6.002839
1392,KOR,2016 Apr,3.060741
1393,KOR,2016 Jul,-0.697006
1394,KOR,2016 Oct,5.662116
1395,KOR,2017 Jan,6.482627
1396,KOR,2017 Apr,4.479142
1397,KOR,2017 Jul,4.225924
1398,KOR,2017 Oct,-5.337197
1399,KOR,2018 Jan,5.575975
1400,KOR,2018 Apr,-0.1655863
1401,KOR,2018 Jul,2.265885
1402,KOR,2018 Oct,-0.7396646
1403,KOR,2019 Jan,-9.592683
1415,LUX,2000 Jan,4.046891
1416,LUX,2000 Apr,-1.3066
1417,LUX,2000 Jul,-6.110879
1418,LUX,2000 Oct,-1.120879
1419,LUX,2001 Jan,20.39393
1420,LUX,2001 Apr,-0.8175402
1421,LUX,2001 Jul,4.360048
1422,LUX,2001 Oct,-3.455562
1423,LUX,2002 Jan,-0.3284201
1424,LUX,2002 Apr,6.915987
1425,LUX,2002 Jul,1.213789
1426,LUX,2002 Oct,-0.9239593
1427,LUX,2003 Jan,13.5068
1428,LUX,2003 Apr,9.101217
1429,LUX,2003 Jul,3.656391
1430,LUX,2003 Oct,15.25849
1431,LUX,2004 Jan,-0.3592634
1432,LUX,2004 Apr,-0.9828299
1433,LUX,2004 Jul,5.86168
1434,LUX,2004 Oct,13.59349
1435,LUX,2005 Jan,-2.801685
1436,LUX,2005 Apr,-0.07896604
1437,LUX,2005 Jul,2.656827
1438,LUX,2005 Oct,24.95416
1439,LUX,2006 Jan,2.714842
1440,LUX,2006 Apr,2.171562
1441,LUX,2006 Jul,-5.585293
1442,LUX,2006 Oct,1.810168
1443,LUX,2007 Jan,-1.240059
1444,LUX,2007 Apr,-2.88375
1445,LUX,2007 Jul,4.360961
1446,LUX,2007 Oct,7.848979
1447,LUX,2008 Jan,6.98463
1448,LUX,2008 Apr,1.399372
1449,LUX,2008 Jul,3.020364
1450,LUX,2008 Oct,-21.64822
1451,LUX,2009 Jan,-6.894053
1452,LUX,2009 Apr,1.555859
1453,LUX,2009 Jul,10.94271
1454,LUX,2009 Oct,-5.122846
1455,LUX,2010 Jan,-14.38147
1456,LUX,2010 Apr,1.727317
1457,LUX,2010 Jul,-3.813181
1458,LUX,2010 Oct,6.795671
1459,LUX,2011 Jan,7.39901
1460,LUX,2011 Apr,3.643531
1461,LUX,2011 Jul,2.967867
1462,LUX,2011 Oct,-11.84311
1463,LUX,2012 Jan,4.596987
1464,LUX,2012 Apr,-9.426882
1465,LUX,2012 Jul,-7.1635
1466,LUX,2012 Oct,12.00794
1467,LUX,2013 Jan,-9.498388
1468,LUX,2013 Apr,2.070871
1469,LUX,2013 Jul,2.234067
1470,LUX,2013 Oct,16.45192
1471,LUX,2014 Jan,-6.540319
1472,LUX,2014 Apr,-3.773951
1473,LUX,2014 Jul,-1.118412
1474,LUX,2014 Oct,3.023711
1475,LUX,2015 Jan,-12.61819
1476,LUX,2015 Apr,1.632993
1477,LUX,2015 Jul,-3.889899
1478,LUX,2015 Oct,8.517672
1479,LUX,2016 Jan,-9.184941
1480,LUX,2016 Apr,3.61982
1481,LUX,2016 Jul,-3.914123
1482,LUX,2016 Oct,-12.32934
1483,LUX,2017 Jan,8.339615
1484,LUX,2017 Apr,0.02928628
1485,LUX,2017 Jul,8.901103
1486,LUX,2017 Oct,-2.698351
1487,LUX,2018 Jan,6.028679
1488,LUX,2018 Apr,-2.164595
1489,LUX,2018 Jul,-6.311856
1490,LUX,2018 Oct,3.157763
1491,LUX,2019 Jan,21.69009
1503,MEX,2000 Jan,7.278489
1504,MEX,2000 Apr,2.836069
1505,MEX,2000 Jul,4.633245
1506,MEX,2000 Oct,3.117893
1507,MEX,2001 Jan,-5.165332
1508,MEX,2001 Apr,-2.886101
1509,MEX,2001 Jul,-3.484409
1510,MEX,2001 Oct,-1.528875
1511,MEX,2002 Jan,2.064109
1512,MEX,2002 Apr,3.869908
1513,MEX,2002 Jul,0.08663597
1514,MEX,2002 Oct,-0.6218435
1515,MEX,2003 Jan,2.667236
1516,MEX,2003 Apr,-4.303376
1517,MEX,2003 Jul,2.743253
1518,MEX,2003 Oct,5.566312
1519,MEX,2004 Jan,4.149677
1520,MEX,2004 Apr,3.924213
1521,MEX,2004 Jul,1.920749
1522,MEX,2004 Oct,2.243654
1523,MEX,2005 Jan,2.692448
1524,MEX,2005 Apr,5.655195
1525,MEX,2005 Jul,1.311692
1526,MEX,2005 Oct,9.647801
1527,MEX,2006 Jan,5.635019
1528,MEX,2006 Apr,1.254364
1529,MEX,2006 Jul,0.06571481
1530,MEX,2006 Oct,0.9501612
1531,MEX,2007 Jan,0.2906136
1532,MEX,2007 Apr,4.653869
1533,MEX,2007 Jul,5.256902
1534,MEX,2007 Oct,3.09092
1535,MEX,2008 Jan,2.924202
1536,MEX,2008 Apr,4.461743
1537,MEX,2008 Jul,-0.6530561
1538,MEX,2008 Oct,-19.58303
1539,MEX,2009 Jan,-15.19468
1540,MEX,2009 Apr,1.074578
1541,MEX,2009 Jul,9.149185
1542,MEX,2009 Oct,14.63027
1543,MEX,2010 Jan,5.248274
1544,MEX,2010 Apr,4.861029
1545,MEX,2010 Jul,2.644459
1546,MEX,2010 Oct,6.210909
1547,MEX,2011 Jan,7.744301
1548,MEX,2011 Apr,2.024717
1549,MEX,2011 Jul,-0.1340438
1550,MEX,2011 Oct,1.310613
1551,MEX,2012 Jan,5.560706
1552,MEX,2012 Apr,-1.239865
1553,MEX,2012 Jul,-1.062906
1554,MEX,2012 Oct,1.466981
1555,MEX,2013 Jan,1.342923
1556,MEX,2013 Apr,0.03171257
1557,MEX,2013 Jul,1.763374
1558,MEX,2013 Oct,-0.07221895
1559,MEX,2014 Jan,0.7007045
1560,MEX,2014 Apr,3.672096
1561,MEX,2014 Jul,0.4830399
1562,MEX,2014 Oct,-0.6467772
1563,MEX,2015 Jan,-3.638931
1564,MEX,2015 Apr,-0.2772075
1565,MEX,2015 Jul,-0.2467047
1566,MEX,2015 Oct,-2.908094
1567,MEX,2016 Jan,-3.160959
1568,MEX,2016 Apr,1.392192
1569,MEX,2016 Jul,4.142581
1570,MEX,2016 Oct,2.863144
1571,MEX,2017 Jan,1.68942
1572,MEX,2017 Apr,1.367262
1573,MEX,2017 Jul,1.835709
1574,MEX,2017 Oct,5.128301
1575,MEX,2018 Jan,3.004053
1576,MEX,2018 Apr,-0.0744812
1577,MEX,2018 Jul,3.572106
1578,MEX,2018 Oct,-0.8791233
1579,MEX,2019 Jan,0.2720003
1591,NLD,2000 Jan,0.8267817
1592,NLD,2000 Apr,1.322392
1593,NLD,2000 Jul,0.9734771
1594,NLD,2000 Oct,0.598747
1595,NLD,2001 Jan,4.055076
1596,NLD,2001 Apr,-5.793413
1597,NLD,2001 Jul,-2.471459
1598,NLD,2001 Oct,-1.017813
1599,NLD,2002 Jan,-0.1897737
1600,NLD,2002 Apr,6.111609
1601,NLD,2002 Jul,7.842794
1602,NLD,2002 Oct,2.599281
1603,NLD,2003 Jan,10.42985
1604,NLD,2003 Apr,0.01465784
1605,NLD,2003 Jul,0.1603341
1606,NLD,2003 Oct,9.881944
1607,NLD,2004 Jan,6.184895
1608,NLD,2004 Apr,1.502144
1609,NLD,2004 Jul,4.658094
1610,NLD,2004 Oct,6.762459
1611,NLD,2005 Jan,5.049565
1612,NLD,2005 Apr,-0.1019606
1613,NLD,2005 Jul,1.397839
1614,NLD,2005 Oct,0.3078542
1615,NLD,2006 Jan,5.180081
1616,NLD,2006 Apr,8.445866
1617,NLD,2006 Jul,0.9225198
1618,NLD,2006 Oct,5.282583
1619,NLD,2007 Jan,3.253795
1620,NLD,2007 Apr,3.666195
1621,NLD,2007 Jul,4.822842
1622,NLD,2007 Oct,9.905859
1623,NLD,2008 Jan,6.968035
1624,NLD,2008 Apr,5.097891
1625,NLD,2008 Jul,-1.012566
1626,NLD,2008 Oct,-21.96713
1627,NLD,2009 Jan,-13.86941
1628,NLD,2009 Apr,2.230616
1629,NLD,2009 Jul,10.78893
1630,NLD,2009 Oct,6.763577
1631,NLD,2010 Jan,0.7774308
1632,NLD,2010 Apr,-1.507708
1633,NLD,2010 Jul,4.986413
1634,NLD,2010 Oct,6.318112
1635,NLD,2011 Jan,6.072315
1636,NLD,2011 Apr,7.024006
1637,NLD,2011 Jul,-1.250185
1638,NLD,2011 Oct,-6.477654
1639,NLD,2012 Jan,2.655831
1640,NLD,2012 Apr,0.3687126
1641,NLD,2012 Jul,-4.306371
1642,NLD,2012 Oct,5.541882
1643,NLD,2013 Jan,2.088864
1644,NLD,2013 Apr,-4.024973
1645,NLD,2013 Jul,1.369049
1646,NLD,2013 Oct,3.410241
1647,NLD,2014 Jan,1.616864
1648,NLD,2014 Apr,-0.8193635
1649,NLD,2014 Jul,-3.244484
1650,NLD,2014 Oct,-4.716806
1651,NLD,2015 Jan,-9.499565
1652,NLD,2015 Apr,1.610249
1653,NLD,2015 Jul,-3.160713
1654,NLD,2015 Oct,-1.916071
1655,NLD,2016 Jan,-2.163161
1656,NLD,2016 Apr,5.244843
1657,NLD,2016 Jul,0.09266979
1658,NLD,2016 Oct,1.697243
1659,NLD,2017 Jan,5.092028
1660,NLD,2017 Apr,2.902211
1661,NLD,2017 Jul,6.676763
1662,NLD,2017 Oct,3.855501
1663,NLD,2018 Jan,5.707378
1664,NLD,2018 Apr,-1.860451
1665,NLD,2018 Jul,1.105082
1666,NLD,2018 Oct,-2.650499
1667,NLD,2019 Jan,0.9365539
1679,NZL,2000 Jan,4.799301
1680,NZL,2000 Apr,-0.7814162
1681,NZL,2000 Jul,-1.91732
1682,NZL,2000 Oct,3.203779
1683,NZL,2001 Jan,4.03332
1684,NZL,2001 Apr,-2.168976
1685,NZL,2001 Jul,1.960773
1686,NZL,2001 Oct,-4.267451
1687,NZL,2002 Jan,2.802633
1688,NZL,2002 Apr,6.210047
1689,NZL,2002 Jul,-0.5370713
1690,NZL,2002 Oct,1.452526
1691,NZL,2003 Jan,8.540733
