OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM,LAD25CD,LAD25NM,CAUTH25CD,CAUTH25NM
E00140468,E01027591,Hambleton 001A,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140469,E01027591,Hambleton 001A,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140470,E01027591,Hambleton 001A,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140471,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140472,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140473,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140474,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140475,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140476,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140477,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140478,E01027592,Hambleton 003B,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140479,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140480,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140481,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140482,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140483,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140484,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140485,E01027593,Hambleton 006D,E02005755,Hambleton 006,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140496,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140497,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140498,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140499,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189813,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189888,E01027594,Hambleton 010A,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140488,E01027595,Hambleton 010B,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140489,E01027595,Hambleton 010B,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140494,E01027595,Hambleton 010B,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140495,E01027595,Hambleton 010B,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140500,E01027595,Hambleton 010B,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140487,E01027596,Hambleton 010C,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140490,E01027596,Hambleton 010C,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140491,E01027596,Hambleton 010C,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140492,E01027596,Hambleton 010C,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140493,E01027596,Hambleton 010C,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140502,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140504,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140510,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140512,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140514,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140519,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140520,E01027597,Hambleton 001B,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140503,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140505,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140506,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140508,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140516,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140517,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140518,E01027598,Hambleton 002A,E02005751,Hambleton 002,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140501,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140507,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140509,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140511,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140513,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140515,E01027599,Hambleton 001C,E02005750,Hambleton 001,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140521,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140522,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140523,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140524,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140525,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140526,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140527,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140528,E01027600,Hambleton 011A,E02005760,Hambleton 011,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140529,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140530,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140531,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140532,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140533,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140534,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140535,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140536,E01027601,Hambleton 010D,E02005759,Hambleton 010,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140545,E01027603,Hambleton 005A,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140546,E01027603,Hambleton 005A,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140547,E01027603,Hambleton 005A,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140548,E01027603,Hambleton 005A,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140549,E01027603,Hambleton 005A,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140550,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140551,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140552,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140553,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140554,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140555,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140556,E01027604,Hambleton 005B,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140558,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140559,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140561,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170099,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170100,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170101,E01027605,Hambleton 013D,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140557,E01027606,Hambleton 012E,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140563,E01027606,Hambleton 012E,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140565,E01027606,Hambleton 012E,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140566,E01027606,Hambleton 012E,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140567,E01027606,Hambleton 012E,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140562,E01027607,Hambleton 005C,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140564,E01027607,Hambleton 005C,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140568,E01027607,Hambleton 005C,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140569,E01027607,Hambleton 005C,E02005754,Hambleton 005,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140570,E01027608,Hambleton 013B,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140576,E01027608,Hambleton 013B,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140577,E01027608,Hambleton 013B,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140578,E01027608,Hambleton 013B,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140580,E01027608,Hambleton 013B,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140572,E01027609,Hambleton 012D,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140573,E01027609,Hambleton 012D,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140574,E01027609,Hambleton 012D,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140575,E01027609,Hambleton 012D,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140579,E01027609,Hambleton 012D,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140571,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140581,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140582,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140583,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189824,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189898,E01027610,Hambleton 012C,E02007042,Hambleton 012,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140589,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140590,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140593,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140594,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140595,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140596,E01027612,Hambleton 013A,E02007043,Hambleton 013,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140598,E01027613,Hambleton 003C,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140599,E01027613,Hambleton 003C,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140600,E01027613,Hambleton 003C,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00140601,E01027613,Hambleton 003C,E02005752,Hambleton 003,E07000164,Hambleton,E06000065,North Yorkshire,E47000012,York and North Yorkshire
