LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM,LAD25CD,LAD25NM,CAUTH25CD,CAUTH25NM,n_oas
E01027747,Richmondshire 003C,E02005784,Richmondshire 003,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027748,Richmondshire 003D,E02005784,Richmondshire 003,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027749,Richmondshire 004A,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027771,Richmondshire 004E,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027772,Richmondshire 004F,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01033184,Richmondshire 004H,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01034965,Richmondshire 004I,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01034966,Richmondshire 004J,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034967,Richmondshire 004K,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027742,Richmondshire 005A,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027753,Richmondshire 005B,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027763,Richmondshire 005C,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027764,Richmondshire 005D,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027773,Richmondshire 005E,E02005786,Richmondshire 005,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027744,Richmondshire 006A,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027756,Richmondshire 006B,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027758,Richmondshire 006D,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027760,Richmondshire 006E,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01033185,Richmondshire 006F,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01033186,Richmondshire 006G,E02005787,Richmondshire 006,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027776,Ryedale 001A,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027777,Ryedale 001B,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027783,Ryedale 001C,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027784,Ryedale 001D,E02005788,Ryedale 001,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027792,Ryedale 002A,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027793,Ryedale 002B,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027794,Ryedale 002C,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027795,Ryedale 002D,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027801,Ryedale 002E,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027802,Ryedale 002F,E02005789,Ryedale 002,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027775,Ryedale 003A,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027780,Ryedale 003B,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,9
E01027781,Ryedale 003C,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027800,Ryedale 003D,E02005790,Ryedale 003,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027779,Ryedale 004A,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027796,Ryedale 004B,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027798,Ryedale 004C,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027803,Ryedale 004D,E02005791,Ryedale 004,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027774,Ryedale 007A,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027778,Ryedale 007B,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,9
E01027782,Ryedale 007C,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027797,Ryedale 007D,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027799,Ryedale 007E,E02005794,Ryedale 007,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027787,Ryedale 009A,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01034968,Ryedale 009B,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01034971,Ryedale 009E,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027786,Ryedale 010A,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027788,Ryedale 010B,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027791,Ryedale 010C,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027790,Ryedale 010D,E02007045,Ryedale 010,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027837,Scarborough 001A,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027839,Scarborough 001B,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027871,Scarborough 001E,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,11
E01027813,Scarborough 002A,E02005796,Scarborough 002,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027822,Scarborough 002B,E02005796,Scarborough 002,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027840,Scarborough 002C,E02005796,Scarborough 002,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027841,Scarborough 002D,E02005796,Scarborough 002,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027838,Scarborough 003A,E02005797,Scarborough 003,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027864,Scarborough 003B,E02005797,Scarborough 003,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027865,Scarborough 003C,E02005797,Scarborough 003,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027866,Scarborough 003D,E02005797,Scarborough 003,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027821,Scarborough 004A,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027823,Scarborough 004B,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027836,Scarborough 004E,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027857,Scarborough 004F,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027842,Scarborough 005A,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027843,Scarborough 005B,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027844,Scarborough 005C,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027845,Scarborough 005D,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027855,Scarborough 005E,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027856,Scarborough 005F,E02005799,Scarborough 005,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027805,Scarborough 006A,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027806,Scarborough 006B,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027847,Scarborough 006D,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,10
E01027849,Scarborough 007A,E02005801,Scarborough 007,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027850,Scarborough 007B,E02005801,Scarborough 007,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027872,Scarborough 007C,E02005801,Scarborough 007,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027874,Scarborough 007D,E02005801,Scarborough 007,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027810,Scarborough 008A,E02005802,Scarborough 008,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027811,Scarborough 008B,E02005802,Scarborough 008,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027812,Scarborough 008C,E02005802,Scarborough 008,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027851,Scarborough 008D,E02005802,Scarborough 008,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027862,Scarborough 008E,E02005802,Scarborough 008,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027824,Scarborough 009A,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027825,Scarborough 009B,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027826,Scarborough 009C,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027861,Scarborough 009D,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027863,Scarborough 009E,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027873,Scarborough 009F,E02005803,Scarborough 009,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027804,Scarborough 010A,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027852,Scarborough 010B,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027853,Scarborough 010C,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027854,Scarborough 010D,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027868,Scarborough 010E,E02005804,Scarborough 010,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027807,Scarborough 011A,E02005805,Scarborough 011,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027808,Scarborough 011B,E02005805,Scarborough 011,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027809,Scarborough 011C,E02005805,Scarborough 011,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027818,Scarborough 011D,E02005805,Scarborough 011,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027867,Scarborough 011E,E02005805,Scarborough 011,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027817,Scarborough 012A,E02005806,Scarborough 012,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027819,Scarborough 012B,E02005806,Scarborough 012,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027820,Scarborough 012C,E02005806,Scarborough 012,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027858,Scarborough 012D,E02005806,Scarborough 012,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027860,Scarborough 012E,E02005806,Scarborough 012,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027814,Scarborough 013A,E02005807,Scarborough 013,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027815,Scarborough 013B,E02005807,Scarborough 013,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027816,Scarborough 013C,E02005807,Scarborough 013,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027859,Scarborough 013D,E02005807,Scarborough 013,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027827,Scarborough 014A,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027828,Scarborough 014B,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027829,Scarborough 014C,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027830,Scarborough 014D,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027833,Scarborough 014E,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027834,Scarborough 014F,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027835,Scarborough 014G,E02005808,Scarborough 014,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027918,Selby 001A,E02005809,Selby 001,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027919,Selby 001B,E02005809,Selby 001,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027920,Selby 001C,E02005809,Selby 001,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027921,Selby 001D,E02005809,Selby 001,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027922,Selby 001E,E02005809,Selby 001,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027875,Selby 002A,E02005810,Selby 002,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027886,Selby 002B,E02005810,Selby 002,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027887,Selby 002C,E02005810,Selby 002,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027888,Selby 002D,E02005810,Selby 002,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027904,Selby 002E,E02005810,Selby 002,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027876,Selby 003A,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027877,Selby 003B,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027900,Selby 003C,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027901,Selby 003D,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027902,Selby 003E,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027903,Selby 003F,E02005811,Selby 003,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027914,Selby 004B,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027915,Selby 004C,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027916,Selby 004D,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034977,Selby 004H,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034978,Selby 004I,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027878,Selby 005A,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027907,Selby 005C,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027908,Selby 005D,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027909,Selby 005E,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01034979,Selby 005G,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034980,Selby 005H,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034981,Selby 005I,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01034983,Selby 005K,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027881,Selby 006A,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027906,Selby 006B,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027913,Selby 006E,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027879,Selby 007A,E02005815,Selby 007,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027880,Selby 007B,E02005815,Selby 007,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027882,Selby 007C,E02005815,Selby 007,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027894,Selby 007D,E02005815,Selby 007,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027895,Selby 007E,E02005815,Selby 007,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027883,Selby 008A,E02005816,Selby 008,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,4
E01027884,Selby 008B,E02005816,Selby 008,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027885,Selby 008C,E02005816,Selby 008,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027896,Selby 008D,E02005816,Selby 008,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027897,Selby 008E,E02005816,Selby 008,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027891,Selby 009A,E02005817,Selby 009,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027892,Selby 009B,E02005817,Selby 009,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01027893,Selby 009C,E02005817,Selby 009,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,6
E01027899,Selby 009D,E02005817,Selby 009,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027889,Selby 010A,E02005818,Selby 010,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,5
E01027890,Selby 010B,E02005818,Selby 010,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,9
E01027923,Selby 010C,E02005818,Selby 010,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,8
E01027924,Selby 010D,E02005818,Selby 010,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire,7
E01013436,York 001A,E02002772,York 001,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013438,York 001B,E02002772,York 001,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013439,York 001C,E02002772,York 001,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013440,York 001D,E02002772,York 001,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013370,York 002A,E02002773,York 002,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013373,York 002B,E02002773,York 002,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013375,York 002C,E02002773,York 002,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013376,York 002D,E02002773,York 002,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013371,York 003A,E02002774,York 003,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013372,York 003B,E02002774,York 003,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013374,York 003C,E02002774,York 003,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013377,York 003D,E02002774,York 003,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013404,York 004A,E02002775,York 004,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013407,York 004B,E02002775,York 004,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013408,York 004C,E02002775,York 004,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013410,York 004D,E02002775,York 004,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013405,York 005A,E02002776,York 005,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013406,York 005B,E02002776,York 005,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013409,York 005C,E02002776,York 005,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013411,York 005D,E02002776,York 005,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013428,York 006A,E02002777,York 006,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013429,York 006B,E02002777,York 006,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013430,York 006C,E02002777,York 006,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013431,York 006D,E02002777,York 006,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013435,York 006E,E02002777,York 006,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013432,York 007C,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013433,York 007D,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013434,York 007E,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013379,York 008A,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013380,York 008B,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013385,York 008C,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013387,York 008D,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013388,York 008E,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013389,York 008F,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013437,York 008G,E02002779,York 008,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013349,York 009D,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,4
E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,6
E01013368,York 010B,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,7
E01013382,York 010C,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,5
E01013383,York 010D,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire,8
